NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.785	16.506	10.202	9.951	0.106	0.992	50000.0
2	45.802	17.038	10.813	10.007	0.108	0.994	90000.0
3	48.756	17.8	11.748	10.602	0.102	0.993	90000.0
4	44.406	16.275	10.219	9.618	0.099	0.993	50000.0
5	44.516	16.254	10.317	9.449	0.103	0.994	50000.0
6	41.676	15.131	9.534	8.795	0.094	0.994	40000.0
7	47.9	17.798	11.149	10.479	0.107	0.992	40000.0
8	45.32	16.772	10.6	9.968	0.103	0.993	30000.0
9	43.362	16.613	10.202	9.82	0.104	0.993	40000.0
10	46.987	17.469	10.687	10.041	0.106	0.993	70000.0
