MutationType	ID83A	ID83B
1:Del:C:0	8.21E-03	9.36E-03
1:Del:C:1	2.89E-03	3.61E-03
1:Del:C:2	1.94E-04	1.59E-04
1:Del:C:3	3.78E-04	4.13E-04
1:Del:C:4	6.54E-04	6.62E-04
1:Del:C:5	5.56E-04	5.17E-04
1:Del:T:0	2.81E-03	2.89E-03
1:Del:T:1	9.77E-04	1.16E-03
1:Del:T:2	1.06E-03	1.07E-02
1:Del:T:3	2.87E-03	3.40E-03
1:Del:T:4	3.42E-03	3.46E-03
1:Del:T:5	3.76E-02	3.48E-02
1:Ins:C:0	8.06E-05	9.04E-05
1:Ins:C:1	8.26E-05	5.33E-05
1:Ins:C:2	9.43E-05	6.52E-05
1:Ins:C:3	5.45E-05	5.74E-05
1:Ins:C:4	2.19E-03	1.76E-03
1:Ins:C:5	9.16E-04	9.27E-04
1:Ins:T:0	7.54E-03	6.49E-03
1:Ins:T:1	3.55E-04	1.56E-03
1:Ins:T:2	1.45E-04	1.05E-04
1:Ins:T:3	2.62E-04	2.69E-04
1:Ins:T:4	5.35E-04	5.87E-04
1:Ins:T:5	4.21E-02	4.50E-02
2:Del:R:0	6.39E-04	5.66E-04
2:Del:R:1	5.28E-04	3.75E-04
2:Del:R:2	6.06E-05	1.35E-04
2:Del:R:3	5.89E-03	5.16E-03
2:Del:R:4	8.82E-04	1.12E-02
2:Del:R:5	5.18E-05	4.63E-05
3:Del:R:0	5.25E-04	3.83E-04
3:Del:R:1	3.13E-04	3.36E-04
3:Del:R:2	1.50E-04	1.52E-04
3:Del:R:3	6.54E-05	4.37E-05
3:Del:R:4	2.33E-02	1.96E-02
3:Del:R:5	5.24E-09	5.86E-09
4:Del:R:0	2.51E-04	1.83E-04
4:Del:R:1	2.28E-04	2.10E-04
4:Del:R:2	5.99E-05	7.10E-05
4:Del:R:3	5.24E-09	5.86E-09
4:Del:R:4	5.24E-09	5.86E-09
4:Del:R:5	5.24E-09	5.86E-09
5:Del:R:0	7.60E-03	6.25E-03
5:Del:R:1	6.54E-03	5.87E-03
5:Del:R:2	5.31E-05	4.74E-05
5:Del:R:3	5.24E-09	5.86E-09
5:Del:R:4	5.24E-09	5.86E-09
5:Del:R:5	3.61E-05	3.20E-05
2:Ins:R:0	1.66E-04	8.45E-05
2:Ins:R:1	1.16E-04	8.99E-05
2:Ins:R:2	5.81E-05	5.98E-05
2:Ins:R:3	7.65E-05	6.16E-05
2:Ins:R:4	1.41E-04	1.61E-04
2:Ins:R:5	6.50E-04	6.86E-04
3:Ins:R:0	1.10E-04	6.84E-05
3:Ins:R:1	1.38E-03	1.30E-03
3:Ins:R:2	3.39E-05	2.72E-05
3:Ins:R:3	2.36E-04	1.57E-03
3:Ins:R:4	4.10E-05	2.79E-05
3:Ins:R:5	1.12E-04	1.18E-04
4:Ins:R:0	2.47E-05	3.48E-05
4:Ins:R:1	8.60E-05	1.18E-04
4:Ins:R:2	2.87E-05	4.20E-05
4:Ins:R:3	2.18E-04	2.31E-03
4:Ins:R:4	3.05E-05	2.64E-05
4:Ins:R:5	1.28E-04	1.42E-04
5:Ins:R:0	4.10E-05	5.29E-06
5:Ins:R:1	3.14E-04	3.40E-04
5:Ins:R:2	1.49E-05	5.86E-08
5:Ins:R:3	2.03E-05	2.95E-05
5:Ins:R:4	2.56E-05	3.31E-05
5:Ins:R:5	1.20E-05	2.77E-05
2:Del:M:1	2.07E-04	1.87E-04
3:Del:M:1	3.72E-04	3.59E-04
3:Del:M:2	3.32E-04	2.28E-04
4:Del:M:1	2.37E-04	1.27E-04
4:Del:M:2	1.62E-04	1.47E-04
4:Del:M:3	6.80E-05	1.25E-04
5:Del:M:1	8.22E-03	6.62E-03
5:Del:M:2	3.02E-03	2.48E-03
5:Del:M:3	1.05E-03	8.88E-04
5:Del:M:4	4.94E-04	4.09E-04
5:Del:M:5	6.26E-04	4.27E-04
