Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V67	37	3	8	0	27	0	24	0	0	12	0	0	0
V68	3	1	64	60	0	0	3	0	9	16	0	52	0
V69	43	42	14	0	1	0	1	0	0	8	0	0	0
V70	36	0	0	208	57	0	12	0	0	28	8	0	0
V71	3	3	33	4	8	112	4	46	37	9	9	0	70
V72	14	0	200	0	138	0	112	0	0	0	5	0	0
V73	54	59	84	82	0	17	0	0	23	18	45	0	14
V74	21	1	43	0	15	4	10	14	0	2	4	12	0
V75	12	89	16	27	0	1	1	0	0	0	4	8	10
V76	29	72	238	135	0	0	0	26	96	14	0	4	0
V77	10	3	75	78	5	49	2	13	28	0	29	0	0
V78	3	2	15	34	0	7	0	6	13	18	0	13	1
V79	0	14	27	12	0	161	9	85	13	12	0	0	30
V80	40	24	0	79	3	4	0	3	83	14	25	0	20
V81	6	6	23	1	0	5	0	3	9	3	0	0	11
V82	116	1	17	0	1	13	1	2	0	0	0	0	7
V83	32	1	24	7	39	4	42	16	23	0	0	24	0
V84	0	76	57	8	93	0	49	0	0	6	3	0	0
V85	19	0	7	162	23	2	11	17	8	45	31	0	0
V86	99	10	0	0	12	0	5	10	0	2	0	0	0
V87	0	4	59	0	13	19	3	0	21	0	16	0	15
V88	20	4	0	12	9	127	0	66	0	13	0	81	0
V89	0	0	49	0	4	0	3	3	62	7	29	0	17
V90	118	73	2	0	0	103	3	0	0	22	0	0	11
V91	53	18	68	0	0	60	5	63	70	19	3	0	0
V92	2	53	25	0	0	41	0	32	11	0	0	0	36
V93	63	11	4	95	13	91	11	0	40	29	0	0	0
V94	17	32	29	3	3	12	2	2	15	0	5	0	21
V95	245	39	1	0	7	0	8	0	0	45	0	0	0
V96	22	2	47	46	59	0	39	0	0	15	3	0	0
V97	63	15	0	83	13	0	11	0	0	16	3	0	0
V98	122	80	1	0	5	7	5	26	0	23	7	0	0
V99	9	8	10	9	0	15	1	26	4	19	19	0	0
V100	14	50	0	104	3	48	7	16	0	24	2	0	81
