Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	41	62	3	34	0	0	0	49	48	15	14	0	18
V2	14	6	0	140	3	46	0	43	18	7	0	0	13
V3	13	21	0	14	2	46	7	0	0	2	0	6	0
V4	184	55	0	107	18	11	9	3	0	64	38	0	0
V5	142	221	44	0	15	64	6	0	0	21	0	0	0
V6	51	20	3	0	33	26	30	0	0	5	0	0	0
V7	0	0	1	0	37	32	12	30	9	5	0	0	0
V8	14	31	52	0	92	23	45	0	0	2	0	0	0
V9	56	8	22	55	4	0	5	0	34	35	43	0	0
V10	17	8	4	0	13	44	3	22	0	17	0	0	10
V11	19	193	46	0	39	1	23	0	0	4	24	0	0
V12	44	20	48	52	0	0	0	5	26	20	0	58	0
V13	9	3	104	0	0	0	2	0	0	5	7	0	0
V14	7	14	0	0	9	3	16	10	0	0	3	0	3
V15	1	158	73	7	0	0	0	0	0	7	26	1	0
V16	126	4	26	31	0	6	0	0	33	35	0	39	0
V17	34	143	14	41	8	1	8	0	127	0	0	0	10
V18	3	6	26	0	110	23	48	79	11	0	0	0	11
V19	2	8	84	10	20	95	7	31	17	0	0	24	0
V20	1	48	15	11	63	1	38	0	35	0	19	0	0
V21	10	30	79	24	9	92	6	231	0	1	20	83	0
V22	4	37	38	0	13	16	8	41	0	11	5	0	19
V23	49	170	0	1	4	44	3	23	28	7	0	16	34
V24	1	5	29	0	38	65	16	45	39	0	0	0	0
V25	82	134	0	0	92	14	68	0	8	24	10	0	0
V26	39	1	15	205	77	3	17	0	34	35	13	30	0
V27	149	10	0	0	20	50	28	76	9	19	0	38	0
V28	4	0	23	77	36	0	34	0	0	0	3	6	0
V29	135	5	59	0	74	0	71	5	0	19	0	0	0
V30	0	119	0	27	6	2	11	0	0	5	24	74	5
V31	203	10	0	85	0	35	0	0	35	101	0	0	0
V32	50	175	5	4	7	0	0	0	0	0	7	0	5
V33	13	0	0	104	11	51	1	0	0	29	26	0	0
V34	167	42	14	0	61	25	18	28	9	54	1	0	0
V35	23	2	3	6	0	9	0	3	0	7	9	0	0
V36	5	32	0	37	30	9	22	0	0	9	5	10	0
V37	17	8	159	83	42	0	23	0	47	0	0	0	0
V38	7	65	72	0	0	67	0	83	66	2	23	0	0
V39	34	22	12	0	0	10	0	9	0	34	0	0	0
V40	22	23	0	24	44	10	13	1	0	17	6	12	6
V41	14	482	17	18	0	71	5	42	0	19	35	0	58
V42	31	74	0	40	23	0	16	0	10	13	0	0	0
V43	21	38	49	91	14	0	7	0	16	20	2	0	0
V44	0	53	48	0	135	52	87	36	9	0	0	0	86
V45	18	1	97	76	31	7	16	0	103	53	27	0	0
V46	5	27	71	12	5	0	5	2	1	0	11	43	0
V47	21	24	66	149	0	0	6	0	8	25	0	22	0
V48	84	10	7	5	20	29	11	56	17	1	0	28	0
V49	0	0	4	0	4	22	1	0	1	1	0	0	1
V50	7	0	375	0	173	0	111	0	0	8	0	0	0
V51	79	96	0	19	19	0	21	0	0	25	1	0	0
V52	221	41	0	0	16	12	22	0	3	37	0	0	0
V53	13	6	154	126	145	0	84	0	72	33	60	0	2
V54	58	0	61	19	0	6	0	12	0	46	5	0	21
V55	0	2	3	0	57	57	31	23	25	23	0	0	0
V56	5	4	10	31	12	0	17	3	29	7	0	0	0
V57	93	17	30	7	0	0	0	31	0	4	3	55	0
V58	239	41	2	0	56	0	59	8	0	37	0	0	0
V59	45	5	148	108	0	20	0	8	43	52	0	0	29
V60	4	13	54	0	20	3	9	6	0	0	4	0	0
V61	0	154	11	4	122	38	86	15	0	0	17	0	0
V62	34	1	0	42	5	0	4	0	0	3	0	6	0
V63	65	191	63	0	134	23	81	9	19	0	45	0	0
V64	10	4	0	1	64	21	62	26	4	0	7	2	0
V65	4	26	253	0	3	0	1	46	0	6	1	20	0
V66	80	60	24	0	30	30	13	6	0	0	8	0	36
