Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	82	48	4	73	0	55	22	0
V2	154	16	0	7	3	90	15	5
V3	15	14	2	20	8	45	0	7
V4	143	211	0	47	27	12	0	49
V5	0	153	45	230	21	64	0	0
V6	2	55	4	22	58	27	0	0
V7	0	0	0	0	46	58	22	0
V8	0	13	49	17	126	18	0	36
V9	121	74	24	4	9	0	0	30
V10	0	21	4	11	17	68	17	0
V11	3	24	45	197	56	0	0	24
V12	68	49	72	21	4	0	59	0
V13	4	11	109	5	1	0	0	0
V14	1	9	0	18	21	16	0	0
V15	15	5	74	169	0	0	0	10
V16	54	138	39	4	2	0	63	0
V17	129	35	4	145	10	0	63	0
V18	0	3	26	1	146	96	25	20
V19	10	2	92	8	27	120	39	0
V20	54	5	17	55	95	5	0	0
V21	34	14	136	28	22	333	0	18
V22	0	6	40	38	20	61	12	15
V23	1	53	0	182	6	61	76	0
V24	8	1	20	5	47	96	61	0
V25	20	96	0	147	148	18	0	3
V26	245	47	27	0	99	0	42	9
V27	13	164	26	11	45	133	7	0
V28	84	6	28	1	64	0	0	0
V29	0	154	65	6	134	9	0	0
V30	45	1	36	106	20	3	2	60
V31	145	238	0	11	0	38	37	0
V32	2	51	4	169	6	0	0	21
V33	135	22	0	0	16	56	0	6
V34	0	184	9	45	77	41	63	0
V35	11	29	3	0	0	11	0	8
V36	45	8	6	32	48	10	0	10
V37	125	17	160	9	60	0	8	0
V38	67	11	77	73	0	157	0	0
V39	0	41	11	25	0	16	28	0
V40	17	22	0	8	53	1	32	45
V41	35	28	24	533	3	132	0	6
V42	51	35	0	80	36	0	5	0
V43	108	25	48	41	21	0	15	0
V44	2	0	46	49	204	98	41	66
V45	170	29	87	5	44	0	94	0
V46	22	6	95	21	12	3	0	23
V47	168	26	81	26	8	0	12	0
V48	24	87	26	10	32	89	0	0
V49	0	0	3	0	5	20	6	0
V50	5	12	387	0	264	0	3	3
V51	24	90	0	104	36	0	6	0
V52	12	241	2	45	34	16	2	0
V53	243	26	161	0	220	0	0	45
V54	14	70	58	0	0	11	61	14
V55	12	2	0	2	82	77	46	0
V56	48	6	5	4	23	0	32	0
V57	14	96	59	6	4	31	0	30
V58	13	264	6	45	102	12	0	0
V59	147	56	144	12	0	27	72	0
V60	0	3	52	6	26	6	0	20
V61	4	0	10	158	188	49	11	27
V62	46	36	3	1	9	0	0	0
V63	28	71	58	175	191	23	0	84
V64	11	14	4	6	114	52	0	0
V65	0	5	268	28	7	46	6	0
V66	0	82	20	40	37	34	0	74
V67	0	46	10	4	49	0	2	0
V68	68	5	90	1	7	0	37	0
V69	0	48	14	45	2	0	0	0
V70	228	43	1	0	73	0	0	4
V71	55	9	41	13	15	191	0	14
V72	6	19	211	2	229	2	0	0
V73	126	62	82	48	0	14	0	64
V74	3	23	52	0	25	19	0	4
V75	28	12	19	87	1	2	0	19
V76	175	30	215	74	0	2	118	0
V77	117	13	75	0	6	62	0	19
V78	28	5	12	2	0	0	65	0
V79	14	3	28	22	5	257	34	0
V80	172	50	0	34	3	16	20	0
V81	12	7	28	8	0	12	0	0
V82	0	121	16	0	1	15	0	5
V83	35	36	40	2	72	27	0	0
V84	9	2	57	81	132	0	10	1
V85	214	33	12	0	38	25	0	3
V86	0	100	0	7	15	8	0	8
V87	26	1	59	0	17	21	1	25
V88	16	24	44	0	18	198	20	12
V89	67	5	49	2	6	6	26	13
V90	4	129	1	72	0	105	0	21
V91	29	57	55	19	0	103	96	0
V92	4	4	27	66	0	80	19	0
V93	131	71	0	12	22	86	35	0
V94	17	19	29	33	5	17	8	13
V95	14	270	3	42	15	1	0	0
V96	56	27	50	0	92	0	0	8
V97	92	71	0	16	23	0	0	2
V98	6	132	3	84	9	35	0	7
V99	25	14	12	4	0	44	0	21
V100	131	23	6	65	13	91	0	20
