NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.544	20.87	13.583	13.665	0.098	0.988	40000.0
2	52.551	19.759	12.192	12.886	0.098	0.988	40000.0
3	55.774	20.1	13.016	12.951	0.097	0.989	40000.0
4	55.201	20.069	12.679	12.65	0.099	0.99	50000.0
5	54.585	20.128	12.627	12.844	0.097	0.988	60000.0
6	55.51	20.15	12.579	12.706	0.099	0.989	40000.0
7	57.372	20.976	13.322	13.327	0.101	0.988	70000.0
8	54.399	20.111	12.467	12.846	0.101	0.989	50000.0
9	53.892	19.658	12.583	12.612	0.096	0.989	50000.0
10	53.346	19.617	12.355	12.582	0.096	0.989	50000.0
