MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	4.54E-07	0.00E+00	2.92E-03	3.63E-03	1.58E-02	5.49E-02	8.52E-03	7.83E-03	1.69E-02	3.29E-03	4.09E-02	7.32E-08	6.52E-03	4.08E-02	5.86E-02	1.69E-03	1.09E-02	3.20E-02	3.53E-03
1:Del:C:1	6.88E-04	4.86E-05	4.64E-04	5.51E-08	8.80E-03	2.06E-02	2.00E-02	1.72E-02	3.52E-03	1.91E-03	3.01E-02	8.43E-06	4.06E-03	1.34E-03	9.05E-02	3.11E-03	1.91E-02	2.33E-07	3.09E-03
1:Del:C:2	1.36E-03	1.06E-08	1.18E-04	5.43E-07	1.50E-03	8.13E-03	8.27E-04	1.86E-03	5.16E-05	8.82E-04	9.48E-04	1.94E-03	8.02E-04	2.59E-03	3.89E-03	9.04E-04	2.24E-03	4.23E-08	4.76E-08
1:Del:C:3	5.16E-04	2.84E-04	0.00E+00	2.19E-04	2.86E-03	3.62E-03	2.98E-03	4.28E-03	3.64E-03	9.96E-03	1.18E-02	7.48E-03	3.12E-03	1.40E-46	1.75E-03	2.80E-04	1.48E-02	4.94E-03	4.34E-04
1:Del:C:4	0.00E+00	0.00E+00	1.03E-03	0.00E+00	6.48E-04	4.70E-03	2.97E-06	1.26E-03	1.53E-07	5.47E-03	1.28E-03	1.23E-02	1.80E-03	1.04E-02	2.65E-03	4.26E-03	2.60E-02	3.65E-03	2.39E-03
1:Del:C:5	2.22E-04	3.83E-05	2.50E-03	3.57E-03	2.81E-03	2.92E-03	2.26E-03	9.79E-05	7.03E-03	1.36E-02	9.96E-03	1.40E-46	5.25E-03	0.00E+00	0.00E+00	6.40E-03	7.12E-02	3.24E-03	5.41E-03
1:Del:T:0	0.00E+00	1.00E-04	1.74E-04	0.00E+00	5.00E-03	1.41E-02	5.46E-03	2.09E-02	5.96E-03	3.39E-02	5.05E-02	5.12E-04	1.55E-02	6.59E-02	1.33E-02	1.00E-03	1.91E-02	7.45E-03	1.32E-02
1:Del:T:1	0.00E+00	1.75E-05	0.00E+00	1.83E-03	9.12E-04	1.13E-02	1.42E-03	3.40E-04	0.00E+00	1.16E-03	1.54E-02	0.00E+00	4.65E-03	2.13E-02	8.93E-03	2.20E-03	5.51E-02	2.58E-07	1.07E-02
1:Del:T:2	3.15E-04	2.80E-46	1.98E-03	5.68E-04	1.23E-06	1.12E-02	4.73E-03	3.75E-03	6.41E-04	2.76E-08	2.62E-02	1.03E-02	3.35E-02	9.67E-03	4.88E-02	1.66E-04	4.29E-06	2.66E-02	6.22E-03
1:Del:T:3	3.72E-03	1.08E-03	3.80E-03	7.13E-03	1.16E-02	2.31E-02	5.56E-03	3.12E-04	1.45E-02	5.08E-07	2.11E-02	1.45E-03	1.95E-02	7.88E-02	5.68E-03	1.40E-02	3.93E-02	1.26E-02	1.43E-02
