Samples	ID83A	ID83B	ID83C
V1	13	12	2
V2	208	118	33
V3	0	252	0
V4	47	10	58
V5	336	0	65
V6	248	65	13
V7	344	0	0
V8	18	193	14
V9	277	55	9
V10	308	74	0
V11	163	131	0
V12	0	503	13
V13	70	80	148
V14	0	303	13
V15	143	0	3
V16	539	129	6
V17	65	81	307
V18	0	0	1472
V19	171	4	23
V20	241	19	46
V21	0	49	93
V22	148	53	45
V23	440	10	113
V24	0	182	3
V25	33	40	38
V26	45	132	82
V27	276	6	28
V28	47	33	0
V29	265	0	54
V30	55	106	54
V31	93	315	41
V32	316	50	59
V33	99	11	153
V34	130	83	8
V35	816	23	37
V36	82	21	8
V37	141	172	5
V38	6	374	34
V39	329	345	7
V40	141	77	71
V41	171	83	9
V42	283	39	9
V43	154	93	142
V44	0	70	207
V45	418	106	15
V46	113	0	51
V47	320	9	2
V48	309	58	44
V49	11	2	23
V50	241	95	14
V51	85	74	16
V52	228	24	11
V53	249	76	35
V54	191	22	34
V55	388	12	64
V56	628	411	64
V57	356	102	26
V58	188	0	7
V59	0	74	163
V60	85	232	95
V61	194	75	24
V62	197	73	14
V63	6	156	41
V64	163	131	140
V65	109	41	324
V66	241	0	287
V67	4	50	3
V68	0	0	133
V69	41	10	9
V70	99	100	7
V71	237	23	0
V72	147	0	13
V73	94	56	0
V74	229	100	27
V75	32	5	61
V76	321	311	133
V77	18	113	3
V78	256	91	6
V79	521	156	7
V80	57	61	29
V81	129	0	140
V82	0	70	108
V83	22	66	11
V84	106	44	9
V85	89	17	0
V86	0	409	53
V87	63	80	125
V88	427	47	32
V89	355	0	78
V90	151	0	44
V91	37	70	91
V92	217	0	7
V93	34	155	0
V94	0	63	19
V95	67	40	23
V96	95	60	76
V97	33	0	60
V98	244	9	4
V99	0	191	1
V100	97	101	21
