NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	201.38	68.882	67.362	54.34	0.437	0.811	20000.0
2	198.76	67.804	66.632	53.881	0.427	0.815	20000.0
3	198.687	68.514	66.075	53.975	0.437	0.812	30000.0
4	202.758	69.533	68.183	55.397	0.452	0.805	20000.0
5	200.995	68.475	67.848	54.323	0.433	0.81	20000.0
6	201.998	68.989	67.295	54.963	0.434	0.809	30000.0
7	216.011	71.912	73.29	57.721	0.455	0.797	20000.0
8	199.111	67.89	66.115	53.97	0.426	0.813	30000.0
9	199.34	68.664	67.15	54.732	0.43	0.809	30000.0
10	202.157	69.229	67.771	54.73	0.437	0.81	30000.0
