Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	18	10	22	10	26	5	18	0	0	0	22	6
V2	140	14	31	0	53	18	0	10	4	23	0	0
V3	1	111	34	17	6	27	3	0	14	3	0	14
V4	216	0	0	3	0	1	2	9	0	11	0	22
V5	364	13	27	6	10	19	5	37	21	73	0	0
V6	42	65	2	72	0	0	0	12	4	14	2	25
V7	0	209	7	2	3	3	3	32	61	63	1	9
V8	4	44	2	6	1	0	0	15	41	15	0	0
V9	4	0	59	88	39	10	4	37	17	61	20	0
V10	129	6	0	0	31	8	15	18	28	24	40	3
V11	0	418	16	28	7	1	15	1	27	1	0	22
V12	172	207	5	33	19	3	22	29	3	2	0	33
V13	61	1	186	1	94	78	40	0	1	4	10	0
V14	90	0	77	93	47	44	12	19	39	7	0	6
V15	53	137	233	7	103	22	14	2	13	2	0	19
V16	3	7	323	36	40	111	0	0	18	6	0	5
V17	145	11	44	5	22	43	77	18	51	12	0	4
V18	110	16	112	74	23	15	3	23	2	28	0	19
V19	1	0	11	0	0	10	1	0	13	7	10	0
V20	6	17	57	67	19	34	22	0	0	6	1	0
V21	237	27	2	25	6	0	15	0	1	0	2	0
V22	12	7	0	9	0	0	0	0	0	4	0	0
V23	27	6	0	76	0	0	0	0	6	18	6	0
V24	32	3	3	8	0	2	0	31	20	14	10	3
V25	49	19	183	1	6	22	0	9	12	1	0	0
V26	0	93	26	18	4	29	1	0	0	2	0	0
V27	0	0	4	0	38	22	27	7	120	21	44	0
V28	233	13	19	5	6	16	2	7	0	10	6	0
V29	25	2	0	13	16	35	70	9	6	14	0	0
V30	27	3	0	4	1	0	0	18	13	28	0	20
V31	30	13	34	8	1	25	0	0	0	0	0	4
V32	3	24	5	94	2	6	12	121	33	59	0	0
V33	23	47	68	12	124	38	25	44	5	10	44	41
V34	0	30	38	0	3	28	2	26	56	18	0	1
V35	10	4	29	37	6	10	22	5	9	0	17	0
V36	7	120	32	4	16	12	4	0	0	0	0	9
V37	0	70	3	13	28	4	9	15	1	15	31	5
V38	0	16	21	4	2	8	0	1	1	11	0	3
V39	6	79	1	14	0	1	4	5	0	12	0	10
V40	4	39	10	10	40	24	62	23	1	10	83	32
V41	1	70	3	3	2	0	3	8	8	0	0	0
V42	37	43	153	159	47	42	3	0	0	0	1	13
V43	210	2	6	5	13	2	35	6	0	2	0	11
V44	14	38	6	0	15	8	8	10	8	9	3	3
V45	15	122	7	92	0	7	1	0	7	4	0	0
V46	68	41	4	25	46	24	65	38	9	16	24	0
V47	2	81	138	156	32	136	43	43	6	20	0	1
V48	3	79	18	3	2	0	0	0	0	2	1	9
V49	0	124	0	12	6	8	17	0	6	12	0	13
V50	307	0	1	28	15	3	21	7	10	2	0	30
V51	31	0	103	2	1	13	28	49	19	26	0	0
V52	8	133	3	0	16	0	19	0	66	5	0	27
V53	24	15	77	2	18	0	5	3	4	0	0	0
V54	35	13	48	0	44	31	30	0	6	1	0	5
V55	0	182	6	39	0	0	0	86	23	8	4	0
V56	4	53	78	42	24	88	16	21	0	3	0	4
V57	4	0	14	0	24	6	11	0	0	6	5	0
V58	50	17	38	13	0	1	0	31	28	0	0	0
V59	16	85	4	2	2	22	19	36	32	22	61	0
V60	299	0	3	43	6	7	18	2	0	3	1	3
V61	0	31	107	7	84	129	102	0	0	8	149	0
V62	40	42	22	187	38	39	109	40	0	19	0	26
V63	332	17	222	12	96	8	93	0	0	6	86	0
V64	20	126	99	21	14	32	10	0	7	7	0	0
V65	10	23	115	15	30	37	23	15	1	6	0	44
V66	93	485	101	13	31	2	3	13	95	101	0	26
V67	2	11	13	36	23	2	11	0	7	10	2	2
V68	16	252	130	91	33	16	16	0	20	0	0	14
V69	15	6	89	25	24	46	28	6	0	31	71	2
V70	0	59	47	37	1	6	0	0	11	0	0	15
V71	30	3	0	41	2	1	1	0	0	0	0	0
V72	87	0	2	34	1	2	0	4	1	9	6	3
V73	44	0	0	175	3	2	10	0	0	1	0	29
V74	36	0	16	79	3	4	0	81	60	39	0	20
V75	69	102	3	0	8	6	0	11	33	14	3	0
V76	34	0	328	72	5	27	4	28	39	68	0	0
V77	0	15	26	22	29	59	58	1	0	10	79	0
V78	7	35	0	3	0	1	0	1	9	33	8	0
V79	54	1	8	49	47	3	12	80	26	13	72	0
V80	76	34	13	15	5	5	0	23	108	22	5	14
V81	759	6	5	9	0	0	1	0	0	4	0	16
V82	61	0	34	42	13	106	139	53	46	109	68	0
V83	0	64	126	184	8	23	0	144	33	21	0	0
V84	8	2	133	1	4	18	5	0	0	4	0	0
V85	11	267	6	22	6	7	4	0	2	2	0	7
V86	25	336	2	1	3	3	8	0	23	13	0	0
V87	32	4	1	30	4	1	0	0	4	1	14	4
V88	4	33	7	4	7	19	25	7	0	0	0	5
V89	51	7	121	0	0	6	28	6	19	23	35	16
V90	4	118	7	2	1	1	1	23	19	25	0	44
V91	17	12	15	31	63	43	147	19	6	1	0	0
V92	64	6	25	0	56	31	6	61	17	33	59	0
V93	0	56	26	0	8	0	34	0	5	10	2	19
V94	92	54	0	17	1	0	0	0	87	59	0	0
V95	3	5	44	4	38	0	7	0	2	8	2	0
V96	172	1	6	10	38	35	23	142	0	26	74	0
V97	19	27	60	6	54	25	80	24	0	6	0	0
V98	13	45	30	38	9	9	0	20	24	19	3	6
V99	2	18	126	23	5	43	0	25	0	42	0	10
V100	0	5	2	89	45	17	44	2	1	2	11	0
