NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.626	17.785	10.96	10.555	0.103	0.992	50000.0
2	42.781	15.985	9.87	8.931	0.098	0.995	50000.0
3	44.671	16.93	10.787	9.704	0.1	0.994	30000.0
4	45.418	17.609	10.605	10.202	0.107	0.993	60000.0
5	43.444	16.118	10.064	9.045	0.099	0.995	70000.0
6	44.068	16.696	10.443	9.9	0.098	0.993	40000.0
7	46.03	17.511	11.01	10.299	0.103	0.993	50000.0
8	46.496	17.677	11.121	10.463	0.104	0.993	50000.0
9	44.049	16.646	10.422	9.849	0.1	0.993	30000.0
10	45.774	17.004	10.694	9.646	0.103	0.994	40000.0
