Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	0	9	139	9	0	0	4	5
V2	43	13	55	26	174	3	7	3
V3	2	49	101	13	43	10	12	2
V4	75	39	0	167	2	38	48	0
V5	241	6	0	25	0	142	26	6
V6	1	6	189	5	0	45	0	9
V7	14	120	0	2	0	38	9	1
V8	7	5	68	41	100	5	14	19
V9	68	4	65	34	28	7	0	9
V10	15	16	53	0	35	14	96	3
V11	38	14	0	189	4	20	0	10
V12	11	27	18	64	116	1	8	12
V13	127	45	0	100	237	87	0	59
V14	0	28	43	1	36	106	0	7
V15	5	6	5	5	116	1	0	3
V16	8	0	3	56	5	0	0	29
V17	3	0	31	19	15	61	0	0
V18	9	23	140	66	6	8	0	6
V19	7	13	0	1	0	43	0	2
V20	73	123	2	4	33	5	0	0
V21	40	21	0	12	113	1	15	10
V22	610	1	0	6	6	3	29	0
V23	231	1	17	159	7	5	0	0
V24	24	3	7	0	22	0	0	1
V25	0	7	81	21	62	4	22	0
V26	395	4	0	37	9	0	52	2
V27	0	14	32	0	115	24	6	3
V28	94	96	30	36	0	15	0	5
V29	87	102	20	4	0	22	0	12
V30	5	106	31	0	110	19	80	8
V31	0	3	0	0	49	1	16	1
V32	4	74	193	0	116	59	24	14
V33	48	26	8	8	27	4	0	0
V34	2	429	23	52	6	1	0	1
V35	32	1	0	16	2	32	1	23
V36	31	58	57	27	21	10	34	12
V37	17	0	0	5	5	0	0	20
V38	23	16	0	10	7	26	0	2
V39	43	4	6	70	131	7	20	2
V40	17	5	0	48	54	86	15	0
V41	1	25	0	7	9	16	7	0
V42	7	2	14	32	0	92	0	5
V43	113	174	30	56	19	208	0	29
V44	59	0	382	24	0	31	34	31
V45	14	66	10	0	109	1	0	0
V46	8	0	0	36	12	1	23	0
V47	1	32	126	5	46	33	0	23
V48	0	82	0	75	1	22	0	58
V49	195	47	67	76	61	5	21	0
V50	54	4	0	56	0	7	0	0
V51	0	34	347	23	122	6	33	0
V52	30	11	352	0	0	25	92	0
V53	103	54	288	99	23	4	54	0
V54	24	1	0	31	42	116	27	20
V55	14	27	170	248	8	41	50	85
V56	2	48	25	4	1	15	0	2
V57	53	34	10	18	85	17	0	4
V58	75	63	7	51	24	3	41	10
V59	129	214	19	40	19	20	0	32
V60	0	118	16	0	0	5	0	1
V61	5	3	44	73	2	57	0	0
V62	134	42	5	8	22	166	0	8
V63	0	20	5	70	92	5	0	0
V64	4	0	19	67	27	0	4	0
V65	38	71	0	10	18	0	9	0
V66	77	83	6	13	3	198	0	1
V67	28	155	38	4	29	21	16	0
V68	2	0	5	13	0	29	0	0
V69	17	50	2	0	22	96	0	12
V70	14	18	77	215	0	63	2	29
V71	125	66	106	54	8	5	0	88
V72	218	121	4	0	0	0	22	0
V73	23	45	123	0	212	2	45	18
V74	2	9	67	0	11	0	0	0
V75	10	44	3	3	0	0	0	4
V76	0	0	81	0	281	55	77	0
V77	114	171	0	209	22	1	72	0
V78	315	192	81	3	0	0	0	0
V79	124	68	23	39	82	6	40	6
V80	238	386	0	9	23	14	54	0
V81	22	66	57	17	49	12	150	24
V82	199	5	18	0	15	21	0	0
V83	80	5	12	16	65	0	0	3
V84	0	2	0	70	0	8	0	80
V85	36	56	153	0	0	3	35	0
V86	145	4	57	30	120	10	0	24
V87	442	117	0	8	0	43	118	3
V88	56	13	8	11	3	53	26	0
V89	2	75	0	57	21	26	0	21
V90	205	32	14	35	9	92	0	17
V91	33	34	3	35	49	8	16	18
V92	74	56	37	194	25	12	0	60
V93	1	76	9	46	0	10	9	0
V94	0	26	60	113	8	8	0	14
V95	10	166	229	0	2	0	0	7
V96	127	19	27	29	0	2	15	2
V97	6	34	12	3	0	175	2	3
V98	24	0	21	1	0	169	14	0
V99	116	54	32	10	0	16	16	0
V100	148	28	76	2	0	380	12	10
