MutationType	ID83A	ID83B
1:Del:C:0	1.03E-02	2.36E-03
1:Del:C:1	2.76E-03	7.42E-04
1:Del:C:2	2.12E-04	9.64E-05
1:Del:C:3	4.80E-04	2.00E-04
1:Del:C:4	1.90E-04	1.34E-04
1:Del:C:5	4.60E-04	3.72E-04
1:Del:T:0	3.57E-03	6.40E-04
1:Del:T:1	1.56E-03	4.57E-04
1:Del:T:2	2.16E-03	3.78E-04
1:Del:T:3	2.63E-03	4.81E-04
1:Del:T:4	1.10E-03	9.82E-04
1:Del:T:5	4.07E-02	3.50E-02
1:Ins:C:0	4.60E-05	8.24E-07
1:Ins:C:1	6.48E-05	4.37E-05
1:Ins:C:2	4.81E-05	3.83E-05
1:Ins:C:3	4.20E-05	3.87E-05
1:Ins:C:4	1.00E-04	1.61E-04
1:Ins:C:5	2.42E-04	5.57E-04
1:Ins:T:0	5.22E-04	2.32E-04
1:Ins:T:1	4.74E-04	1.71E-04
1:Ins:T:2	1.99E-04	8.68E-05
1:Ins:T:3	5.60E-05	1.56E-04
1:Ins:T:4	3.73E-04	8.95E-04
1:Ins:T:5	1.63E-04	2.27E-02
2:Del:R:0	7.68E-04	2.09E-04
2:Del:R:1	4.11E-04	1.14E-04
2:Del:R:2	9.07E-05	8.38E-05
2:Del:R:3	5.79E-05	7.77E-05
2:Del:R:4	7.73E-05	3.88E-05
2:Del:R:5	1.31E-04	1.43E-05
3:Del:R:0	5.86E-04	9.92E-05
3:Del:R:1	2.93E-04	2.07E-04
3:Del:R:2	9.09E-05	1.08E-04
3:Del:R:3	5.69E-05	7.81E-05
3:Del:R:4	8.65E-09	1.01E-08
3:Del:R:5	8.65E-09	1.01E-08
4:Del:R:0	3.39E-04	9.48E-05
4:Del:R:1	2.44E-04	1.29E-04
4:Del:R:2	6.12E-05	6.82E-05
4:Del:R:3	8.65E-09	1.01E-08
4:Del:R:4	2.19E-05	4.16E-08
4:Del:R:5	3.29E-04	5.52E-04
5:Del:R:0	6.67E-03	9.27E-05
5:Del:R:1	9.96E-05	1.02E-04
5:Del:R:2	2.96E-04	2.42E-03
5:Del:R:3	1.91E-05	3.23E-05
5:Del:R:4	8.65E-09	1.01E-08
5:Del:R:5	2.02E-04	3.24E-04
2:Ins:R:0	1.69E-04	5.47E-05
2:Ins:R:1	1.40E-04	3.18E-08
2:Ins:R:2	7.03E-05	4.48E-05
2:Ins:R:3	1.09E-03	8.77E-03
2:Ins:R:4	1.51E-04	2.09E-04
2:Ins:R:5	5.60E-04	2.59E-04
3:Ins:R:0	4.50E-05	2.13E-05
3:Ins:R:1	5.47E-05	1.02E-04
3:Ins:R:2	4.27E-05	3.53E-08
3:Ins:R:3	8.65E-09	1.01E-08
3:Ins:R:4	2.84E-05	9.73E-06
3:Ins:R:5	9.53E-05	8.60E-05
4:Ins:R:0	2.98E-05	3.98E-05
4:Ins:R:1	4.98E-03	6.19E-03
4:Ins:R:2	8.65E-09	1.01E-08
4:Ins:R:3	8.65E-09	1.01E-08
4:Ins:R:4	4.07E-05	4.74E-05
4:Ins:R:5	1.46E-04	1.31E-04
5:Ins:R:0	5.25E-05	1.73E-04
5:Ins:R:1	3.31E-04	1.01E-04
5:Ins:R:2	2.41E-09	3.51E-05
5:Ins:R:3	9.99E-09	3.18E-05
5:Ins:R:4	3.04E-09	5.98E-05
5:Ins:R:5	7.32E-04	4.92E-04
2:Del:M:1	2.00E-04	6.18E-05
3:Del:M:1	5.42E-04	8.15E-05
3:Del:M:2	7.87E-05	1.68E-04
4:Del:M:1	8.26E-04	3.23E-03
4:Del:M:2	2.03E-04	8.04E-04
4:Del:M:3	1.85E-04	8.75E-05
5:Del:M:1	8.46E-03	2.22E-04
5:Del:M:2	3.06E-03	1.13E-04
5:Del:M:3	1.28E-03	6.20E-05
5:Del:M:4	4.75E-04	5.55E-05
5:Del:M:5	3.49E-04	9.80E-05
