Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V81	5	7	25	59	0	4	15	0	6	4	0	27	7	15	5	12	5
V82	0	51	0	19	1	13	10	0	9	1	2	0	5	10	5	0	4
V83	13	0	3	4	0	4	34	1	21	8	0	0	5	0	0	2	0
V84	0	101	0	1	16	0	1	0	0	5	11	0	0	3	0	3	5
V85	0	20	0	1	21	0	0	0	0	2	16	2	2	0	3	2	5
V86	72	0	4	5	1	4	1	0	21	1	4	1	0	0	0	1	0
V87	18	1	6	4	0	10	16	0	8	1	0	4	0	23	0	0	0
V88	19	20	0	40	118	11	5	0	0	41	56	5	7	11	0	0	12
V89	54	0	15	1	1	14	2	17	11	3	2	0	0	1	5	11	1
V90	21	495	6	9	14	5	16	17	1	3	5	4	1	0	42	3	1
V91	0	58	60	1	0	5	5	16	5	0	0	3	0	29	0	12	0
V92	7	223	8	0	36	0	0	0	0	1	29	15	1	0	0	2	10
V93	43	154	27	0	41	19	4	24	0	5	46	5	4	12	0	0	8
V94	39	12	17	4	14	34	70	0	19	28	8	6	12	0	6	0	0
V95	3	13	323	6	0	42	1	1	40	0	0	0	9	0	0	27	0
V96	2	11	29	14	4	6	0	17	0	1	0	2	5	2	1	0	0
V97	2	10	330	2	10	4	0	8	3	4	0	1	0	0	0	0	18
V98	42	45	61	3	39	0	6	0	0	0	13	2	0	0	6	0	4
V99	28	74	1	28	12	6	14	20	17	8	0	16	8	8	4	9	12
V100	54	15	3	0	22	1	0	0	0	1	13	4	2	0	6	2	17
