Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	16	0	98	1	34	91	49	0	0	31	9	0	20	0	0
V2	75	0	0	14	0	48	27	11	0	39	26	4	0	11	0
V3	47	27	97	11	76	6	0	12	4	0	0	6	15	0	0
V4	109	11	14	0	3	50	41	4	0	76	75	0	3	0	0
V5	48	79	4	10	0	15	7	2	0	0	0	0	14	16	0
V6	227	0	3	55	5	6	17	1	35	23	12	1	24	46	0
V7	602	6	48	119	94	2	46	19	81	0	0	0	24	23	5
V8	39	38	3	33	0	0	72	6	0	37	39	6	0	0	0
V9	0	11	0	51	1	94	0	0	0	80	26	0	0	23	0
V10	21	218	20	19	34	17	0	6	0	0	0	0	0	0	0
V11	85	14	71	13	27	15	0	0	0	14	0	0	0	23	0
V12	0	14	186	7	93	10	5	10	0	0	0	0	0	0	19
V13	8	145	6	22	16	47	14	3	11	6	0	8	2	0	0
V14	47	124	1	36	14	10	0	1	31	9	0	0	7	0	7
V15	15	30	44	35	24	1	41	32	0	0	13	6	32	0	8
V16	0	29	38	48	37	25	141	0	1	0	39	0	0	6	0
V17	5	56	0	29	0	3	0	24	7	2	0	0	8	0	0
V18	0	3	7	0	24	13	5	0	62	26	1	0	0	10	0
V19	128	7	8	0	7	36	21	9	17	0	13	2	0	8	0
V20	12	7	24	28	25	23	62	36	7	5	0	23	4	0	0
V21	133	0	14	4	9	73	57	29	0	71	23	15	4	0	0
V22	103	62	31	48	13	8	16	3	22	39	0	0	1	0	0
V23	10	0	18	181	0	10	0	16	64	3	0	30	0	0	0
V24	7	34	22	17	27	0	4	0	0	22	2	2	0	4	0
V25	129	149	14	92	42	0	3	13	32	0	10	0	0	0	0
V26	24	269	16	16	9	0	0	12	0	0	0	0	0	0	0
V27	54	185	19	2	29	2	0	19	10	2	0	0	0	0	0
V28	19	282	12	33	13	20	9	35	15	21	11	4	33	11	0
V29	94	3	119	1	116	2	0	1	0	0	0	0	0	0	0
V30	0	14	128	0	69	106	7	0	0	0	86	0	19	20	0
V31	7	56	35	0	16	0	0	2	23	0	5	14	0	6	10
V32	55	0	6	14	15	21	9	37	0	47	5	9	0	0	0
V33	35	0	0	42	2	63	98	135	7	23	4	87	0	7	0
V34	12	1	14	0	2	14	22	14	14	0	4	10	0	0	6
V35	6	70	21	16	10	0	0	0	0	4	0	3	0	0	0
V36	0	0	0	34	0	13	32	5	0	18	0	3	0	3	0
V37	59	49	4	27	0	15	0	56	22	0	10	11	43	0	0
V38	76	74	164	23	111	5	0	7	0	0	0	0	0	0	0
V39	0	0	218	18	184	18	52	12	0	0	0	0	0	0	3
V40	1	0	0	105	6	94	34	9	31	27	64	21	0	0	0
V41	25	4	8	0	2	1	8	0	0	0	20	0	0	0	22
V42	153	2	33	42	10	50	0	0	0	50	62	0	32	0	0
V43	0	0	0	51	3	33	9	19	3	3	6	8	0	2	0
V44	47	144	86	8	47	14	23	0	0	5	1	0	1	0	30
V45	19	277	12	1	10	19	11	14	0	0	0	11	0	0	0
V46	62	22	26	0	0	0	0	2	5	0	0	12	10	27	0
V47	0	0	5	28	6	45	13	49	0	25	35	46	17	1	0
V48	1	0	0	15	0	19	0	5	6	24	10	10	0	0	0
V49	68	38	0	7	0	15	20	6	14	30	20	3	4	0	0
V50	121	3	19	0	7	0	0	0	0	12	8	11	0	18	0
V51	131	0	24	38	50	8	30	114	0	0	0	60	60	0	0
V52	218	18	17	51	0	0	3	25	9	0	0	16	0	0	25
V53	89	70	4	89	0	38	0	26	17	30	3	0	0	7	0
V54	51	9	0	76	3	0	0	3	42	0	2	11	0	19	0
V55	1	0	12	32	17	36	22	71	25	4	31	1	7	0	0
V56	5	29	20	0	19	0	6	0	0	0	9	0	0	0	17
V57	81	29	0	1	0	48	84	0	0	35	46	0	5	0	0
V58	16	4	19	0	5	0	0	4	0	5	0	9	0	0	0
V59	7	35	0	7	2	5	0	0	11	5	0	8	19	0	0
V60	8	5	73	0	32	0	0	19	18	0	3	11	0	20	0
V61	0	67	53	0	17	0	18	4	1	0	5	0	0	23	10
V62	73	0	11	82	2	73	61	11	0	29	0	14	13	27	0
V63	41	0	260	0	165	24	8	44	4	9	50	21	0	0	0
V64	17	18	0	64	0	81	0	15	24	0	10	1	32	0	0
V65	15	0	0	1	0	0	0	7	0	0	4	1	0	0	3
V66	18	10	117	0	119	23	0	39	3	0	0	54	0	0	0
V67	17	3	18	46	18	0	0	1	17	0	0	6	0	0	0
V68	0	16	16	0	0	30	20	0	0	58	4	0	0	30	0
V69	12	112	134	11	67	0	0	4	16	0	0	0	0	0	0
V70	177	27	37	65	22	0	0	0	96	0	9	0	0	0	0
V71	19	258	4	301	0	80	0	4	47	0	0	27	0	0	0
V72	10	143	4	157	8	0	0	0	90	0	0	0	0	0	0
V73	61	0	15	3	18	69	144	4	0	39	0	2	14	42	0
V74	200	0	41	0	23	0	4	12	36	0	0	31	104	2	0
V75	6	47	163	25	121	20	0	7	0	19	0	0	0	0	0
V76	17	162	17	73	9	34	0	19	0	0	37	0	14	0	0
V77	55	0	72	57	22	10	0	42	0	0	0	53	0	7	0
V78	0	5	23	55	41	14	0	17	0	0	1	9	23	0	0
V79	31	159	5	17	21	8	0	6	0	0	0	9	0	6	8
V80	111	0	353	0	195	0	0	0	52	0	0	0	0	0	6
V81	91	21	24	225	14	0	0	1	58	0	0	10	0	0	0
V82	14	0	25	110	10	0	30	32	21	12	2	31	0	0	0
V83	0	0	16	34	38	50	103	0	21	32	6	0	22	0	0
V84	11	52	0	99	0	23	49	0	0	0	5	0	37	0	0
V85	8	33	1	25	0	27	26	0	0	37	7	0	26	0	0
V86	27	153	2	1	0	8	0	2	0	39	8	0	0	0	0
V87	30	38	5	75	0	0	3	153	48	116	10	10	0	0	0
V88	16	110	14	25	1	11	0	0	11	0	0	4	0	0	0
V89	6	40	9	17	1	15	0	77	0	0	0	0	0	0	5
V90	188	22	136	14	96	4	0	28	11	0	0	0	0	107	0
V91	100	1	79	57	102	17	6	17	0	4	0	1	10	18	0
V92	171	184	147	122	79	17	0	0	93	0	0	0	0	0	9
V93	78	7	3	2	0	0	0	3	11	0	3	0	0	20	0
V94	99	2	11	63	19	21	0	0	16	1	10	0	10	4	0
V95	40	49	57	0	17	3	0	2	0	0	0	3	0	0	0
V96	0	1	67	0	42	17	14	12	28	0	0	0	34	0	0
V97	0	30	41	7	8	94	35	47	0	0	5	29	0	11	0
V98	7	127	23	67	4	26	22	0	56	33	14	0	0	0	0
V99	9	97	0	45	0	10	0	0	19	0	3	0	2	0	0
V100	10	0	32	23	27	57	31	30	16	0	0	24	0	0	19
