Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	40	67	0	0	53	33	51	0	25	15	0
V2	10	6	0	0	92	67	40	54	21	0	0
V3	13	19	6	2	0	20	14	32	0	0	5
V4	194	61	28	0	126	0	4	17	50	6	3
V5	143	224	20	45	0	0	11	63	7	0	0
V6	50	16	54	4	0	3	8	21	1	0	11
V7	0	0	44	0	0	0	24	41	8	9	0
V8	11	31	121	29	0	0	5	4	0	58	0
V9	64	8	9	24	97	13	1	0	39	0	7
V10	19	10	15	7	0	0	11	70	6	0	0
V11	22	183	56	46	6	0	0	0	0	0	36
V12	39	18	0	58	34	41	1	0	32	50	0
V13	10	0	1	105	2	1	0	0	1	0	10
V14	7	4	18	0	0	2	9	3	0	0	22
V15	4	153	0	72	19	0	0	0	0	0	25
V16	124	1	0	29	18	31	0	2	48	47	0
V17	30	136	1	0	19	152	1	0	27	20	0
V18	0	8	137	0	1	0	72	10	5	84	0
V19	1	6	24	90	7	16	57	79	6	12	0
V20	2	51	88	6	32	28	0	0	2	22	0
V21	11	31	20	125	45	2	269	56	0	26	0
V22	4	31	16	26	0	0	40	13	3	39	20
V23	48	178	5	1	0	23	34	45	19	26	0
V24	0	3	45	23	8	15	56	56	16	16	0
V25	85	117	142	0	0	4	0	16	19	0	49
V26	28	0	85	2	173	42	0	0	68	71	0
V27	152	0	44	25	0	7	115	14	23	0	19
V28	4	0	56	23	42	58	0	0	0	0	0
V29	141	0	131	63	0	0	7	0	11	0	15
V30	2	109	22	40	43	9	1	10	5	0	32
V31	209	5	0	0	74	11	1	55	109	5	0
V32	51	175	8	5	5	0	0	0	0	0	9
V33	15	0	12	0	112	17	6	56	15	2	0
V34	172	42	79	19	0	0	32	29	46	0	0
V35	26	0	0	4	9	0	11	0	6	0	6
V36	6	34	46	6	33	15	0	13	6	0	0
V37	13	6	52	143	58	81	0	0	14	12	0
V38	8	66	0	71	30	40	105	50	15	0	0
V39	38	21	0	15	0	0	21	0	23	0	3
V40	22	25	55	0	22	0	0	13	17	24	0
V41	22	474	0	22	18	20	66	63	5	0	71
V42	30	76	34	0	28	21	0	0	18	0	0
V43	18	36	18	43	70	36	0	0	29	8	0
V44	2	64	200	44	7	14	25	98	0	35	17
V45	14	0	33	60	88	80	0	0	70	84	0
V46	6	30	13	97	20	10	6	0	0	0	0
V47	18	21	2	71	88	82	0	0	35	4	0
V48	79	9	27	9	6	15	73	0	9	41	0
V49	0	0	5	4	0	0	0	24	1	0	0
V50	10	0	263	380	0	6	0	0	3	11	1
V51	79	78	34	0	0	4	0	0	29	0	36
V52	224	36	33	2	0	0	1	16	26	0	14
V53	15	12	203	129	178	65	0	0	35	58	0
V54	64	0	0	64	16	0	0	33	33	10	8
V55	0	0	78	0	0	9	37	55	28	14	0
V56	5	2	20	7	17	46	0	5	16	0	0
V57	96	18	5	62	11	8	36	0	4	0	0
V58	239	13	97	4	0	0	6	0	22	0	61
V59	42	7	0	123	86	61	12	18	56	53	0
V60	3	14	25	46	0	0	4	0	0	21	0
V61	0	116	178	12	0	5	13	40	0	0	83
V62	31	0	7	2	22	22	0	0	10	1	0
V63	70	195	197	55	39	0	24	0	0	27	23
V64	12	0	109	2	0	21	45	0	0	0	12
V65	4	21	7	267	0	0	45	0	6	0	10
V66	79	62	37	14	1	0	4	38	0	36	16
V67	40	0	47	9	0	0	0	0	7	0	8
V68	1	0	4	84	37	40	0	0	22	20	0
V69	45	44	2	14	0	0	0	0	4	0	0
V70	29	0	66	0	177	29	0	1	45	2	0
V71	4	16	4	13	13	40	64	115	4	65	0
V72	17	0	225	204	0	16	1	0	0	0	6
V73	57	70	0	79	113	26	11	8	17	15	0
V74	22	1	25	50	4	0	19	0	0	3	2
V75	12	94	0	18	20	17	0	3	0	4	0
V76	22	65	0	221	97	121	26	0	62	0	0
V77	10	5	4	71	89	36	30	37	10	0	0
V78	2	0	0	14	23	19	0	14	23	17	0
V79	3	18	0	30	0	36	123	151	0	0	2
V80	38	28	0	0	103	67	0	22	37	0	0
V81	5	7	0	21	3	8	7	1	2	13	0
V82	117	3	1	15	0	1	8	9	0	4	0
V83	33	1	68	36	0	51	22	1	0	0	0
V84	0	79	131	53	9	0	0	0	6	14	0
V85	19	0	31	0	160	38	15	0	37	25	0
V86	100	11	16	0	0	0	10	0	1	0	0
V87	0	9	14	44	23	5	6	11	1	37	0
V88	19	2	14	36	11	0	122	83	15	30	0
V89	0	5	1	29	40	33	0	0	15	51	0
V90	120	73	0	3	0	0	20	104	5	0	7
V91	53	15	0	67	0	56	93	35	40	0	0
V92	4	62	0	28	0	16	41	49	0	0	0
V93	59	8	13	0	49	78	0	106	39	5	0
V94	17	37	2	21	7	17	3	14	0	23	0
V95	251	35	14	3	0	0	0	0	30	0	12
V96	24	2	87	47	38	20	0	0	11	4	0
V97	62	14	20	0	61	27	0	0	20	0	0
V98	122	70	8	3	0	0	18	16	13	0	26
V99	12	0	0	12	20	0	26	17	10	0	23
V100	18	65	6	0	77	66	31	64	11	11	0
