MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.44E-07	1.68E-07	6.68E-07	8.53E-06	5.88E-02	1.47E-03	8.20E-08	5.40E-02	4.01E-02	5.28E-02	8.98E-03	4.44E-02	6.70E-03	1.22E-02	6.36E-02
1:Del:C:1	8.79E-08	2.66E-08	0.00E+00	3.19E-07	1.36E-02	1.23E-03	9.74E-04	3.42E-02	1.00E-02	4.36E-02	4.87E-03	1.03E-02	3.85E-03	3.45E-03	5.01E-07
1:Del:C:2	1.95E-04	5.52E-05	0.00E+00	0.00E+00	2.63E-03	8.64E-04	5.15E-04	0.00E+00	1.46E-03	3.55E-03	1.12E-45	1.59E-03	1.15E-03	7.98E-04	1.56E-03
1:Del:C:3	5.41E-05	4.78E-04	0.00E+00	2.37E-04	8.84E-04	1.81E-03	0.00E+00	3.27E-03	4.10E-03	6.31E-03	5.34E-03	4.98E-03	3.52E-03	1.50E-02	7.78E-03
1:Del:C:4	1.70E-04	1.85E-03	0.00E+00	2.65E-03	2.57E-03	0.00E+00	0.00E+00	4.09E-03	6.14E-03	1.09E-03	1.95E-03	3.82E-03	2.60E-02	6.43E-03	1.06E-02
1:Del:C:5	6.46E-04	2.94E-04	2.91E-05	2.90E-03	3.09E-04	1.16E-03	0.00E+00	0.00E+00	9.85E-04	1.18E-03	5.95E-04	1.16E-03	2.86E-03	3.30E-03	1.40E-02
1:Del:T:0	1.39E-03	1.27E-05	2.51E-04	1.85E-03	2.92E-02	7.52E-03	1.49E-03	1.81E-02	4.00E-02	1.27E-02	2.87E-03	4.31E-02	6.98E-03	2.42E-02	1.41E-02
1:Del:T:1	4.76E-04	7.29E-05	2.04E-04	6.08E-08	4.72E-03	9.51E-04	0.00E+00	1.40E-02	2.87E-02	1.29E-02	1.00E-03	1.11E-02	0.00E+00	1.90E-02	8.33E-04
1:Del:T:2	1.45E-04	4.95E-04	9.38E-03	3.13E-03	1.10E-02	3.10E-46	1.32E-02	6.82E-02	2.87E-02	1.32E-02	1.33E-02	2.20E-02	4.28E-46	1.48E-02	8.68E-03
1:Del:T:3	1.51E-03	1.09E-03	1.31E-03	1.97E-03	2.01E-02	0.00E+00	1.86E-04	1.17E-02	6.83E-02	2.29E-02	5.55E-03	1.65E-02	2.47E-02	1.60E-02	9.72E-03
1:Del:T:4	0.00E+00	1.16E-06	4.22E-04	7.16E-03	2.23E-02	0.00E+00	1.25E-03	3.55E-02	2.78E-02	1.23E-02	1.01E-03	2.07E-02	9.24E-03	2.05E-02	3.68E-04
1:Del:T:5	9.94E-09	2.81E-04	2.59E-08	1.61E-02	8.91E-46	5.79E-07	9.59E-07	3.11E-07	6.23E-07	1.39E-06	4.42E-03	4.58E-06	7.58E-02	1.09E-01	2.49E-02
1:Ins:C:0	1.49E-05	9.64E-09	0.00E+00	5.07E-06	4.32E-05	5.23E-04	4.05E-08	8.19E-08	8.56E-05	9.27E-08	0.00E+00	9.62E-04	4.79E-08	1.59E-07	4.77E-04
1:Ins:C:1	4.80E-05	6.61E-07	0.00E+00	4.21E-05	3.84E-04	8.78E-04	3.23E-04	0.00E+00	2.79E-08	0.00E+00	3.03E-08	8.42E-04	1.06E-03	1.33E-07	7.94E-04
