Samples	ID83A	ID83B
V1	1.10E+01	1.10E+01
V2	2.60E+01	2.60E+01
V3	6.00E+00	6.00E+00
V4	3.20E+01	3.20E+01
V5	2.42E+01	2.42E+01
V6	4.95E+00	4.95E+00
V7	1.27E+01	1.27E+01
V8	8.90E+00	8.90E+00
V9	1.49E+01	1.49E+01
V10	8.74E+00	8.74E+00
V11	2.39E+01	2.39E+01
V12	1.01E+01	1.01E+01
V13	1.48E+00	1.47E+00
V14	3.54E+00	3.54E+00
V15	1.64E+01	1.64E+01
V16	1.73E+01	1.73E+01
V17	6.96E+00	6.96E+00
V18	2.66E+01	2.66E+01
V19	2.30E+01	2.30E+01
V20	8.19E+00	8.19E+00
V21	5.26E+01	5.26E+01
V22	8.26E+00	8.32E+00
V23	1.16E+01	1.16E+01
V24	2.21E+01	2.21E+01
V25	2.17E+01	2.17E+01
V26	2.78E+01	2.78E+01
V27	1.62E+01	1.62E+01
V28	7.87E+00	7.87E+00
V29	1.93E+01	1.93E+01
V30	1.02E+01	1.03E+01
V31	3.27E+01	3.27E+01
V32	1.92E+01	1.92E+01
V33	1.93E+01	1.93E+01
V34	2.08E+01	2.08E+01
V35	3.77E+00	3.77E+00
V36	3.61E+00	3.61E+00
V37	1.10E+01	1.10E+01
V38	2.26E+01	2.26E+01
V39	3.67E+00	3.67E+00
V40	2.98E+00	2.98E+00
V41	4.62E+01	4.62E+01
V42	8.50E+00	8.50E+00
V43	8.02E+00	8.02E+00
V44	2.86E+01	2.86E+01
V45	2.24E+01	2.24E+01
V46	2.50E+00	2.50E+00
V47	1.35E+01	1.35E+01
V48	1.15E+01	1.15E+01
V49	3.73E+00	3.73E+00
V50	1.03E+00	1.03E+00
V51	1.49E+01	1.49E+01
V52	2.90E+01	2.90E+01
V53	1.99E+01	1.99E+01
V54	9.75E+00	9.75E+00
V55	2.08E+01	2.08E+01
V56	5.30E+00	5.29E+00
V57	9.50E+00	9.50E+00
V58	3.64E+01	3.64E+01
V59	2.17E+01	2.17E+01
V60	3.52E+00	3.52E+00
V61	2.96E+01	2.96E+01
V62	6.41E+00	6.41E+00
V63	2.56E+01	2.56E+01
V64	1.26E+01	1.26E+01
V65	6.81E+00	6.81E+00
V66	6.82E+00	6.82E+00
V67	7.23E+00	7.23E+00
V68	9.15E+00	9.15E+00
V69	6.78E+00	6.78E+00
V70	2.47E+01	2.47E+01
V71	3.27E+01	3.27E+01
V72	1.25E+00	1.25E+00
V73	9.72E+00	9.79E+00
V74	2.68E+00	2.68E+00
V75	6.40E+00	6.40E+00
V76	1.54E+01	1.54E+01
V77	1.81E+01	1.81E+01
V78	6.68E+00	6.68E+00
V79	4.50E+01	4.50E+01
V80	1.94E+01	1.94E+01
V81	2.07E+00	2.03E+00
V82	1.14E+01	1.14E+01
V83	4.56E+00	4.56E+00
V84	1.52E+01	1.52E+01
V85	2.43E+01	2.43E+01
V86	1.17E+01	1.17E+01
V87	5.85E+00	5.85E+00
V88	3.27E+01	3.27E+01
V89	8.38E+00	8.38E+00
V90	1.42E+01	1.42E+01
V91	2.17E+01	2.17E+01
V92	1.04E+01	1.04E+01
V93	2.27E+01	2.27E+01
V94	4.42E+00	4.42E+00
V95	2.97E+01	2.97E+01
V96	6.30E+00	6.30E+00
V97	1.14E+01	1.14E+01
V98	1.63E+01	1.63E+01
V99	7.81E+00	7.81E+00
V100	2.04E+01	2.04E+01
