NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.942	17.926	10.931	10.265	0.106	0.993	30000.0
2	54.945	20.267	14.392	12.962	0.119	0.986	60000.0
3	45.582	17.304	10.625	9.738	0.108	0.994	60000.0
4	52.812	19.841	13.382	11.934	0.117	0.991	50000.0
5	48.733	18.212	11.462	10.367	0.109	0.993	50000.0
6	48.343	18.338	11.532	10.807	0.11	0.992	40000.0
7	50.779	19.538	12.368	11.828	0.114	0.99	40000.0
8	49.23	18.654	11.733	11.068	0.113	0.992	50000.0
9	54.639	20.246	14.311	13.019	0.116	0.987	60000.0
10	49.506	18.376	11.645	10.446	0.112	0.993	30000.0
