Samples	ID83A	ID83B
V1	81	141
V2	12	184
V3	184	0
V4	0	797
V5	121	83
V6	207	41
V7	105	11
V8	323	97
V9	37	180
V10	73	204
V11	287	61
V12	355	47
V13	311	204
V14	0	252
V15	87	95
V16	55	164
V17	80	87
V18	379	77
V19	246	73
V20	184	31
V21	187	71
V22	33	141
V23	34	160
V24	126	126
V25	107	25
V26	165	136
V27	57	846
V28	402	80
V29	8	138
V30	28	147
V31	116	1
V32	526	22
V33	100	51
V34	20	66
V35	93	29
V36	47	142
V37	244	151
V38	51	91
V39	210	225
V40	417	69
V41	11	348
V42	286	3
V43	190	345
V44	15	27
V45	34	311
V46	88	35
V47	210	59
V48	223	35
V49	17	207
V50	318	145
V51	162	99
V52	127	226
V53	41	8
V54	84	33
V55	58	171
V56	89	15
V57	0	456
V58	13	55
V59	250	40
V60	0	370
V61	37	142
V62	164	125
V63	66	252
V64	222	157
V65	210	67
V66	595	10
V67	158	110
V68	68	16
V69	86	110
V70	171	0
V71	53	48
V72	397	32
V73	194	44
V74	268	662
V75	176	104
V76	83	184
V77	41	28
V78	201	50
V79	264	49
V80	199	33
V81	86	213
V82	176	509
V83	135	11
V84	284	250
V85	346	79
V86	91	18
V87	379	17
V88	246	88
V89	54	117
V90	98	42
V91	104	13
V92	219	245
V93	284	100
V94	119	16
V95	0	675
V96	103	209
V97	33	128
V98	46	120
V99	266	127
V100	31	27
