Samples	ID83A	ID83B
V1	2.34E+00	2.34E+00
V2	1.37E+00	1.37E+00
V3	3.27E-01	3.27E-01
V4	1.59E+00	1.59E+00
V5	1.83E+00	1.83E+00
V6	4.87E+00	4.87E+00
V7	6.23E-01	6.23E-01
V8	5.04E+00	5.04E+00
V9	1.80E+00	1.80E+00
V10	3.86E+00	3.86E+00
V11	6.06E+00	6.06E+00
V12	3.35E+00	3.35E+00
V13	6.85E+00	6.85E+00
V14	2.99E+00	2.99E+00
V15	1.83E+00	1.83E+00
V16	5.45E+00	5.45E+00
V17	3.21E+00	3.21E+00
V18	4.04E+00	4.04E+00
V19	7.50E+00	7.50E+00
V20	4.34E+00	4.34E+00
V21	2.38E+00	2.38E+00
V22	2.40E+00	2.40E+00
V23	3.58E+00	3.58E+00
V24	4.13E+00	4.13E+00
V25	2.40E+00	2.40E+00
V26	3.92E+00	3.92E+00
V27	6.25E+00	6.25E+00
V28	5.19E+01	5.19E+01
V29	1.11E+00	1.11E+00
V30	9.55E-01	9.55E-01
V31	1.30E+00	1.30E+00
V32	1.60E+00	1.60E+00
V33	3.87E+00	3.87E+00
V34	1.64E+00	1.65E+00
V35	1.27E+01	1.27E+01
V36	1.69E+00	1.69E+00
V37	4.66E+00	4.66E+00
V38	6.54E+00	6.54E+00
V39	1.47E+01	1.47E+01
V40	1.61E+01	1.61E+01
V41	2.65E+00	2.65E+00
V42	1.46E+00	1.46E+00
V43	7.99E+00	7.99E+00
V44	8.79E-01	8.79E-01
V45	2.43E+00	2.43E+00
V46	1.30E+00	1.30E+00
V47	1.15E+01	1.15E+01
V48	1.57E+01	1.57E+01
V49	2.67E+00	2.67E+00
V50	3.48E+00	3.48E+00
V51	4.83E+00	4.83E+00
V52	4.88E+00	4.88E+00
V53	3.43E+00	3.43E+00
V54	2.60E+00	2.60E+00
V55	3.34E+00	3.34E+00
V56	1.59E+00	1.59E+00
V57	3.99E+00	3.99E+00
V58	7.46E-01	7.46E-01
V59	2.84E+00	2.84E+00
V60	3.10E+00	3.10E+00
V61	2.12E+00	2.12E+00
V62	3.75E+00	3.75E+00
V63	4.85E+00	4.85E+00
V64	1.76E+01	1.76E+01
V65	2.95E+00	2.95E+00
V66	1.61E+01	1.61E+01
V67	4.18E+00	4.18E+00
V68	1.33E+00	1.33E+00
V69	1.89E+00	1.89E+00
V70	1.68E+00	1.68E+00
V71	1.27E+00	1.27E+00
V72	3.63E+00	3.63E+00
V73	2.64E+00	2.64E+00
V74	6.10E+00	6.10E+00
V75	2.83E+00	2.83E+00
V76	7.22E+00	7.22E+00
V77	3.97E+00	3.97E+00
V78	2.56E+00	2.56E+00
V79	4.07E+00	4.07E+00
V80	2.81E+00	2.81E+00
V81	6.73E+00	6.73E+00
V82	7.57E+00	7.57E+00
V83	8.44E-01	8.44E-01
V84	8.32E+00	8.32E+00
V85	1.93E+01	1.93E+01
V86	1.88E+00	1.88E+00
V87	4.34E+00	4.34E+00
V88	2.47E+01	2.47E+01
V89	1.68E+00	1.68E+00
V90	2.79E+00	2.79E+00
V91	1.53E+00	1.53E+00
V92	8.01E+00	8.01E+00
V93	4.01E+00	4.01E+00
V94	1.05E+01	1.05E+01
V95	2.04E+00	2.04E+00
V96	3.83E+00	3.83E+00
V97	3.60E+00	3.60E+00
V98	1.71E+00	1.71E+00
V99	1.53E+01	1.53E+01
V100	1.78E+00	1.79E+00
