MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.00E+00	3.68E-03	1.48E-03	1.11E-03	3.86E-03	2.78E-03
1:Del:C:1	2.51E-04	9.58E-04	1.85E-04	1.21E-05	2.83E-03	3.74E-04
1:Del:C:2	1.90E-09	1.95E-04	3.48E-09	6.73E-08	1.75E-04	5.55E-07
1:Del:C:3	2.71E-04	5.29E-04	9.34E-05	1.54E-04	4.35E-04	6.06E-04
1:Del:C:4	3.42E-05	3.23E-04	6.34E-05	4.06E-05	3.49E-04	7.19E-04
1:Del:C:5	3.28E-04	2.59E-04	8.40E-09	1.34E-04	1.21E-04	6.16E-04
1:Del:T:0	4.68E-04	1.63E-03	3.40E-04	1.02E-03	2.44E-03	1.49E-03
1:Del:T:1	1.43E-04	7.35E-04	9.49E-05	4.19E-06	1.28E-03	8.28E-04
1:Del:T:2	2.72E-05	1.29E-03	1.24E-04	0.00E+00	1.52E-03	1.29E-03
1:Del:T:3	2.97E-04	1.80E-03	4.86E-04	4.46E-04	1.35E-03	1.21E-03
1:Del:T:4	6.65E-04	1.33E-03	6.51E-04	8.14E-05	1.24E-04	2.89E-03
1:Del:T:5	1.21E-06	2.17E-08	1.90E-04	6.56E-07	8.29E-04	1.37E-02
1:Ins:C:0	1.06E-04	0.00E+00	5.61E-09	1.39E-04	4.41E-04	1.04E-04
1:Ins:C:1	5.74E-05	1.10E-08	4.84E-05	2.88E-09	1.63E-04	9.70E-05
1:Ins:C:2	3.86E-05	8.39E-05	7.96E-09	5.53E-05	3.68E-04	1.37E-04
1:Ins:C:3	1.51E-04	2.37E-09	6.24E-09	9.95E-05	3.22E-05	3.78E-09
1:Ins:C:4	1.68E-04	1.14E-04	7.94E-06	6.72E-05	5.92E-05	1.48E-04
1:Ins:C:5	5.98E-04	1.11E-04	2.20E-04	4.18E-04	2.68E-04	8.53E-04
1:Ins:T:0	2.43E-04	5.52E-04	0.00E+00	1.23E-05	3.29E-04	1.07E-04
1:Ins:T:1	3.29E-05	3.06E-04	7.01E-05	0.00E+00	6.97E-04	2.39E-04
1:Ins:T:2	1.38E-08	3.23E-04	5.87E-06	1.51E-05	3.34E-04	1.39E-04
1:Ins:T:3	1.65E-04	8.76E-05	7.67E-05	1.30E-04	1.12E-04	3.97E-04
1:Ins:T:4	3.09E-04	1.93E-04	2.32E-04	1.61E-04	4.33E-04	4.09E-04
1:Ins:T:5	1.10E-03	2.56E-07	1.51E-04	5.42E-08	6.83E-04	7.04E-04
2:Del:R:0	1.78E-04	4.12E-04	5.54E-05	2.85E-08	1.19E-03	5.64E-04
2:Del:R:1	1.80E-04	3.20E-04	1.48E-04	1.53E-04	3.62E-04	3.32E-04
2:Del:R:2	1.37E-04	1.85E-04	5.42E-05	2.53E-04	9.57E-06	3.13E-04
2:Del:R:3	1.14E-04	3.51E-09	6.49E-05	6.11E-09	8.65E-05	1.91E-04
2:Del:R:4	2.07E-08	1.67E-08	1.34E-05	3.16E-08	2.68E-08	7.24E-05
2:Del:R:5	3.13E-08	5.53E-09	1.81E-03	3.05E-04	6.71E-04	2.11E-08
3:Del:R:0	0.00E+00	2.96E-04	6.03E-05	0.00E+00	7.44E-04	3.65E-04
3:Del:R:1	3.68E-04	2.60E-04	0.00E+00	2.23E-04	2.44E-04	5.48E-04
3:Del:R:2	3.76E-05	1.20E-04	7.22E-05	1.24E-04	3.16E-04	2.58E-04
3:Del:R:3	8.96E-05	5.24E-05	1.61E-09	4.14E-05	7.02E-09	1.07E-04
3:Del:R:4	2.78E-09	2.73E-09	1.31E-09	3.87E-09	4.75E-09	5.88E-09
3:Del:R:5	1.50E-07	2.77E-05	3.17E-08	4.47E-08	4.12E-08	5.15E-08
4:Del:R:0	4.11E-05	2.02E-04	1.14E-09	5.79E-09	4.01E-04	9.09E-05
4:Del:R:1	9.61E-05	3.33E-04	6.10E-05	5.82E-05	1.71E-04	4.20E-04
4:Del:R:2	3.02E-05	1.54E-04	1.28E-04	1.31E-03	3.30E-05	4.54E-04
4:Del:R:3	2.78E-09	2.73E-09	1.31E-09	3.87E-09	4.75E-09	5.88E-09
4:Del:R:4	2.31E-05	4.06E-08	3.34E-08	6.96E-08	4.53E-05	4.89E-08
4:Del:R:5	8.00E-05	2.67E-04	1.80E-03	1.41E-07	1.90E-03	1.89E-07
5:Del:R:0	1.11E-07	1.63E-03	7.20E-07	3.65E-04	4.58E-03	4.36E-03
5:Del:R:1	1.95E-06	4.89E-05	0.00E+00	3.64E-05	2.35E-04	2.53E-04
5:Del:R:2	5.94E-05	1.13E-04	4.94E-06	1.58E-04	2.47E-04	1.95E-04
5:Del:R:3	4.13E-05	7.69E-09	3.80E-04	5.51E-08	4.00E-05	1.15E-04
5:Del:R:4	2.80E-08	1.39E-07	2.70E-08	3.44E-05	5.49E-05	7.09E-05
5:Del:R:5	3.10E-05	4.30E-05	3.63E-05	3.34E-08	2.71E-08	3.13E-08
2:Ins:R:0	1.07E-04	7.91E-05	4.02E-05	1.51E-04	3.34E-04	2.07E-04
2:Ins:R:1	1.14E-08	2.29E-04	4.56E-08	0.00E+00	3.72E-04	4.75E-05
2:Ins:R:2	1.46E-04	1.33E-04	9.33E-05	4.48E-09	0.00E+00	1.78E-04
2:Ins:R:3	8.21E-05	0.00E+00	6.45E-05	7.26E-05	7.01E-05	0.00E+00
