Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V57	116	49	5	41	11	129	12	7	23	3	0	3	4
V58	339	89	2	41	29	39	4	29	0	26	0	20	8
V59	0	23	17	90	4	45	35	28	31	0	0	1	8
V60	7	0	0	14	0	11	1	24	0	0	6	0	2
V61	0	42	0	37	61	7	7	0	0	56	2	13	0
V62	0	3	28	114	9	129	19	59	8	20	64	12	0
V63	0	0	40	43	22	132	45	140	93	36	67	19	9
V64	31	20	92	8	28	8	7	9	27	0	0	5	0
V65	0	7	0	2	0	3	41	2	32	0	17	0	30
V66	129	22	79	1	3	0	0	0	6	1	0	2	13
V67	22	35	0	0	0	0	0	0	2	0	0	0	3
V68	43	4	0	6	289	26	0	21	0	24	0	114	0
V69	41	3	0	1	55	0	0	0	0	19	0	12	0
V70	22	0	6	3	4	1	5	0	0	20	4	0	0
V71	9	120	0	97	0	70	197	12	95	26	73	9	0
V72	19	11	20	28	58	13	3	29	7	32	0	25	0
V73	2	0	24	0	46	17	0	4	16	37	3	0	3
V74	13	17	4	0	6	0	10	0	3	8	4	2	1
V75	12	17	5	6	40	19	7	19	0	13	0	23	0
V76	2	231	16	39	4	73	77	24	4	6	38	0	51
V77	1	0	4	0	1	0	3	0	0	0	0	2	4
V78	0	17	80	7	5	1	6	11	4	46	5	7	0
V79	112	0	3	2	23	6	0	0	35	30	12	30	0
V80	0	11	83	5	0	29	37	0	32	0	50	0	20
V81	110	89	1	0	0	0	0	0	0	0	0	1	8
V82	64	58	50	47	94	6	0	41	0	0	6	37	13
V83	22	49	34	0	28	0	27	0	4	12	24	6	0
V84	17	0	204	48	32	23	49	53	0	1	1	3	0
V85	37	15	86	91	17	0	6	0	26	13	5	9	83
V86	0	31	3	4	9	2	0	5	0	8	4	4	0
V87	96	20	0	8	8	16	10	40	20	15	0	11	0
V88	88	20	154	25	110	0	5	21	39	5	8	34	0
V89	61	48	0	4	81	3	0	20	3	32	1	29	0
V90	13	7	38	0	0	0	99	0	125	0	42	0	0
V91	10	52	3	17	4	37	5	5	5	1	11	4	0
V92	4	36	5	35	20	36	65	75	15	1	6	1	18
V93	3	117	33	38	42	7	13	24	4	22	1	4	30
V94	13	6	5	0	5	0	13	1	9	8	1	11	6
V95	18	23	10	25	0	28	25	43	9	0	5	0	0
V96	53	61	2	21	32	0	18	29	12	38	0	0	2
V97	41	3	0	6	14	2	0	13	0	2	0	10	0
V98	29	81	13	2	165	0	39	0	60	52	6	14	17
V99	365	0	4	70	0	60	15	13	30	0	22	0	3
V100	1	54	3	0	4	13	12	8	21	0	54	0	12
