Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	286	81	0	60	33	107	66	8	51	0	0	15	35
V2	0	287	18	0	5	16	0	1	1	0	5	0	0
V3	78	5	131	0	79	0	0	0	0	95	0	7	1
V4	3	11	0	0	0	0	1	0	0	0	0	0	0
V5	196	29	22	79	24	108	11	3	0	19	0	5	0
V6	21	0	134	23	19	6	15	20	17	0	6	3	0
V7	155	30	60	0	4	1	31	0	0	18	26	1	18
V8	25	92	22	0	35	0	42	0	49	37	35	33	65
V9	4	2	3	2	18	6	42	4	0	0	20	21	18
V10	35	5	58	6	38	1	118	2	26	0	33	55	6
V11	22	199	113	115	191	101	78	10	33	0	0	16	0
V12	3	0	0	0	2	0	2	0	16	1	11	7	0
V13	9	15	5	49	0	53	24	49	7	0	0	0	0
V14	118	15	21	65	6	40	19	62	0	0	5	0	0
V15	126	23	0	0	31	0	22	0	26	14	25	25	17
V16	41	6	9	128	0	200	74	16	17	0	35	0	24
V17	44	5	0	12	0	28	13	7	18	2	0	7	0
V18	4	0	166	0	0	0	45	0	33	0	46	0	16
V19	15	0	15	21	8	1	1	11	1	25	0	10	0
V20	4	0	148	17	0	201	2	170	6	0	0	0	19
V21	33	16	13	29	7	18	29	1	18	1	11	0	5
V22	29	38	4	105	0	35	4	44	13	0	14	0	8
V23	5	1	61	0	0	0	0	0	1	0	3	0	7
V24	164	4	119	0	0	0	72	0	27	1	22	0	7
V25	15	0	104	0	2	2	0	0	20	10	2	4	11
V26	270	24	0	0	0	2	3	0	0	0	0	0	7
V27	1	6	3	35	5	42	32	3	67	0	108	3	0
V28	51	30	57	0	23	3	0	5	20	62	3	12	0
V29	2	0	0	1	19	0	0	2	10	1	7	9	5
V30	183	72	55	47	54	0	0	75	0	16	0	28	16
V31	0	14	0	93	3	105	22	10	37	0	17	0	13
V32	39	37	15	22	10	15	6	26	21	55	16	1	0
V33	0	0	1	74	7	130	89	80	6	5	71	1	51
V34	40	0	9	49	45	59	12	73	0	5	26	2	0
V35	18	16	6	0	4	0	126	1	33	83	62	0	90
V36	32	0	15	16	36	15	0	0	0	23	0	20	7
V37	1	5	2	0	0	0	1	0	1	5	4	4	0
V38	0	41	2	39	21	5	17	1	1	27	0	14	0
V39	33	35	0	0	0	0	18	4	10	4	16	0	4
V40	2	60	12	12	8	5	8	2	2	16	0	29	0
V41	3	30	0	12	30	3	10	7	0	12	0	21	13
V42	37	30	15	82	26	31	55	61	0	22	10	5	0
V43	2	14	1	9	0	22	3	6	0	2	3	1	0
V44	26	143	0	0	0	0	99	0	55	8	27	3	25
V45	2	33	0	4	38	11	1	0	0	30	0	27	0
V46	0	26	43	0	4	0	0	2	0	10	0	1	3
V47	0	0	0	0	36	0	62	0	46	0	21	10	39
V48	8	3	68	351	70	121	13	56	32	91	9	0	0
V49	58	153	2	0	0	0	10	0	36	0	0	0	0
V50	0	30	69	6	100	28	6	0	4	0	0	101	0
V51	0	4	7	9	116	57	3	47	0	79	0	0	0
V52	2	2	1	65	24	3	8	41	0	8	15	0	5
V53	39	3	1	24	0	2	37	9	0	1	8	5	20
V54	22	231	18	34	133	87	2	18	0	71	19	0	7
V55	47	70	4	26	6	5	37	7	9	6	58	10	11
V56	34	0	102	0	61	1	0	0	3	0	3	9	39
