MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	5.03E-08	6.76E-05	0.00E+00	0.00E+00	3.12E-02	4.53E-03	3.36E-03	4.44E-02	1.86E-02	3.16E-02	3.64E-02	2.16E-02	2.61E-02
1:Del:C:1	4.00E-04	1.09E-03	4.38E-04	6.23E-04	1.36E-02	2.49E-03	0.00E+00	3.39E-02	1.39E-02	3.45E-02	6.85E-03	1.01E-02	1.09E-02
1:Del:C:2	0.00E+00	1.76E-04	5.12E-05	2.26E-08	3.54E-04	6.17E-04	9.41E-04	2.92E-03	4.07E-03	3.16E-03	9.67E-04	4.94E-03	1.71E-03
1:Del:C:3	0.00E+00	5.11E-05	3.90E-04	6.95E-04	2.06E-03	1.62E-03	2.47E-03	5.33E-03	1.81E-03	0.00E+00	8.13E-03	7.26E-03	2.29E-03
1:Del:C:4	0.00E+00	4.06E-04	2.56E-04	1.64E-03	1.88E-03	0.00E+00	2.19E-03	1.36E-02	0.00E+00	4.06E-03	2.06E-03	3.57E-04	3.22E-03
1:Del:C:5	0.00E+00	0.00E+00	7.22E-04	6.72E-03	0.00E+00	0.00E+00	3.93E-03	1.64E-03	9.38E-04	1.28E-02	4.37E-03	4.22E-03	5.13E-03
1:Del:T:0	6.07E-04	8.24E-04	6.12E-04	2.78E-03	1.47E-02	6.63E-03	1.43E-03	2.45E-02	1.48E-02	3.60E-02	3.73E-03	4.15E-02	8.56E-03
1:Del:T:1	1.73E-08	1.13E-04	2.79E-04	1.71E-04	7.17E-03	1.36E-03	6.60E-04	2.19E-02	8.74E-04	4.95E-03	7.89E-03	3.61E-02	8.45E-03
1:Del:T:2	1.64E-03	5.04E-04	0.00E+00	2.12E-03	1.85E-02	2.93E-03	3.92E-03	1.10E-02	2.21E-03	2.86E-02	8.86E-04	1.30E-02	5.54E-03
1:Del:T:3	3.92E-05	9.20E-04	1.61E-03	4.35E-03	1.52E-02	2.93E-03	8.67E-03	2.43E-02	2.64E-03	1.23E-02	5.57E-02	1.57E-02	8.92E-04
1:Del:T:4	0.00E+00	3.02E-04	5.92E-04	6.30E-03	1.20E-02	0.00E+00	7.48E-03	6.74E-02	1.40E-46	1.81E-02	3.63E-02	6.55E-03	1.86E-02
1:Del:T:5	9.39E-08	3.12E-07	2.41E-08	2.14E-02	2.08E-07	4.67E-06	3.93E-02	2.95E-03	6.23E-07	4.54E-06	1.06E-01	3.89E-07	1.68E-02
