NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.908	18.414	12.342	12.057	0.092	0.99	50000.0
2	44.94	17.587	11.069	11.693	0.09	0.989	60000.0
3	46.713	17.93	11.44	11.411	0.089	0.991	40000.0
4	46.596	18.101	11.254	11.604	0.096	0.99	30000.0
5	48.408	19.517	11.912	12.934	0.101	0.987	30000.0
6	48.571	18.769	11.616	11.916	0.093	0.99	60000.0
7	48.125	19.06	11.699	12.432	0.095	0.988	50000.0
8	43.88	17.261	10.559	11.121	0.095	0.99	70000.0
9	45.088	17.418	10.787	11.159	0.097	0.99	80000.0
10	48.326	19.105	12.195	12.74	0.098	0.988	30000.0
