Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V66	0.00E+00	2.23E+00	6.11E-01	1.52E+00	7.72E-01	1.38E+00	1.94E+00	4.17E+00	4.67E-01	5.78E+00	7.46E-01	7.00E-01	1.90E+00	1.49E+00	0.00E+00	9.34E-01
V67	0.00E+00	1.27E+01	2.55E+00	5.62E-01	1.32E+00	4.87E+00	4.27E-01	5.02E+00	6.67E-01	3.15E+00	1.87E+00	7.45E-01	1.64E+01	5.52E+00	3.06E-01	5.28E+00
V68	2.13E+00	3.25E+00	0.00E+00	2.49E-01	7.95E-01	1.13E+00	7.92E-01	1.15E+00	0.00E+00	1.12E+00	5.77E-01	1.14E+00	5.28E+00	9.98E-01	1.60E+00	0.00E+00
V69	2.22E+00	8.57E-01	8.88E+00	5.26E-01	5.33E+00	1.14E+01	0.00E+00	1.01E+01	4.66E+00	2.50E+00	4.43E+00	1.63E+00	4.73E-01	1.00E+01	9.00E-01	1.01E+01
V70	1.24E+00	9.81E+00	1.26E+00	3.57E+00	4.22E-01	2.67E-01	5.57E+00	7.75E-01	2.88E+00	3.42E-01	1.32E+00	5.21E+00	1.20E+01	1.10E+00	0.00E+00	4.41E+00
V71	1.87E+00	2.34E+00	2.26E+00	7.77E-01	1.21E+01	2.73E+00	1.60E+00	3.73E+00	1.46E+00	7.00E-01	1.28E+01	4.01E-01	3.60E+00	2.00E+00	1.17E+00	4.58E+00
V72	1.78E+00	0.00E+00	0.00E+00	3.14E-01	1.03E+00	5.37E-01	0.00E+00	1.09E+00	7.86E-01	1.46E+00	7.12E-01	6.57E-01	1.00E-01	9.80E-01	2.01E+00	0.00E+00
V73	1.98E+00	7.33E-01	7.65E+00	1.15E+00	2.13E+00	5.00E+00	9.55E-01	6.38E+00	3.79E-01	4.17E+00	1.44E+00	3.11E+00	1.10E+00	1.05E+00	5.78E-01	4.93E+00
V74	1.63E+00	1.26E+00	2.07E+00	9.32E-01	7.67E+00	3.58E+01	0.00E+00	3.82E+01	1.12E+00	5.67E+00	6.27E+00	1.27E+01	1.59E+00	7.38E+00	4.32E+00	5.69E+00
V75	1.46E+00	5.49E+00	1.92E+00	5.26E-01	2.56E+00	6.11E-01	2.24E-01	0.00E+00	2.28E+00	2.89E+00	2.77E+00	2.16E+00	7.43E+00	3.16E+00	5.12E-01	2.96E+00
V76	5.05E+00	2.15E+00	2.20E+00	5.04E-01	9.60E-01	4.00E-01	0.00E+00	3.46E+00	9.32E-01	3.20E+00	1.57E+00	1.14E+00	1.79E+00	5.47E-01	3.78E+00	1.49E+00
V77	1.54E+00	2.70E+00	1.87E+00	2.27E+00	4.82E+00	1.13E+00	1.87E+00	1.21E+00	5.23E+00	1.49E+00	7.47E+00	5.40E+00	3.31E+00	2.98E+00	6.53E-01	3.46E+00
V78	2.12E+00	8.69E-01	9.04E-01	6.32E+00	1.89E+00	2.15E+00	8.32E+00	2.99E+00	3.76E+00	1.17E+00	7.16E-01	6.25E+00	1.34E+00	1.44E+00	8.75E-01	7.92E-01
V79	5.81E-01	4.81E+00	0.00E+00	7.16E-01	2.51E+00	4.25E+00	1.85E+00	2.31E+00	3.26E+00	4.07E+00	5.09E+00	2.71E+00	3.69E+00	4.88E+00	0.00E+00	2.02E+00
V80	6.33E-01	8.45E+00	6.47E+00	3.13E+00	4.65E+00	2.63E+00	3.17E+00	2.79E+00	2.23E+00	4.10E+00	3.18E+00	2.18E+00	8.42E+00	2.33E+00	0.00E+00	7.80E+00
V81	0.00E+00	4.48E+00	0.00E+00	2.40E+00	2.24E-01	1.71E+00	2.27E+00	1.37E+00	8.00E-01	7.46E-01	0.00E+00	2.37E+00	6.28E+00	7.67E-01	0.00E+00	0.00E+00
V82	1.27E+00	6.19E-01	5.07E+00	1.50E+00	4.67E-01	0.00E+00	2.35E+00	4.73E-01	1.06E+00	1.74E+00	1.26E+00	1.87E+00	7.37E-01	0.00E+00	1.22E+00	6.47E+00
V83	5.04E-01	6.74E-01	1.63E+00	1.37E+00	4.12E+00	9.78E-01	1.13E+00	2.67E-01	3.72E+00	9.33E-01	5.70E+00	5.14E+00	3.85E+00	1.50E+00	1.82E+00	4.01E+00
V84	2.09E+00	2.92E+00	1.78E+00	0.00E+00	5.82E-01	0.00E+00	3.59E-01	7.92E-01	4.33E-01	1.78E+00	9.12E-01	2.45E+00	1.55E+00	1.51E+00	1.16E+00	3.28E+00
V85	4.53E+00	3.55E+00	1.54E+01	1.03E+00	6.63E-01	9.78E-01	6.16E-01	1.61E+00	4.67E-01	1.42E+01	1.10E+00	1.09E+00	3.53E+00	7.27E-01	2.69E+00	1.20E+01
V86	1.57E+00	4.07E-01	2.27E+00	3.48E-01	1.01E+00	3.35E-01	3.00E-01	0.00E+00	6.74E-01	1.87E+00	3.00E-01	2.17E+00	1.09E+00	5.47E-01	1.29E+00	7.37E-01
V87	5.59E-01	2.15E+00	0.00E+00	3.06E-01	0.00E+00	1.67E+00	1.07E+00	2.51E+00	8.95E-01	2.84E+00	4.58E-01	9.91E-01	2.39E+00	5.26E-01	1.04E+00	2.17E+00
V88	2.93E+00	5.05E+00	2.20E+00	7.31E-01	1.17E+01	2.22E+00	1.77E+00	2.08E+00	6.25E+00	2.21E+00	7.33E+00	4.38E+00	6.24E+00	1.24E+01	3.19E+00	2.07E+00
V89	1.95E+00	8.32E+00	9.68E-01	3.43E+00	4.23E-01	9.29E-01	6.30E+00	5.54E-01	2.00E+00	1.03E+00	1.37E+00	4.47E+00	1.32E+01	2.00E-01	1.47E+00	3.00E+00
V90	3.40E-01	0.00E+00	4.27E+00	3.06E+00	4.01E-01	7.00E-01	3.64E+00	6.96E-01	4.41E+00	1.16E+00	1.03E+00	6.42E+00	3.00E-01	3.67E-01	1.23E+00	1.55E+00
V91	5.78E-01	3.06E-01	2.50E+00	1.78E+00	1.30E+00	1.80E+00	3.53E+00	2.08E+00	1.92E+00	2.69E+00	5.96E-01	2.85E+00	3.42E-01	7.27E-01	0.00E+00	1.21E+00
V92	1.70E+00	1.68E+00	2.57E+00	5.91E+00	1.26E+01	3.48E+00	6.79E+00	1.81E+00	1.80E+01	5.08E+00	1.82E+01	4.74E+00	1.40E+00	1.84E+01	2.06E+00	5.01E+00
V93	3.09E+00	4.49E+00	2.13E-01	3.48E-01	4.00E-01	4.27E-01	3.00E-01	3.14E-01	1.09E+00	8.92E-01	1.00E-01	1.11E+00	4.58E+00	6.05E-01	2.30E+00	3.30E+00
V94	2.29E+00	2.13E-01	1.19E+01	8.82E-01	4.52E+00	4.84E+00	4.23E-01	2.66E+00	2.88E+00	7.00E+00	4.36E+00	1.33E+01	1.43E+00	3.11E+00	2.19E+00	6.36E+00
V95	2.57E+00	1.97E+00	3.62E+00	2.48E+00	1.09E+00	3.04E+00	6.00E-01	4.32E+00	1.30E+00	5.27E+00	9.22E-01	2.71E+00	2.44E+00	2.66E+00	3.73E+00	3.46E+00
V96	3.59E-01	2.21E-01	2.57E+00	3.73E-01	0.00E+00	4.65E+00	0.00E+00	4.39E+00	7.77E-01	5.93E+00	0.00E+00	2.45E+00	4.00E-01	3.20E+00	0.00E+00	3.82E+00
V97	2.63E+00	2.91E-01	1.51E+00	0.00E+00	1.65E+00	2.80E+00	0.00E+00	2.54E+00	4.23E-01	3.38E+00	8.00E-01	7.67E-01	0.00E+00	3.00E-01	1.11E+00	2.00E-01
V98	0.00E+00	4.21E+00	7.07E+00	6.00E-01	7.48E-01	1.89E+00	2.33E-01	2.26E+00	1.08E+00	1.99E+00	2.23E+00	1.55E+00	6.19E+00	3.02E+00	0.00E+00	6.37E+00
V99	1.11E+00	1.52E+00	3.00E+00	2.49E-01	6.46E-01	6.04E+00	2.00E-01	5.80E+00	1.41E+00	5.78E+00	1.00E-01	1.50E+00	1.41E+00	1.55E+00	4.27E-01	6.27E+00
V100	4.41E+00	1.36E+00	6.15E+00	6.90E-01	4.00E-01	0.00E+00	0.00E+00	3.89E-01	1.22E+00	9.02E+00	1.56E+00	1.00E-01	1.63E+00	1.77E+00	2.73E+00	2.67E+00
