Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	21	22	10	7	3	9	0	8	2	14	10	1	21	0	7	0
V2	126	11	299	34	7	5	32	8	9	0	13	12	0	15	27	18
V3	34	6	19	55	2	3	72	1	16	0	11	5	9	2	0	0
V4	27	0	12	21	13	8	21	0	32	0	13	0	0	0	12	0
V5	111	0	18	35	0	5	41	0	32	5	0	3	0	0	20	0
V6	10	20	14	21	17	17	8	10	2	9	4	0	24	7	9	0
V7	144	14	157	12	4	5	6	9	5	22	0	0	0	0	10	10
V8	0	56	19	9	0	33	0	42	2	75	11	24	0	0	0	0
V9	141	15	7	2	5	0	1	1	0	2	8	4	0	3	13	0
V10	8	15	8	1	85	19	0	7	19	27	0	12	0	20	2	14
V11	38	44	0	0	15	2	0	18	0	11	1	0	0	26	5	0
V12	37	161	167	5	9	5	17	0	33	14	30	0	10	15	3	56
V13	3	182	8	178	0	21	113	0	49	0	0	60	12	0	0	0
V14	0	38	4	47	10	39	46	61	23	41	0	20	14	0	0	1
V15	5	12	0	88	0	1	31	2	28	0	0	24	0	0	1	0
V16	27	119	33	25	21	1	26	1	21	0	21	19	0	6	0	0
V17	13	25	1	6	0	6	1	4	5	3	0	2	3	5	9	3
V18	17	8	12	2	17	34	0	91	2	37	18	11	0	22	0	0
V19	83	161	48	0	18	7	1	0	5	7	3	1	10	0	7	22
V20	225	3	92	7	12	12	7	8	6	12	0	25	5	6	1	0
V21	96	4	0	305	64	39	108	40	75	11	0	54	0	0	30	0
V22	48	26	69	12	23	6	42	7	49	0	7	0	0	1	8	30
V23	197	14	1	0	1	0	0	0	1	0	1	0	0	10	13	2
V24	50	25	3	10	1	5	10	17	0	10	0	0	5	0	0	0
V25	25	36	3	57	0	1	27	0	30	0	0	10	0	1	2	0
V26	52	0	74	1	141	0	0	0	12	0	63	0	0	0	6	19
V27	141	10	6	31	6	4	11	8	2	33	2	5	0	0	6	0
V28	0	247	149	6	23	7	0	0	18	0	45	0	68	52	0	2
V29	3	9	60	21	23	1	0	0	18	0	63	19	22	0	0	0
V30	15	2	0	53	3	21	46	12	5	0	1	0	0	0	6	0
V31	1	0	124	2	25	2	0	8	5	0	9	2	0	8	0	1
V32	3	29	0	27	28	21	0	0	9	6	29	30	0	23	0	0
V33	3	8	106	36	99	42	5	6	50	18	21	0	0	48	0	0
V34	3	21	0	10	148	1	15	4	20	0	31	50	0	0	0	0
V35	1	14	14	21	19	0	7	0	8	0	12	0	0	1	0	19
V36	13	6	28	5	5	28	0	117	12	48	29	28	0	28	9	0
V37	5	65	0	144	21	27	59	62	30	70	0	1	20	13	16	0
V38	222	389	165	30	0	1	12	0	14	0	0	12	0	0	18	0
V39	0	108	52	48	31	0	9	11	9	3	17	0	0	31	0	0
V40	15	248	2	22	47	0	100	3	6	4	56	20	0	9	7	0
V41	11	5	87	34	2	6	2	2	0	1	5	0	0	0	0	0
V42	36	0	0	2	10	10	0	1	4	4	8	5	0	0	0	0
V43	12	41	6	4	0	5	2	9	0	0	0	5	12	0	4	0
V44	0	0	0	0	65	62	3	53	48	71	36	6	16	18	0	0
V45	64	213	20	0	0	9	0	5	4	5	8	1	0	0	19	15
V46	147	161	101	12	0	1	3	0	4	0	0	4	62	5	13	0
V47	1	109	54	115	0	0	59	1	19	1	0	18	29	0	0	0
V48	4	0	46	78	8	4	15	2	19	1	32	12	3	0	2	0
V49	2	2	48	36	3	0	30	38	7	0	10	0	0	0	0	16
V50	1	0	81	0	0	14	0	18	1	10	9	0	3	16	0	61
V51	91	12	77	21	26	18	12	6	11	9	13	0	0	0	6	4
V52	12	1	25	94	81	7	28	3	34	7	17	36	0	0	11	0
V53	11	20	109	13	33	70	0	31	37	125	30	15	0	19	0	0
V54	0	7	18	5	12	17	12	39	15	31	12	2	0	2	0	0
V55	281	5	127	1	20	0	6	0	13	0	14	0	0	2	60	15
V56	4	30	62	11	0	13	17	0	1	0	13	2	0	0	5	22
V57	0	108	87	15	15	11	7	22	6	4	21	25	1	3	0	0
V58	0	21	1	1	4	32	0	6	8	18	18	0	0	19	0	4
V59	122	16	7	2	10	27	0	5	0	26	1	0	10	2	14	9
V60	0	0	26	10	51	0	1	1	36	0	5	23	0	0	0	0
V61	0	2	9	4	4	0	1	0	2	0	2	1	3	0	0	0
V62	63	31	60	4	9	31	4	11	6	40	0	11	0	2	15	8
V63	63	9	0	1	2	0	4	1	2	0	3	0	0	6	3	0
V64	1	1	30	2	0	21	3	30	4	5	6	0	4	2	0	0
V65	292	130	0	29	0	4	22	2	4	0	1	7	46	0	1	0
V66	0	17	0	32	3	4	11	11	1	26	3	0	0	0	0	2
V67	0	124	6	0	9	69	0	17	2	7	0	0	77	0	0	24
V68	83	32	0	1	3	10	4	1	0	10	5	0	4	0	1	0
V69	31	2	80	3	15	59	0	56	14	0	28	0	0	45	1	0
V70	12	66	4	22	0	0	24	7	19	0	0	23	35	0	0	1
V71	24	19	5	5	141	5	5	49	5	0	18	0	0	0	5	23
V72	123	0	0	1	4	1	0	4	1	8	1	1	0	3	7	0
V73	10	4	91	12	11	29	3	39	1	38	6	4	0	0	0	1
V74	40	4	11	9	48	361	0	203	0	0	18	29	0	39	8	0
V75	8	50	11	1	21	0	0	0	9	0	7	0	21	14	4	6
V76	133	16	16	1	16	0	0	30	4	19	2	0	15	0	27	0
V77	26	23	8	26	72	2	10	4	18	4	27	31	0	0	3	0
V78	39	4	3	159	21	7	53	24	19	0	0	19	2	0	1	0
V79	1	74	0	4	27	28	4	4	9	13	16	25	3	0	0	0
V80	4	185	52	22	48	17	12	19	3	24	14	18	51	17	0	0
V81	0	41	0	27	0	13	10	8	6	0	0	2	2	0	0	0
V82	7	4	37	21	0	0	23	1	5	3	5	0	0	0	3	0
V83	0	1	0	10	65	10	10	1	28	0	13	0	0	0	5	31
V84	42	25	10	0	4	0	0	4	1	0	0	11	4	3	2	11
V85	53	25	118	3	6	2	3	14	3	13	0	0	4	0	14	0
V86	17	0	18	1	9	3	1	0	2	0	0	1	6	0	6	0
V87	1	32	0	1	0	24	7	0	3	20	0	0	6	0	2	0
V88	65	36	14	6	76	9	5	5	15	0	37	16	0	118	10	0
V89	35	47	5	23	0	4	19	1	8	0	0	27	26	0	7	0
V90	1	0	58	44	0	3	29	3	27	0	0	11	0	0	7	0
V91	3	0	14	20	7	16	31	3	8	19	0	16	0	2	0	0
V92	6	12	9	109	119	31	76	3	121	42	111	0	0	0	0	0
V93	44	161	0	0	0	1	1	0	0	0	0	0	12	12	10	3
V94	19	0	117	5	35	18	0	0	2	38	12	35	0	13	0	0
V95	41	9	27	40	24	43	1	16	6	23	0	9	8	4	5	0
V96	0	0	11	2	0	9	0	7	2	44	0	0	0	17	0	0
V97	39	1	9	0	16	9	0	8	1	20	0	0	0	0	3	0
V98	0	21	65	2	0	14	1	8	1	5	12	3	23	0	0	2
V99	7	6	11	8	3	58	0	37	6	30	1	1	11	0	0	0
V100	145	7	53	1	1	0	0	1	3	0	8	0	20	0	18	0
