NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	38.109	14.608	9.062	8.862	0.088	0.993	30000.0
2	34.99	12.916	8.123	7.799	0.083	0.995	50000.0
3	36.275	13.321	8.457	7.789	0.081	0.996	30000.0
4	34.35	12.553	8.031	7.505	0.079	0.996	30000.0
5	38.122	14.118	9.25	8.694	0.083	0.995	30000.0
6	34.258	12.594	7.773	7.195	0.077	0.996	70000.0
7	40.598	15.044	9.643	9.007	0.089	0.994	80000.0
8	37.076	13.854	8.631	8.177	0.087	0.995	90000.0
9	35.181	13.35	8.022	7.908	0.083	0.995	80000.0
10	38.541	14.165	8.697	8.159	0.083	0.995	30000.0
