MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00E+00	9.05E-03	0.00E+00	7.68E-08	4.23E-07	6.53E-03	2.81E-02	6.06E-02	7.26E-03	3.00E-03
1:Del:C:1	1.52E-03	5.02E-03	1.54E-04	8.26E-04	6.88E-05	3.69E-03	2.23E-02	1.99E-02	1.47E-02	1.73E-02
1:Del:C:2	5.00E-06	2.88E-04	1.78E-08	1.33E-04	3.73E-04	9.03E-04	1.37E-03	1.60E-03	1.55E-03	1.38E-03
1:Del:C:3	5.47E-04	1.36E-03	0.00E+00	1.95E-04	8.76E-04	1.92E-03	2.24E-03	7.73E-03	4.00E-03	5.43E-04
1:Del:C:4	5.05E-04	2.07E-03	4.66E-08	4.45E-04	1.80E-03	2.61E-04	3.24E-03	3.81E-03	5.28E-04	4.71E-03
1:Del:C:5	7.12E-04	6.11E-05	2.36E-04	4.20E-04	5.52E-03	4.36E-04	0.00E+00	3.29E-04	6.98E-03	4.69E-03
1:Del:T:0	5.87E-04	4.15E-03	1.41E-04	1.06E-03	1.50E-03	6.12E-03	8.82E-03	2.59E-02	1.70E-02	8.84E-03
1:Del:T:1	3.21E-04	3.67E-03	2.77E-05	2.14E-04	6.03E-04	1.81E-03	1.72E-03	8.08E-03	9.78E-04	1.24E-03
1:Del:T:2	4.04E-04	4.11E-03	4.27E-03	1.80E-03	6.15E-04	2.48E-03	2.58E-02	3.39E-02	1.29E-02	1.71E-02
1:Del:T:3	3.52E-04	8.34E-03	9.56E-05	3.99E-04	3.53E-03	0.00E+00	2.59E-02	2.01E-02	7.76E-03	6.88E-03
1:Del:T:4	3.95E-04	6.45E-03	5.98E-07	0.00E+00	8.04E-03	0.00E+00	2.38E-02	6.73E-03	1.07E-02	4.74E-03
1:Del:T:5	6.50E-08	3.72E-04	4.87E-08	2.10E-07	1.76E-02	4.33E-06	8.95E-02	2.84E-03	7.56E-04	1.00E-01
1:Ins:C:0	1.45E-07	1.06E-04	1.55E-05	3.08E-04	3.05E-08	3.33E-04	2.55E-04	1.53E-03	1.14E-07	2.15E-07
1:Ins:C:1	1.39E-04	7.40E-08	2.17E-08	2.20E-08	1.60E-04	3.53E-04	9.87E-04	2.46E-04	4.14E-07	3.51E-04
1:Ins:C:2	1.71E-08	9.45E-05	2.05E-08	4.44E-08	6.48E-08	5.65E-04	5.77E-08	3.70E-04	4.80E-07	2.03E-03
1:Ins:C:3	8.20E-08	2.83E-08	3.37E-08	5.16E-05	1.31E-04	5.76E-08	2.50E-04	2.54E-07	1.43E-04	8.23E-08
1:Ins:C:4	3.29E-04	0.00E+00	2.76E-04	7.29E-04	2.73E-04	4.34E-05	2.73E-03	6.97E-04	1.32E-03	2.31E-03
1:Ins:C:5	3.44E-03	0.00E+00	2.69E-04	1.02E-03	2.27E-03	1.20E-07	2.88E-03	0.00E+00	2.62E-02	2.89E-03
1:Ins:T:0	4.17E-04	1.62E-03	2.12E-04	7.56E-04	8.00E-04	6.82E-04	1.87E-03	1.45E-02	4.89E-03	2.05E-03
1:Ins:T:1	1.59E-07	8.40E-04	1.04E-08	2.30E-08	5.83E-04	1.26E-03	2.50E-03	2.66E-03	1.49E-03	3.08E-03
1:Ins:T:2	3.60E-04	4.07E-04	8.13E-05	1.71E-05	1.73E-04	1.98E-04	2.13E-03	1.69E-03	2.76E-03	4.47E-04
1:Ins:T:3	6.95E-04	6.39E-09	9.85E-09	0.00E+00	1.42E-08	6.43E-04	0.00E+00	1.78E-03	1.24E-03	1.45E-03
1:Ins:T:4	2.83E-03	4.03E-04	1.68E-04	8.73E-05	1.60E-03	0.00E+00	1.01E-05	1.68E-03	2.26E-02	4.84E-03
1:Ins:T:5	7.01E-03	2.01E-03	0.00E+00	7.39E-04	3.26E-03	9.20E-04	1.20E-02	6.27E-03	9.57E-02	8.11E-03
2:Del:R:0	3.12E-04	1.62E-03	1.05E-04	2.29E-04	0.00E+00	1.57E-03	4.68E-04	4.87E-03	1.60E-03	2.24E-03
2:Del:R:1	5.66E-05	6.81E-04	2.97E-05	1.67E-08	1.44E-03	1.87E-03	9.58E-03	4.31E-03	4.58E-03	1.12E-02
2:Del:R:2	3.01E-08	2.99E-04	2.70E-08	1.00E-04	5.54E-04	0.00E+00	1.40E-46	4.93E-04	3.19E-08	2.63E-03
2:Del:R:3	6.30E-05	4.13E-05	8.90E-05	1.76E-08	3.89E-04	1.24E-07	1.29E-03	8.97E-05	3.05E-04	9.00E-04
2:Del:R:4	4.77E-05	1.07E-08	2.62E-08	1.34E-04	2.27E-04	2.10E-08	4.71E-04	3.54E-08	9.57E-04	2.62E-04
2:Del:R:5	3.49E-08	6.57E-05	1.83E-08	6.91E-08	2.11E-04	1.67E-04	5.96E-05	2.62E-04	2.26E-04	8.45E-04
3:Del:R:0	4.11E-04	4.86E-04	1.64E-07	1.99E-04	0.00E+00	2.35E-03	4.95E-04	1.58E-03	4.77E-04	3.93E-03
3:Del:R:1	1.30E-03	4.17E-04	3.87E-05	4.07E-05	1.36E-03	9.25E-04	1.64E-03	3.11E-03	7.07E-03	2.40E-03
3:Del:R:2	3.03E-04	1.86E-04	1.94E-08	3.79E-08	3.08E-04	7.33E-04	5.24E-04	3.83E-04	2.33E-03	9.93E-04
3:Del:R:3	7.86E-06	5.53E-05	1.15E-04	5.83E-06	1.71E-04	1.67E-08	1.12E-03	9.21E-04	7.37E-04	3.46E-04
3:Del:R:4	1.12E-08	1.78E-08	5.64E-09	4.90E-08	2.62E-08	2.58E-08	1.56E-07	1.81E-07	1.19E-07	1.57E-07
3:Del:R:5	1.12E-08	1.78E-08	5.64E-09	4.90E-08	2.62E-08	2.58E-08	1.56E-07	1.81E-07	1.19E-07	1.57E-07
4:Del:R:0	2.32E-04	3.61E-04	1.16E-08	2.19E-08	2.22E-04	6.94E-04	2.83E-03	2.94E-03	1.12E-03	1.63E-03
4:Del:R:1	9.97E-05	7.46E-04	1.35E-04	2.33E-04	3.18E-04	6.47E-04	5.59E-04	2.04E-03	4.94E-03	1.80E-03
