Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	62	0	6	23	26	91	11	16	42	11
V2	3	44	0	7	39	0	72	88	0	0
V3	21	52	0	2	1	37	74	4	64	0
V4	0	5	50	90	77	15	123	0	10	0
V5	29	0	11	30	18	133	0	0	51	0
V6	0	25	0	0	0	20	0	0	15	4
V7	12	71	89	25	11	0	11	0	0	30
V8	161	78	7	4	10	15	1	0	3	3
V9	15	137	4	6	0	13	0	0	52	0
V10	11	1	7	1	3	149	43	0	25	0
V11	4	0	39	42	74	26	4	39	43	21
V12	0	93	59	57	93	139	20	31	7	0
V13	108	15	15	35	10	4	21	6	1	3
V14	64	3	0	259	150	76	0	0	25	0
V15	16	69	77	1	3	1	15	9	2	13
V16	114	31	62	57	58	15	18	11	12	15
V17	30	3	0	44	68	35	6	171	33	0
V18	10	39	0	58	115	7	0	0	6	15
V19	14	2	10	64	63	4	1	26	11	60
V20	58	161	102	13	6	0	0	0	0	29
V21	3	0	0	42	22	72	88	87	33	0
V22	158	4	21	12	17	31	0	1	39	7
V23	4	6	12	93	63	3	2	6	10	0
V24	17	1	0	0	4	7	28	11	3	4
V25	36	91	14	12	4	10	1	14	4	11
V26	185	0	0	7	16	119	2	0	33	2
V27	0	7	96	0	5	3	10	20	0	7
V28	7	0	42	109	38	64	14	5	72	8
V29	11	0	0	70	131	0	19	89	0	0
V30	1	7	0	4	4	0	24	8	1	0
V31	16	192	393	3	21	27	11	0	13	0
V32	0	8	0	131	314	4	25	0	0	0
V33	61	1	0	1	11	6	25	79	16	0
V34	198	5	6	12	8	15	0	0	26	0
V35	37	274	15	48	6	8	106	24	3	0
V36	18	161	109	1	5	1	5	0	6	6
V37	0	0	240	0	0	3	44	35	6	17
V38	30	45	8	39	37	9	16	3	1	7
V39	32	77	0	50	30	19	76	124	0	1
V40	11	30	4	23	9	7	12	14	0	0
V41	59	67	7	1	18	0	101	61	1	0
V42	73	174	160	14	7	13	93	28	38	9
V43	56	0	0	22	55	80	58	50	8	2
V44	145	101	0	12	0	95	33	46	49	11
V45	7	87	68	66	33	0	0	54	0	5
V46	15	0	7	1	0	105	0	3	24	0
V47	73	5	0	222	109	3	1	8	5	18
V48	58	201	7	10	36	11	9	28	18	0
V49	26	5	2	16	18	134	53	109	41	0
V50	0	24	52	9	13	44	5	11	40	11
V51	0	20	0	82	186	0	1	0	1	0
V52	34	0	20	196	58	4	7	8	1	0
V53	23	516	0	1	2	13	24	19	16	91
V54	1	49	0	109	38	78	7	5	24	0
V55	292	42	0	28	29	4	2	16	8	0
V56	9	5	167	27	0	224	25	0	317	0
V57	9	0	195	10	4	0	19	14	1	24
V58	21	0	79	12	5	11	4	4	2	4
V59	15	0	0	11	3	246	0	0	286	0
V60	43	0	11	0	1	22	10	1	1	12
V61	14	53	70	21	0	5	7	28	10	0
V62	67	0	0	0	8	47	8	23	19	3
V63	213	30	0	54	16	2	43	0	0	12
V64	36	45	313	10	0	93	5	0	47	0
V65	4	0	24	0	1	25	7	18	1	0
V66	0	0	0	0	3	20	47	95	6	0
V67	1	7	0	53	38	1	0	13	3	2
V68	192	196	17	23	13	53	15	13	37	2
V69	12	11	106	18	13	27	0	0	36	5
V70	103	0	31	4	1	0	7	0	2	6
V71	92	0	0	37	86	0	15	0	3	40
V72	21	0	125	39	19	0	26	72	9	1
V73	3	22	4	0	15	0	60	78	19	0
V74	14	54	1	0	1	114	81	22	68	10
V75	6	0	0	0	1	0	7	44	0	2
V76	34	93	58	6	10	9	19	0	8	33
V77	10	100	0	72	77	15	47	1	5	0
V78	4	8	96	12	14	6	7	0	3	15
V79	91	108	64	47	27	0	3	8	0	0
V80	13	0	0	26	36	3	15	11	0	0
V81	1	0	0	1	0	0	0	3	3	0
V82	7	0	0	9	12	6	0	0	15	0
V83	11	6	7	0	8	22	62	37	7	0
V84	80	6	0	16	15	10	19	13	1	0
V85	2	110	6	0	1	1	2	2	4	1
V86	20	1	33	11	70	11	32	21	10	0
V87	441	0	2	1	0	45	3	2	15	3
V88	24	0	47	9	50	21	17	14	0	34
V89	79	11	87	7	12	10	12	9	5	40
V90	138	55	32	1	8	0	1	10	0	37
V91	19	73	31	36	83	0	99	0	1	0
V92	0	1	31	39	30	10	29	0	17	0
V93	0	1	18	13	29	14	5	32	8	0
V94	6	9	13	16	8	1	94	83	6	0
V95	46	62	26	4	1	1	1	14	7	0
V96	0	63	34	200	9	1	2	0	0	5
V97	69	6	119	0	8	7	19	3	3	56
V98	32	0	1	77	71	50	4	39	23	32
V99	16	0	56	41	32	29	4	2	27	13
V100	36	2	73	4	1	25	13	1	5	0
