MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.4012984643248171e-46	0.0038786658784374594	0.3715459585189819	0.0026976124383509157	0.06971899764612317	0.029135540954302996	0.13505077548325062	0.06516848942264915	0.14373994320631045	0.031245396193116903	0.034196424297988415
1:Del:C:1	4.7892024986140315e-05	0.00048397365026175976	0.07664048411937756	0.0	0.0008595368262376724	0.01806960332469316	0.058985745348036286	0.00558157442137599	0.11458466798067093	0.08954393637144449	0.009191356971859932
1:Del:C:2	4.7013022302433424e-05	3.11544634485017e-05	0.001807216281304136	0.00023082340948263891	0.0	0.002671153670348758	0.0023234816849594607	0.0012873099651187659	0.009484163578599691	0.004360879379214566	0.0
1:Del:C:3	0.0004205405188258737	0.000959336111139919	0.00792150441557169	0.0016356586769688875	0.0009759331122040748	0.005120901402551681	0.004026052430893401	0.0009212952805683017	0.012649126071482896	0.01845754813402891	0.015136416628956794
1:Del:C:4	0.00029380373598542064	0.00010330592049285769	0.011985343135893344	0.0012781464494764805	0.0019279721658676864	0.00038060263032093646	0.002334038889966905	0.0035690801068653855	0.00693900459446013	0.01805637702345848	0.011592036532238125
1:Del:C:5	2.073534872693017e-08	0.0010408353371872182	0.0009119997102743582	0.00497468065486828	0.00015587355088442223	0.0007016149654219817	0.0012951221907087755	1.8417197577491606e-05	0.0005878687370568514	0.0152480869556598	0.06531066508032382
1:Del:T:0	0.00018863131408579646	1.4012984643248171e-46	0.09557568803429603	0.005619217536241195	0.0027383197564631702	0.039560208562761545	0.028638700263400096	0.019180480996146797	0.10364985540509224	0.02128328299149871	0.01956684400793165
1:Del:T:1	1.3890596051169269e-08	7.511571748182177e-05	0.06130423285067081	3.4234500958518763e-07	0.0023125797559714555	0.00926056842234857	0.010203867754898965	0.009611582849174738	0.01676215538127508	0.0010288437115377747	0.008237011620076373
1:Del:T:2	0.0	0.0010765505488961936	0.08747142031788827	0.005322192376479506	0.0019623196218162774	0.00934137252625078	0.008584904903545975	0.011661344580352307	0.0997573371976614	0.01328370374499741	0.022268264601007105
1:Del:T:3	0.00088143867906183	0.0036989499494666234	0.10714248847216368	0.006765760295093059	0.004535724502056837	0.006691588461399079	0.02474670154042542	0.009479091130197048	0.10523729287087917	0.028155817370861768	0.06487666517496109
1:Del:T:4	0.001312658004462719	0.0015547640156000852	0.11343435570597649	0.03742419667541981	0.0015066773514263332	0.0	0.010548826307058334	0.018117505469126625	0.04488602429628372	0.038865875266492364	0.03268483623396605
1:Del:T:5	1.595491525563375e-07	4.168747409494245e-08	3.832100759382229e-07	0.8756919264793396	0.012249507357603306	0.0007888455531656291	3.0832470770292277e-06	3.7530438135036093e-06	5.20150753118287e-06	0.016815161732893102	0.16198848993345055
1:Ins:C:0	7.484407049673791e-08	8.253044221362416e-08	6.551845294211489e-06	4.82715492466923e-07	4.0650046884138646e-07	0.00703924460754024	0.0014029775232444308	0.0009863749329419135	7.510251762710141e-07	0.001574908682948717	8.068910872793822e-08
