MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.40E-46	1.67E-03	1.82E-02	2.18E-03	1.03E-02	8.28E-03	4.79E-02	2.50E-02	4.53E-02	1.89E-02	1.36E-02
1:Del:C:1	4.74E-05	2.61E-04	1.26E-02	0.00E+00	6.87E-04	7.07E-03	2.94E-02	3.06E-03	2.21E-02	4.11E-02	6.36E-03
1:Del:C:2	4.70E-05	3.11E-05	8.95E-04	1.61E-04	0.00E+00	8.77E-04	1.28E-03	8.58E-04	3.95E-03	2.20E-03	0.00E+00
1:Del:C:3	1.81E-04	4.03E-04	2.39E-03	8.69E-04	7.11E-04	2.02E-03	1.67E-03	7.20E-04	8.22E-03	6.61E-03	1.25E-02
1:Del:C:4	1.71E-04	1.03E-04	1.93E-03	8.06E-04	1.10E-03	2.61E-04	1.31E-03	1.36E-03	3.62E-03	1.57E-02	5.48E-03
1:Del:C:5	1.46E-08	4.31E-04	5.74E-04	2.07E-03	1.13E-04	7.01E-04	9.82E-04	1.81E-05	5.88E-04	1.52E-02	2.38E-02
1:Del:T:0	1.30E-04	1.40E-46	1.31E-02	2.10E-03	1.49E-03	8.19E-03	7.10E-03	8.12E-03	2.52E-02	7.32E-03	1.09E-02
1:Del:T:1	1.39E-08	7.51E-05	4.83E-03	3.05E-07	1.74E-03	2.15E-03	7.25E-03	9.23E-03	8.97E-03	7.59E-04	5.79E-03
1:Del:T:2	0.00E+00	6.07E-04	9.88E-03	1.72E-03	1.06E-03	2.99E-03	5.10E-03	1.01E-02	2.61E-02	1.07E-02	1.12E-02
1:Del:T:3	3.99E-04	1.41E-03	1.23E-02	2.16E-03	2.58E-03	2.89E-03	1.34E-02	5.58E-03	2.46E-02	1.65E-02	1.93E-02
1:Del:T:4	4.64E-04	7.21E-04	8.39E-03	4.36E-03	9.95E-04	0.00E+00	1.05E-02	1.23E-02	1.33E-02	1.62E-02	2.56E-02
1:Del:T:5	1.42E-07	2.14E-08	1.33E-07	1.04E-02	1.22E-02	7.88E-04	1.04E-06	1.99E-06	2.63E-06	1.12E-02	9.39E-02
1:Ins:C:0	6.30E-08	3.50E-08	5.90E-06	2.30E-07	2.70E-07	1.67E-03	1.11E-03	9.86E-04	3.36E-07	1.09E-03	4.82E-08
1:Ins:C:1	3.78E-05	9.96E-09	1.08E-07	4.27E-05	1.06E-07	9.00E-04	6.18E-04	1.48E-08	3.10E-08	0.00E+00	2.69E-04
1:Ins:C:2	1.91E-08	1.39E-07	1.14E-04	4.22E-08	5.69E-08	2.04E-04	2.62E-05	1.14E-07	4.82E-04	1.12E-03	5.65E-04
1:Ins:C:3	2.41E-04	7.75E-08	1.48E-03	1.36E-03	3.05E-02	1.42E-04	1.57E-06	9.63E-02	1.13E-02	1.61E-07	1.15E-03
1:Ins:C:4	9.34E-05	2.74E-04	0.00E+00	2.89E-04	1.76E-04	5.46E-05	3.57E-04	3.74E-04	0.00E+00	1.40E-03	1.93E-03
1:Ins:C:5	1.94E-04	1.44E-03	2.45E-04	1.35E-03	2.01E-08	0.00E+00	1.71E-04	5.94E-04	3.77E-03	4.71E-03	8.53E-03
1:Ins:T:0	1.75E-08	3.85E-04	1.24E-03	8.47E-05	3.95E-04	6.90E-04	6.20E-04	1.27E-02	1.77E-02	6.46E-03	7.02E-03
1:Ins:T:1	5.10E-09	1.15E-10	1.32E-03	1.22E-03	1.06E-03	1.60E-03	2.01E-03	2.72E-04	3.55E-03	5.85E-04	3.35E-03
1:Ins:T:2	0.00E+00	7.13E-05	6.83E-04	1.88E-08	1.80E-08	1.12E-03	6.68E-04	1.99E-06	1.05E-03	9.86E-04	2.46E-03
1:Ins:T:3	1.37E-08	3.15E-04	3.91E-04	1.58E-04	6.28E-04	5.61E-05	2.52E-04	6.94E-04	2.25E-03	4.88E-03	7.50E-03
1:Ins:T:4	0.00E+00	1.52E-03	7.40E-04	3.64E-04	1.44E-08	6.35E-07	2.73E-07	1.11E-03	1.25E-02	1.29E-03	1.74E-02
1:Ins:T:5	6.20E-04	5.14E-03	2.75E-06	8.17E-07	1.40E-46	5.28E-03	3.77E-03	2.93E-02	4.36E-02	2.96E-02	7.68E-02
2:Del:R:0	0.00E+00	3.45E-05	2.60E-03	0.00E+00	7.65E-04	1.23E-03	5.30E-03	4.54E-03	1.38E-02	1.79E-03	8.76E-04
2:Del:R:1	2.26E-04	2.92E-04	1.23E-03	5.51E-04	0.00E+00	1.00E-03	2.90E-03	4.81E-03	6.01E-03	1.39E-02	6.49E-04
2:Del:R:2	7.00E-05	0.00E+00	4.40E-04	2.46E-04	2.77E-08	5.03E-04	5.20E-04	1.85E-03	3.23E-03	4.52E-03	5.83E-04
2:Del:R:3	8.92E-09	1.02E-08	4.39E-05	2.03E-04	2.84E-04	3.60E-08	9.42E-05	1.17E-04	2.24E-07	3.15E-04	2.85E-04
2:Del:R:4	8.46E-03	2.42E-07	1.42E-08	2.32E-04	1.97E-06	1.27E-07	1.76E-07	1.36E-02	1.55E-07	3.40E-02	4.80E-03
2:Del:R:5	0.00E+00	3.18E-08	1.64E-08	1.30E-04	2.30E-08	4.68E-04	3.98E-04	2.27E-07	5.08E-04	6.70E-07	1.97E-06
3:Del:R:0	2.35E-05	1.55E-04	8.60E-04	1.51E-08	3.16E-08	3.08E-03	2.36E-03	2.63E-07	3.42E-04	1.94E-03	2.08E-08
3:Del:R:1	1.95E-04	7.21E-04	6.79E-04	7.84E-04	4.72E-04	1.00E-03	3.26E-04	4.18E-04	2.25E-03	3.65E-03	1.32E-02
3:Del:R:2	6.32E-05	2.00E-04	4.07E-04	8.19E-04	2.48E-04	5.76E-04	5.04E-04	1.17E-03	2.13E-03	3.35E-03	1.61E-03
3:Del:R:3	2.18E-08	8.09E-05	8.99E-05	6.07E-08	8.09E-08	6.32E-08	2.52E-04	5.38E-08	4.25E-04	7.76E-08	1.39E-07
3:Del:R:4	1.67E-08	1.36E-08	3.59E-08	4.04E-08	3.50E-08	3.20E-08	6.02E-08	8.73E-08	1.18E-07	1.04E-07	1.19E-07
3:Del:R:5	1.67E-08	1.36E-08	3.59E-08	4.04E-08	3.50E-08	3.20E-08	6.02E-08	8.73E-08	1.18E-07	1.04E-07	1.19E-07
4:Del:R:0	5.83E-05	6.78E-05	1.62E-04	9.30E-04	3.46E-08	3.85E-03	2.90E-03	5.01E-07	1.29E-03	2.56E-03	1.57E-03
4:Del:R:1	2.64E-04	1.72E-04	7.40E-04	2.25E-04	5.66E-05	1.24E-03	9.30E-04	3.64E-03	7.71E-04	5.32E-03	3.36E-03
4:Del:R:2	1.46E-08	1.75E-08	8.69E-05	9.61E-05	1.07E-04	5.57E-05	1.49E-04	4.34E-08	4.64E-04	6.33E-04	3.46E-04
