MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	3.10E-46	0.00E+00	1.94E-03	3.67E-07	3.61E-02	4.39E-03	1.34E-03	6.20E-03	7.97E-05	3.15E-03	4.41E-46	8.32E-04	6.00E-02	2.35E-02	2.79E-02	1.59E-02	3.87E-02	1.50E-02	1.98E-03	6.69E-03
1:Del:C:1	2.60E-03	1.09E-07	2.06E-07	6.97E-04	1.67E-02	1.68E-03	1.40E-46	8.18E-05	3.90E-03	4.36E-04	6.04E-03	7.95E-07	9.68E-03	1.72E-02	2.59E-02	5.20E-07	1.89E-02	8.72E-02	6.70E-07	2.03E-02
1:Del:C:2	2.33E-03	6.63E-06	8.67E-05	1.74E-04	7.82E-04	4.20E-46	6.38E-04	1.76E-03	1.27E-03	9.55E-03	1.86E-03	0.00E+00	3.81E-04	1.40E-46	1.10E-03	5.53E-04	0.00E+00	5.98E-03	8.19E-04	1.73E-04
1:Del:C:3	3.30E-03	1.84E-04	6.93E-04	3.33E-03	9.47E-04	2.43E-03	0.00E+00	3.16E-05	3.23E-03	6.09E-03	1.18E-03	1.87E-46	3.76E-03	2.54E-03	1.14E-03	1.25E-03	1.05E-02	2.44E-02	1.04E-07	5.11E-03
1:Del:C:4	3.86E-08	7.95E-08	1.71E-04	1.08E-07	1.95E-03	0.00E+00	4.93E-04	1.44E-03	1.60E-07	3.11E-03	9.97E-08	1.24E-07	3.48E-03	3.13E-03	3.35E-03	2.80E-07	3.26E-02	1.42E-02	6.23E-03	5.79E-03
1:Del:C:5	2.59E-03	1.85E-07	1.00E-07	1.26E-07	6.14E-08	7.45E-08	2.03E-04	1.22E-03	2.60E-02	9.82E-03	0.00E+00	4.19E-07	4.94E-08	7.95E-03	7.55E-08	2.83E-02	2.71E-02	4.24E-02	2.40E-04	9.71E-03
1:Del:T:0	9.75E-04	9.76E-08	1.64E-07	1.72E-08	8.30E-03	4.54E-03	0.00E+00	9.19E-04	1.55E-02	5.85E-03	9.46E-04	3.46E-04	1.57E-02	3.54E-07	4.92E-02	1.05E-02	1.11E-02	3.49E-02	1.77E-02	1.19E-07
1:Del:T:1	0.00E+00	0.00E+00	0.00E+00	3.85E-07	6.10E-03	4.19E-03	0.00E+00	3.36E-04	7.55E-03	1.08E-04	3.25E-03	0.00E+00	1.79E-02	8.01E-03	1.70E-02	9.70E-04	1.37E-02	1.09E-02	5.48E-08	5.69E-07
1:Del:T:2	2.87E-03	1.05E-07	3.46E-08	3.33E-04	1.17E-02	2.11E-03	7.22E-04	2.93E-07	1.68E-02	2.45E-03	0.00E+00	2.09E-03	5.25E-02	2.64E-07	2.12E-02	4.83E-03	1.53E-02	2.26E-02	0.00E+00	1.96E-02
1:Del:T:3	1.34E-03	0.00E+00	1.40E-46	0.00E+00	1.51E-02	5.57E-03	2.52E-03	3.83E-03	1.89E-02	7.69E-03	1.21E-03	7.70E-04	4.14E-02	3.40E-02	2.77E-02	3.56E-03	6.16E-02	1.08E-02	5.11E-03	1.31E-02
1:Del:T:4	1.02E-03	2.14E-46	8.65E-03	1.40E-46	9.51E-03	0.00E+00	1.82E-02	9.45E-03	1.26E-06	1.90E-02	2.76E-03	1.61E-02	2.21E-02	6.24E-02	2.10E-03	5.06E-03	1.30E-02	1.40E-02	2.53E-02	2.08E-02
1:Del:T:5	2.07E-02	3.13E-46	4.50E-06	3.45E-02	2.15E-16	1.27E-07	5.53E-46	6.16E-02	1.59E-02	3.64E-02	2.27E-02	5.35E-02	1.43E-02	1.84E-02	6.34E-46	8.00E-02	7.56E-03	2.41E-02	4.83E-02	6.43E-03
1:Ins:C:0	1.24E-07	2.75E-08	2.57E-08	2.39E-07	0.00E+00	1.38E-04	5.60E-08	2.51E-04	1.13E-03	9.70E-04	6.96E-04	3.27E-04	8.26E-04	2.55E-04	4.54E-07	1.95E-04	1.30E-03	6.42E-07	2.18E-07	5.84E-07
1:Ins:C:1	2.03E-07	2.46E-08	7.50E-08	1.74E-07	7.50E-04	3.82E-04	1.38E-04	0.00E+00	6.31E-04	0.00E+00	0.00E+00	1.02E-03	1.04E-03	1.98E-08	1.36E-03	0.00E+00	4.66E-05	9.27E-04	1.07E-03	1.92E-03
1:Ins:C:2	1.77E-07	3.01E-08	1.79E-04	4.13E-04	3.05E-07	1.54E-04	0.00E+00	5.45E-04	1.46E-04	1.74E-04	9.32E-04	0.00E+00	1.93E-07	0.00E+00	3.33E-07	3.83E-04	1.13E-03	5.82E-04	3.25E-04	8.31E-04
1:Ins:C:3	1.69E-04	2.39E-05	3.43E-07	2.11E-04	4.27E-08	6.79E-08	1.40E-46	4.00E-04	0.00E+00	7.92E-04	4.06E-09	6.91E-07	4.82E-04	4.79E-04	2.25E-07	3.40E-04	0.00E+00	7.42E-04	1.65E-07	1.85E-03
1:Ins:C:4	8.67E-09	9.84E-05	6.69E-08	4.92E-08	5.00E-05	2.53E-04	0.00E+00	7.86E-04	1.59E-03	2.40E-03	7.58E-04	2.87E-03	4.36E-08	6.89E-04	0.00E+00	4.43E-03	9.83E-03	4.86E-03	1.24E-02	3.17E-03
1:Ins:C:5	3.18E-04	2.99E-03	4.59E-04	0.00E+00	6.37E-08	1.40E-46	0.00E+00	3.87E-03	1.98E-07	2.91E-03	0.00E+00	8.16E-04	0.00E+00	2.25E-03	8.26E-04	6.31E-03	3.21E-03	1.65E-02	7.20E-02	2.66E-02
1:Ins:T:0	2.06E-04	1.87E-04	0.00E+00	1.58E-03	3.33E-03	4.06E-04	8.37E-04	2.36E-04	4.67E-03	3.35E-03	1.82E-03	5.33E-04	9.44E-03	3.14E-03	4.16E-03	6.15E-03	7.20E-03	7.32E-03	1.94E-03	1.82E-03
