NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.329	19.529	11.916	11.769	0.121	0.991	60000.0
2	54.857	20.682	12.883	12.753	0.128	0.989	40000.0
3	58.962	22.176	14.659	14.615	0.129	0.984	50000.0
4	56.01	20.921	13.025	12.939	0.126	0.989	30000.0
5	58.856	22.784	14.692	15.018	0.13	0.983	50000.0
6	58.711	21.896	14.622	14.247	0.13	0.985	50000.0
7	52.042	19.487	12.398	12.242	0.119	0.989	30000.0
8	56.665	21.455	13.779	13.983	0.13	0.986	40000.0
9	57.68	21.264	13.283	13.135	0.131	0.988	50000.0
10	54.997	21.212	13.077	13.427	0.135	0.986	50000.0
