MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	1.40E-46	5.77E-04	4.31E-46	4.24E-02	5.28E-02	1.15E-03	5.42E-03	7.56E-04	3.83E-02	5.75E-03	6.12E-02	2.71E-02	5.76E-02	2.03E-02	2.21E-24	1.46E-02	7.48E-02	7.78E-03
1:Del:C:1	1.83E-03	1.40E-46	0.00E+00	2.42E-02	0.00E+00	6.73E-03	2.78E-03	2.48E-03	0.00E+00	5.47E-03	3.22E-02	4.00E-02	1.60E-02	2.29E-46	1.74E-02	3.96E-04	6.36E-02	8.26E-03
1:Del:C:2	1.70E-07	4.15E-08	1.60E-07	3.41E-02	6.51E-02	1.08E-05	8.68E-07	5.68E-06	3.83E-06	2.14E-46	2.65E-07	3.77E-02	8.14E-03	5.51E-03	1.92E-07	1.08E-06	2.24E-02	4.28E-46
1:Del:C:3	2.60E-04	1.29E-04	2.36E-04	1.40E-46	3.02E-04	1.04E-03	1.46E-03	3.81E-04	7.60E-04	3.25E-03	5.57E-03	7.17E-03	6.29E-03	7.29E-03	8.33E-03	2.99E-03	3.40E-02	0.00E+00
1:Del:C:4	7.01E-08	5.39E-07	3.10E-03	1.15E-02	1.38E-02	1.50E-03	3.72E-07	1.66E-07	3.49E-02	1.42E-07	8.89E-03	8.20E-03	4.85E-03	5.11E-03	3.64E-03	4.95E-03	1.22E-05	7.50E-07
1:Del:C:5	1.02E-03	2.00E-03	2.77E-04	3.45E-05	3.29E-08	5.00E-04	0.00E+00	1.67E-04	1.37E-08	8.76E-04	0.00E+00	3.04E-02	6.39E-03	1.87E-03	4.06E-03	9.57E-04	2.81E-04	1.44E-02
1:Del:T:0	5.69E-07	8.76E-08	1.27E-07	4.73E-03	1.60E-07	2.91E-03	5.91E-03	4.09E-04	1.54E-03	2.37E-03	2.24E-02	2.75E-02	1.07E-02	1.97E-02	6.12E-02	5.17E-03	8.18E-03	1.07E-02
1:Del:T:1	5.16E-04	3.57E-04	2.77E-03	1.51E-03	4.34E-04	8.39E-04	6.91E-03	0.00E+00	1.33E-03	5.60E-03	2.59E-02	8.08E-03	4.37E-03	9.41E-03	1.18E-02	1.23E-02	1.87E-02	4.09E-03
1:Del:T:2	4.22E-05	1.37E-03	8.81E-04	3.12E-03	2.74E-03	5.18E-04	0.00E+00	2.84E-08	2.77E-04	1.07E-03	3.59E-02	5.36E-02	6.28E-02	3.23E-02	1.15E-02	3.37E-04	4.67E-03	3.14E-04
1:Del:T:3	1.88E-03	4.37E-03	1.39E-02	1.19E-07	0.00E+00	7.58E-04	0.00E+00	2.89E-03	3.61E-08	1.25E-07	7.11E-02	3.22E-02	5.87E-03	5.20E-03	3.86E-02	5.70E-03	1.25E-02	1.73E-02
