Samples	ID83A	ID83B	ID83C	ID83D
V1	0	166	44	78
V2	109	50	94	0
V3	86	133	12	24
V4	30	117	223	0
V5	0	211	29	32
V6	34	30	0	0
V7	180	12	43	14
V8	99	0	8	175
V9	215	0	1	11
V10	0	229	0	11
V11	25	103	150	14
V12	132	231	136	0
V13	21	0	56	141
V14	0	50	439	88
V15	162	24	5	15
V16	73	18	143	159
V17	4	132	198	56
V18	60	0	172	18
V19	52	0	165	38
V20	298	0	11	60
V21	0	245	99	3
V22	0	41	31	218
V23	10	0	182	7
V24	6	32	11	26
V25	143	0	16	38
V26	0	149	11	204
V27	57	86	5	0
V28	0	176	170	13
V29	12	6	280	22
V30	18	14	17	0
V31	462	212	2	0
V32	9	0	472	1
V33	4	50	38	108
V34	0	0	19	251
V35	430	0	70	21
V36	304	0	0	8
V37	111	234	0	0
V38	75	0	84	36
V39	164	61	143	41
V40	54	4	40	12
V41	145	42	51	77
V42	380	115	35	79
V43	0	169	89	73
V44	146	149	12	185
V45	192	0	127	1
V46	0	141	0	14
V47	0	0	351	93
V48	286	0	40	52
V49	0	328	43	33
V50	56	134	19	0
V51	23	0	267	0
V52	0	0	285	43
V53	699	0	0	6
V54	57	107	145	2
V55	29	0	55	337
V56	0	762	0	12
V57	95	157	17	7
V58	23	73	18	28
V59	0	537	0	24
V60	3	41	0	57
V61	125	43	28	12
V62	0	81	8	86
V63	32	0	82	256
V64	146	372	0	31
V65	2	74	0	4
V66	8	130	33	0
V67	11	0	105	2
V68	297	0	37	227
V69	48	136	30	14
V70	1	0	7	146
V71	12	0	134	127
V72	56	132	100	24
V73	70	85	46	0
V74	75	271	2	17
V75	6	24	16	14
V76	199	8	19	44
V77	157	0	161	9
V78	59	73	30	3
V79	177	0	73	98
V80	0	2	82	20
V81	0	3	3	2
V82	0	15	23	11
V83	18	106	23	13
V84	2	2	43	113
V85	129	0	0	0
V86	14	63	103	29
V87	0	0	0	512
V88	36	66	72	42
V89	72	51	25	124
V90	106	0	6	170
V91	145	28	149	20
V92	9	58	90	0
V93	9	56	55	0
V94	47	115	71	3
V95	105	0	5	52
V96	98	0	216	0
V97	93	73	9	115
V98	11	89	173	56
V99	15	95	85	25
V100	17	94	3	46
