Samples	ID83A	ID83B	ID83C
V1	379	66	301
V2	58	12	9
V3	0	444	0
V4	29	0	390
V5	141	19	80
V6	344	66	0
V7	112	79	0
V8	379	90	12
V9	346	380	4
V10	0	401	0
V11	0	61	113
V12	44	0	76
V13	86	6	46
V14	25	6	50
V15	257	18	16
V16	0	58	28
V17	119	63	15
V18	25	108	0
V19	158	131	13
V20	351	6	108
V21	71	29	445
V22	0	0	194
V23	293	0	9
V24	166	16	29
V25	2	5	82
V26	0	136	99
V27	0	0	184
V28	101	7	17
V29	0	0	324
V30	211	24	151
V31	60	122	6
V32	172	7	18
V33	451	83	157
V34	56	27	162
V35	26	25	121
V36	0	0	249
V37	54	167	42
V38	129	212	0
V39	104	9	18
V40	105	3	82
V41	53	50	59
V42	90	230	26
V43	360	128	25
V44	225	67	96
V45	13	28	44
V46	115	10	8
V47	138	204	54
V48	168	0	25
V49	0	737	0
V50	0	84	0
V51	138	38	15
V52	126	20	103
V53	0	208	35
V54	143	15	225
V55	0	436	0
V56	206	6	53
V57	238	72	19
V58	71	72	141
V59	190	39	42
V60	0	92	233
V61	261	1	7
V62	83	146	32
V63	129	77	17
V64	55	166	3
V65	375	0	55
V66	283	1	29
V67	279	0	15
V68	0	66	101
V69	266	128	0
V70	155	65	23
V71	373	24	0
V72	0	202	11
V73	110	28	103
V74	141	87	0
V75	92	140	13
V76	103	100	1
V77	23	139	13
V78	45	20	4
V79	285	98	0
V80	83	2	13
V81	12	206	57
V82	50	17	3
V83	0	63	71
V84	78	141	95
V85	0	428	6
V86	404	86	87
V87	270	133	35
V88	98	17	230
V89	26	61	61
V90	227	111	2
V91	78	48	0
V92	0	308	13
V93	331	28	11
V94	6	142	7
V95	174	46	184
V96	181	91	15
V97	127	86	27
V98	332	5	1
V99	228	0	28
V100	213	6	49
