MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	3.01E-07	9.78E-09	3.64E-07	2.86E-02	9.07E-07	2.07E-03	5.02E-02	9.03E-03	5.33E-03	3.49E-02	4.40E-08	6.28E-02	1.85E-02	5.48E-02	3.27E-03	6.48E-03	5.46E-03
1:Del:C:1	4.51E-04	2.87E-08	5.10E-04	4.55E-03	0.00E+00	1.41E-03	7.34E-02	8.95E-03	1.52E-02	4.07E-02	7.51E-04	2.55E-02	1.77E-02	2.43E-02	3.11E-04	1.65E-02	2.67E-03
1:Del:C:2	1.98E-04	1.35E-08	0.00E+00	2.18E-03	0.00E+00	1.04E-03	5.55E-04	3.65E-04	6.42E-03	3.96E-04	7.89E-08	2.78E-04	7.22E-04	5.28E-04	1.63E-03	2.91E-03	4.22E-03
1:Del:C:3	2.78E-04	5.49E-04	3.41E-04	2.08E-03	4.64E-04	1.62E-03	8.61E-03	2.24E-03	1.98E-03	3.57E-03	5.03E-07	5.36E-03	1.35E-03	1.32E-03	7.86E-03	1.18E-02	6.65E-03
1:Del:C:4	1.12E-04	9.87E-04	2.88E-05	4.22E-03	0.00E+00	3.43E-04	6.78E-03	2.92E-04	1.50E-03	2.79E-03	0.00E+00	5.20E-03	5.32E-03	2.20E-03	1.29E-03	1.11E-02	4.02E-03
1:Del:C:5	3.68E-04	1.36E-03	3.67E-03	2.60E-04	1.83E-04	9.55E-05	3.76E-03	3.84E-03	3.20E-02	1.26E-03	4.27E-04	5.99E-03	0.00E+00	6.02E-03	1.59E-02	1.19E-02	7.17E-02
1:Del:T:0	0.00E+00	0.00E+00	9.46E-04	8.40E-03	2.14E-46	4.27E-03	3.13E-02	1.08E-02	1.47E-03	1.93E-02	2.22E-03	2.45E-02	5.98E-02	4.30E-02	1.72E-02	1.25E-02	9.06E-03
1:Del:T:1	1.85E-04	2.17E-08	4.62E-04	8.16E-03	5.00E-04	2.02E-03	1.92E-02	3.87E-03	6.40E-03	7.12E-03	1.02E-03	1.06E-02	4.79E-03	2.86E-02	1.47E-02	2.16E-03	4.66E-03
1:Del:T:2	2.93E-04	3.98E-04	0.00E+00	1.43E-02	9.45E-04	8.10E-04	1.90E-02	1.40E-46	7.52E-03	2.57E-02	2.45E-03	7.93E-03	2.78E-02	6.82E-02	1.01E-02	3.08E-02	1.54E-02
1:Del:T:3	1.04E-03	1.27E-03	2.47E-04	1.37E-02	4.61E-03	5.34E-03	9.16E-04	1.40E-46	4.19E-06	6.82E-02	6.99E-04	1.21E-02	3.13E-02	3.30E-02	1.63E-02	8.50E-03	3.69E-03
1:Del:T:4	8.58E-08	4.80E-03	1.58E-04	4.85E-07	2.56E-03	1.67E-03	1.79E-02	8.02E-04	4.53E-02	1.51E-02	1.40E-46	8.55E-02	1.94E-03	1.16E-02	1.01E-02	2.03E-02	6.79E-04
1:Del:T:5	1.40E-46	5.22E-03	1.87E-46	2.34E-46	2.84E-02	2.01E-06	7.79E-03	2.15E-02	1.27E-02	3.10E-46	4.80E-02	7.76E-03	4.16E-03	9.67E-46	2.18E-02	1.42E-02	1.07E-01
1:Ins:C:0	1.70E-06	4.34E-08	1.24E-05	0.00E+00	1.56E-04	1.63E-03	0.00E+00	8.89E-04	1.23E-03	1.26E-08	0.00E+00	1.73E-05	5.03E-05	4.60E-08	1.06E-07	2.37E-04	5.00E-04
1:Ins:C:1	1.01E-04	6.19E-08	0.00E+00	0.00E+00	5.02E-07	5.79E-04	4.67E-04	1.50E-03	1.64E-03	6.91E-08	1.43E-03	1.77E-07	7.01E-04	3.52E-04	1.22E-04	7.22E-04	7.10E-04
