MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	5.43E-04	1.98E-03	1.93E-03	1.30E-03	8.64E-03	3.01E-02	2.06E-02	3.13E-02	1.31E-02	4.76E-02	1.62E-03	1.93E-02	1.30E-02	1.26E-02	2.34E-02	2.35E-02
1:Del:C:1	1.14E-03	3.10E-04	2.95E-04	0.00E+00	7.71E-03	1.72E-02	4.85E-03	3.18E-02	4.43E-02	2.04E-02	8.55E-03	6.33E-03	1.02E-02	1.83E-02	2.48E-02	1.03E-02
1:Del:C:2	1.91E-08	2.27E-04	0.00E+00	2.64E-08	7.75E-04	4.31E-04	6.69E-08	2.17E-03	2.32E-03	5.32E-03	1.82E-03	4.33E-08	5.57E-04	3.56E-03	2.60E-03	2.10E-03
1:Del:C:3	1.91E-08	3.03E-08	1.87E-03	1.40E-46	2.99E-03	3.30E-04	1.13E-03	7.00E-03	1.51E-02	1.10E-02	4.32E-03	1.47E-03	2.31E-03	1.19E-02	1.74E-02	0.00E+00
1:Del:C:4	0.00E+00	3.86E-03	1.73E-03	0.00E+00	0.00E+00	7.21E-04	1.68E-02	7.60E-03	4.06E-03	1.71E-02	2.84E-03	3.70E-03	1.72E-02	6.15E-03	4.49E-02	4.51E-03
1:Del:C:5	1.06E-03	1.99E-08	3.22E-03	4.65E-06	1.04E-07	3.50E-08	2.57E-02	0.00E+00	2.13E-04	2.30E-08	5.21E-07	1.46E-02	9.10E-03	5.98E-04	0.00E+00	3.15E-02
1:Del:T:0	1.40E-46	3.37E-05	3.83E-04	2.65E-03	7.47E-03	1.86E-02	1.41E-02	2.19E-02	8.61E-03	2.46E-02	1.48E-02	8.03E-03	1.15E-02	6.67E-02	2.76E-02	1.13E-02
1:Del:T:1	2.53E-04	4.44E-04	0.00E+00	2.19E-04	1.62E-03	9.86E-03	1.99E-03	1.52E-02	4.50E-03	1.41E-02	6.17E-03	2.51E-03	3.89E-03	1.17E-02	3.08E-02	3.29E-02
1:Del:T:2	0.00E+00	0.00E+00	2.29E-03	3.97E-04	1.64E-03	9.21E-03	5.17E-03	1.22E-02	1.09E-02	1.09E-02	2.68E-03	6.12E-03	1.37E-02	1.70E-02	1.39E-02	1.42E-02
1:Del:T:3	1.64E-04	4.40E-04	3.16E-03	9.19E-04	1.91E-03	1.55E-02	1.68E-02	2.52E-02	5.92E-03	1.36E-02	1.51E-03	1.47E-02	1.09E-02	1.90E-02	3.02E-02	6.98E-04
1:Del:T:4	0.00E+00	7.06E-04	5.63E-03	2.99E-46	1.43E-03	2.13E-02	7.36E-03	2.02E-02	4.10E-03	1.56E-02	7.68E-03	2.29E-02	1.29E-03	1.86E-02	5.25E-02	2.41E-02
1:Del:T:5	7.11E-09	7.45E-08	1.43E-02	1.16E-07	2.52E-06	5.72E-08	3.43E-06	1.74E-06	2.93E-02	1.58E-02	1.54E-07	5.99E-02	1.27E-02	4.10E-02	7.95E-03	2.98E-06
1:Ins:C:0	2.71E-07	4.76E-08	1.80E-08	6.22E-08	1.28E-03	7.06E-08	1.60E-07	3.90E-07	1.67E-04	3.16E-04	1.54E-03	1.53E-06	1.04E-03	1.80E-06	8.75E-06	2.09E-07
1:Ins:C:1	4.29E-08	3.85E-08	0.00E+00	4.97E-05	1.06E-03	4.58E-07	4.68E-07	3.30E-08	9.75E-04	6.85E-04	1.43E-03	6.30E-08	1.39E-03	6.57E-07	2.79E-07	4.75E-06
1:Ins:C:2	4.18E-08	1.06E-08	4.34E-04	1.10E-07	2.10E-04	9.20E-08	2.64E-07	8.14E-08	9.79E-04	8.06E-05	9.26E-04	1.65E-07	5.18E-04	3.37E-04	6.88E-05	9.88E-04
