Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	138	72	28	27	42	51	4	5	0	2	42	15	0	0	0	6
V2	32	48	76	151	13	4	0	0	0	4	0	0	2	0	4	0
V3	141	0	0	0	3	70	39	0	17	49	1	6	0	0	6	0
V4	27	23	0	73	0	138	72	0	0	0	0	30	0	0	7	0
V5	0	113	5	31	0	52	18	0	0	22	10	25	0	0	0	2
V6	230	45	42	145	0	338	154	0	0	81	0	84	0	0	0	0
V7	8	3	6	1	35	0	0	0	0	12	0	0	0	22	0	5
V8	22	41	19	137	30	4	12	19	7	0	2	0	86	0	13	9
V9	43	114	1	19	0	14	9	0	7	0	0	0	0	0	0	0
V10	43	5	5	27	57	49	0	0	0	41	0	0	0	18	3	0
V11	4	33	1	53	2	0	4	0	25	0	0	0	15	0	0	5
V12	3	18	65	198	54	39	91	0	0	48	0	0	0	5	0	0
V13	357	58	45	3	0	57	6	11	33	9	0	40	0	0	15	0
V14	130	186	0	33	12	0	0	0	3	0	0	0	0	11	9	0
V15	0	88	16	31	49	30	34	22	2	5	0	8	0	8	14	0
V16	147	154	4	0	6	0	0	0	59	0	0	20	0	0	7	0
V17	53	0	51	0	90	0	0	0	3	18	15	2	13	0	2	49
V18	13	76	224	26	82	17	0	0	0	0	48	7	26	0	0	0
V19	0	227	89	66	0	0	0	0	0	0	0	0	5	26	13	0
V20	169	224	11	11	2	21	20	0	0	0	5	31	0	0	0	0
V21	15	27	98	5	0	40	12	0	0	0	0	0	0	2	2	0
V22	8	0	23	0	0	79	43	0	0	23	10	0	0	0	0	0
V23	107	30	38	10	0	0	0	0	32	0	0	4	0	0	7	0
V24	85	4	31	39	15	52	109	0	40	49	0	0	0	0	0	29
V25	16	0	128	50	0	46	34	26	16	17	0	0	18	57	0	0
V26	1	15	363	30	0	14	0	0	5	8	0	0	17	2	0	0
V27	0	198	33	50	20	0	0	16	0	0	0	0	0	0	0	0
V28	13	21	2	0	21	3	9	0	7	0	0	0	0	24	0	0
V29	161	58	2	0	13	0	2	0	13	6	0	15	7	0	0	0
V30	113	137	43	35	15	0	0	0	108	0	0	2	1	0	2	0
V31	4	95	21	1	24	0	0	17	25	0	0	0	2	21	5	8
V32	37	265	56	1	0	40	10	0	20	0	0	0	0	0	24	0
V33	10	33	80	0	21	27	0	0	0	0	5	17	1	0	0	3
V34	1	2	2	9	0	13	5	0	0	10	0	3	24	5	4	0
V35	136	16	47	21	27	0	1	10	0	0	0	0	0	18	0	0
V36	10	0	103	3	94	0	0	44	0	6	80	0	0	0	0	0
V37	0	0	39	2	0	3	0	13	0	4	17	7	0	0	0	1
V38	133	12	94	220	52	45	0	85	0	10	57	0	0	0	0	0
V39	0	1	38	82	0	0	0	48	0	0	0	0	0	0	0	0
V40	111	0	92	0	31	117	56	45	47	0	46	8	0	0	0	0
V41	1	18	11	187	5	21	0	0	6	25	8	0	0	0	5	0
V42	4	0	29	24	2	4	5	0	0	0	11	0	0	0	0	0
V43	56	53	118	72	58	5	0	0	0	14	45	31	23	0	0	0
V44	0	10	111	0	0	16	11	0	0	32	0	16	0	0	2	0
V45	82	240	43	20	43	0	3	23	0	51	79	28	0	0	15	0
V46	0	63	20	138	0	0	10	14	0	5	45	0	3	0	2	0
V47	1	231	0	34	4	0	3	0	37	0	0	22	0	13	1	2
V48	7	53	27	9	138	29	2	0	0	0	41	0	0	0	0	0
V49	100	2	173	4	0	11	32	0	0	6	0	14	0	0	0	0
V50	7	13	35	185	21	5	0	23	56	18	2	0	0	0	0	0
V51	6	151	3	0	0	13	11	2	0	5	9	14	0	0	0	0
V52	0	27	51	4	0	0	15	0	0	0	0	4	0	12	2	0
V53	4	237	7	32	2	108	18	0	0	31	0	0	0	0	0	0
V54	0	0	2	6	0	20	16	0	1	7	0	0	16	0	0	4
V55	41	39	33	71	23	49	64	27	0	79	0	0	0	0	0	0
V56	0	9	29	145	1	0	8	7	0	0	0	0	21	0	0	0
V57	35	134	70	0	0	3	0	0	0	0	0	0	20	2	5	0
V58	2	0	28	53	159	64	7	0	0	11	92	4	99	0	9	4
V59	191	30	65	57	91	0	0	0	36	0	3	3	66	0	5	27
V60	0	0	151	0	79	1	41	15	6	9	0	18	3	0	3	1
V61	300	0	37	0	0	0	0	0	59	0	0	0	0	0	6	0
V62	5	0	47	39	0	60	0	38	0	16	0	15	0	0	0	0
V63	143	18	49	33	184	0	12	107	59	0	0	0	0	0	0	0
V64	264	4	293	6	88	0	0	0	0	0	14	0	0	0	20	46
V65	93	0	24	57	1	4	0	1	46	7	0	0	0	0	0	0
V66	0	182	72	5	0	0	19	4	2	8	0	33	0	0	0	0
V67	10	4	28	60	3	0	1	0	0	0	0	0	0	1	22	0
V68	68	121	0	209	85	13	0	122	18	1	0	0	0	19	6	0
V69	31	0	33	111	1	0	0	9	0	6	0	0	0	0	10	0
V70	48	74	57	107	2	2	10	0	0	9	0	0	9	11	19	10
V71	24	0	66	0	61	127	29	0	0	6	73	0	0	0	0	0
V72	69	71	16	2	0	1	0	0	0	0	0	0	0	0	1	0
V73	42	15	1	0	0	15	5	0	0	0	12	19	0	0	0	0
V74	82	9	68	21	0	147	51	71	0	55	9	33	0	10	7	1
V75	37	1	26	0	0	1	1	0	0	0	0	0	0	11	1	0
V76	0	42	251	242	3	37	72	57	5	0	0	0	35	82	10	0
V77	0	144	11	11	0	0	13	0	0	0	0	47	0	0	0	0
V78	29	47	25	3	83	0	27	34	0	14	10	7	0	0	0	0
V79	71	10	66	1	0	24	33	0	0	17	0	12	0	0	0	17
V80	191	70	26	17	10	14	7	8	83	10	45	0	0	0	14	0
V81	87	44	43	0	0	10	9	0	54	0	0	0	0	0	0	0
V82	0	1	27	52	0	17	0	0	3	1	0	0	0	26	10	0
V83	38	58	6	11	20	10	37	12	0	49	0	0	0	0	2	0
V84	0	0	370	31	7	5	6	0	0	0	0	0	0	9	1	0
V85	3	27	114	97	90	13	12	0	0	18	72	2	0	0	0	0
V86	42	46	22	10	11	36	50	0	0	42	28	0	0	0	0	0
V87	110	89	15	37	153	0	22	144	7	0	0	7	0	0	0	0
V88	96	0	0	0	9	0	18	27	0	0	0	0	2	12	0	0
V89	57	72	24	47	35	24	8	23	0	6	20	0	0	0	0	34
V90	170	211	30	11	129	3	28	9	19	0	25	0	10	0	0	8
V91	5	5	76	11	55	0	6	14	1	21	0	0	51	0	0	0
V92	16	225	0	15	2	0	0	0	24	0	0	10	0	0	1	0
V93	49	88	4	0	0	38	0	0	0	5	0	30	0	0	1	0
V94	203	5	96	20	19	7	40	38	52	0	0	0	34	0	10	5
V95	2	28	96	65	8	12	20	12	0	0	10	0	0	0	11	13
V96	89	1	36	1	93	14	7	36	0	8	32	0	0	0	9	0
V97	165	199	99	25	1	6	0	0	10	0	0	0	3	0	14	0
V98	135	55	0	6	0	12	36	0	42	0	0	2	11	0	0	40
V99	0	148	7	3	0	0	38	7	0	31	14	4	0	0	0	0
V100	250	8	34	1	0	3	119	1	39	35	0	0	0	0	11	0
