Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	7.48E-01	3.57E+00	2.34E+00	2.56E+00	3.46E+00	2.44E+00
V2	1.10E+00	6.37E-01	1.91E+00	6.37E-01	9.48E-01	1.95E+00
V3	2.98E+00	1.54E+00	1.80E+00	2.00E-01	1.66E+00	3.22E+00
V4	3.71E-01	4.67E-01	1.24E+00	3.47E+00	2.00E+00	3.10E+00
V5	1.74E+00	3.71E-01	2.26E+00	1.94E+00	1.53E+00	3.44E+00
V6	1.53E+00	3.08E+00	6.90E-01	2.69E-01	2.91E+00	4.48E+00
V7	2.10E+00	2.45E+00	1.22E+00	2.21E-01	1.10E+00	1.96E+00
V8	1.69E+00	2.17E+00	9.64E-01	1.43E+00	3.19E+00	5.97E-01
V9	4.41E+00	3.26E+00	2.66E+00	3.00E-01	1.77E+00	1.16E+00
V10	2.28E+00	2.07E+00	9.83E-01	4.73E-01	1.71E+00	4.53E-01
V11	1.98E+00	1.22E+00	6.80E-01	2.57E+00	1.84E+00	1.10E+00
V12	3.14E-01	8.06E-01	1.22E+00	1.65E+00	1.55E+00	0.00E+00
V13	8.54E-01	1.00E+00	1.79E+00	1.39E+00	1.81E+00	2.28E+00
V14	6.80E-01	2.58E-01	1.17E+00	1.48E+00	2.00E-01	4.48E-01
V15	6.90E-01	3.22E+00	2.03E+00	3.71E-01	1.49E+00	3.26E+00
V16	2.02E+00	5.54E-01	0.00E+00	1.45E+00	9.09E-01	8.41E-01
V17	1.66E+00	3.28E+00	1.34E+00	5.59E-01	1.39E+00	5.62E-01
V18	1.61E+00	2.21E-01	3.48E-01	6.23E-01	2.68E+00	2.80E+00
V19	1.99E+00	2.55E+00	9.91E-01	7.90E-01	2.05E+00	1.17E+00
V20	8.43E-01	1.78E+00	1.83E+00	2.62E+00	2.50E+00	5.00E+00
V21	1.11E+00	4.96E-01	2.53E+00	3.99E+00	1.24E+00	1.32E+00
V22	4.67E-01	1.49E+00	8.27E-01	1.48E+00	5.42E-01	4.58E-01
V23	9.12E-01	1.25E+00	1.61E+00	1.46E+00	2.05E+00	2.51E+00
V24	7.22E-01	2.99E+00	1.30E+00	1.31E+00	2.32E+00	2.84E+00
V25	0.00E+00	1.40E+00	0.00E+00	1.59E+00	0.00E+00	1.49E+00
V26	2.88E+00	1.97E+00	1.61E+00	3.14E+00	1.79E+00	1.51E+00
V27	8.00E-01	4.99E-01	0.00E+00	1.23E+00	8.31E-01	5.04E-01
V28	0.00E+00	1.73E+00	9.80E-01	1.19E+00	1.76E+00	1.17E+00
V29	0.00E+00	0.00E+00	1.38E+00	1.74E+00	1.21E+00	1.00E-01
V30	1.55E+00	1.32E+00	2.82E+00	2.44E+00	2.67E+00	1.86E+00
V31	1.92E+00	1.53E+00	1.28E+00	9.87E-01	1.67E+00	0.00E+00
V32	6.05E-01	2.13E+00	7.12E-01	1.33E+00	2.25E+00	0.00E+00
V33	0.00E+00	4.51E+00	1.42E+00	3.10E+00	1.53E+00	2.78E+00
V34	1.19E+00	2.60E+00	8.72E-01	3.27E+00	2.01E+00	9.98E-01
V35	1.16E+00	1.07E+00	1.44E+00	2.09E+00	1.80E+00	1.44E+00
V36	3.07E-01	1.47E+00	5.33E-01	2.73E+00	1.59E+00	0.00E+00
V37	2.42E+00	1.13E+00	2.58E-01	1.72E+00	1.77E+00	1.81E+00
V38	4.53E+00	2.05E+00	1.23E+00	4.99E-01	3.37E+00	2.16E+00
V39	9.33E-01	1.81E+00	1.86E+00	1.31E+00	1.16E+00	0.00E+00
V40	5.97E-01	1.28E+00	2.52E+00	1.96E+00	1.33E+00	1.19E+00
V41	1.96E+00	2.13E-01	9.36E-01	3.73E-01	3.13E+00	2.10E+00
V42	2.92E+00	0.00E+00	1.10E+00	1.86E+00	2.42E+00	3.06E+00
V43	2.00E+00	3.94E+00	3.27E+00	1.16E+00	4.19E+00	3.39E+00
V44	3.25E+00	2.36E+00	2.19E+00	2.02E+00	2.10E+00	4.71E+00
V45	1.45E+00	8.44E-01	6.11E-01	1.51E+00	2.21E-01	1.16E+00
V46	0.00E+00	1.96E+00	2.02E+00	0.00E+00	1.29E+00	0.00E+00
V47	3.42E+00	2.24E+00	2.52E+00	2.69E+00	3.90E+00	3.27E+00
V48	0.00E+00	7.72E-01	3.14E-01	1.48E+00	1.51E+00	1.72E+00
V49	3.67E+00	1.98E+00	1.04E+00	1.13E+00	1.43E+00	2.08E+00
V50	1.00E+00	0.00E+00	0.00E+00	0.00E+00	2.13E-01	1.06E+00
V51	1.54E+00	1.37E+00	2.22E+00	2.98E-01	0.00E+00	1.22E+00
V52	8.41E-01	2.56E+00	8.36E-01	3.22E+00	2.31E+00	2.53E+00
V53	2.50E+00	1.06E+00	6.63E-01	1.74E+00	9.09E-01	1.11E+00
V54	1.23E+00	1.33E+00	1.97E+00	2.34E+00	0.00E+00	1.22E+00
V55	3.38E+00	1.59E+00	0.00E+00	8.33E-01	3.40E+00	0.00E+00
V56	9.19E-01	8.33E-01	2.95E+00	2.29E+00	7.72E-01	9.19E-01
V57	1.74E+00	2.61E+00	1.81E+00	1.42E+00	2.13E+00	2.59E+00
V58	2.01E+00	7.95E-01	2.40E+00	2.48E+00	1.71E+00	2.21E-01
V59	9.43E-01	3.24E+00	3.48E-01	1.84E+00	1.15E+00	3.84E+00
V60	1.18E+00	2.34E+00	6.51E-01	2.21E+00	7.42E-01	1.24E+00
V61	8.03E-01	2.39E+00	1.76E+00	9.52E-01	2.45E+00	3.45E+00
V62	2.11E+00	2.24E+00	1.97E+00	8.03E-01	1.86E+00	1.70E+00
V63	2.63E+00	1.84E+00	2.63E+00	9.17E-01	2.94E+00	2.06E+00
V64	2.52E+00	2.74E+00	0.00E+00	1.00E+00	4.00E-01	1.03E+00
V65	8.54E-01	1.29E+00	2.18E+00	3.89E-01	1.57E+00	0.00E+00
V66	1.12E+00	7.67E-01	2.91E+00	1.33E-01	3.22E+00	2.18E+00
V67	1.57E+00	3.40E-01	2.03E+00	4.94E-01	1.76E+00	1.36E+00
V68	2.29E+00	1.74E+00	2.77E-01	1.81E+00	1.47E+00	0.00E+00
V69	1.97E+00	2.78E+00	2.27E+00	1.33E-01	5.27E+00	8.83E-01
V70	2.32E+00	7.61E-01	2.26E+00	0.00E+00	1.69E+00	0.00E+00
V71	9.17E-01	4.28E+00	9.91E-01	6.90E-01	3.17E+00	3.80E+00
V72	2.55E+00	3.94E-01	4.58E-01	2.26E+00	7.75E-01	2.03E+00
V73	1.03E+00	2.17E+00	1.89E+00	1.67E+00	9.89E-01	0.00E+00
V74	1.22E+00	1.83E+00	8.70E-01	6.29E-01	1.92E+00	8.98E-01
V75	2.69E+00	8.72E-01	2.80E+00	2.67E-01	0.00E+00	1.72E+00
V76	2.15E+00	2.93E+00	7.61E-01	1.33E-01	1.25E+00	0.00E+00
V77	1.55E+00	8.09E-01	4.67E-01	1.40E+00	1.35E+00	1.52E+00
V78	1.61E+00	1.01E+00	1.42E+00	0.00E+00	1.26E+00	0.00E+00
V79	1.88E+00	2.73E+00	1.73E+00	1.00E-01	2.95E+00	7.72E-01
V80	4.71E-01	8.33E-01	1.59E+00	7.48E-01	1.58E+00	2.49E-01
V81	2.98E+00	1.41E+00	6.51E-01	1.96E+00	8.95E-01	2.54E+00
V82	8.09E-01	2.09E+00	6.80E-01	4.16E-01	1.31E+00	9.94E-01
V83	1.60E+00	9.00E-01	7.75E-01	1.50E+00	1.19E+00	1.97E+00
V84	2.52E+00	3.25E+00	5.96E-01	2.46E+00	9.98E-01	3.42E+00
V85	3.03E+00	1.05E+00	2.76E+00	7.89E-01	2.28E+00	1.72E+00
V86	2.97E+00	1.86E+00	5.19E+00	3.09E+00	3.45E+00	2.31E+00
V87	3.39E+00	2.10E+00	3.48E+00	8.70E-01	2.12E+00	0.00E+00
V88	7.86E-01	2.99E+00	1.78E+00	2.83E+00	1.99E+00	1.92E+00
V89	1.31E+00	2.69E-01	2.13E-01	2.09E+00	1.73E+00	1.45E+00
V90	2.02E+00	4.58E+00	1.04E+00	8.84E-01	3.12E+00	2.88E+00
V91	1.01E+00	1.31E+00	6.74E-01	0.00E+00	6.40E-01	1.32E+00
