MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.61E-03	7.12E-03	4.70E-02	2.28E-02	1.12E-03
1:Del:C:1	1.61E-03	2.07E-03	1.01E-02	4.63E-03	8.14E-04
1:Del:C:2	1.47E-04	9.21E-05	1.95E-04	1.04E-04	1.95E-04
1:Del:C:3	1.11E-04	4.91E-04	9.31E-04	7.36E-04	4.24E-04
1:Del:C:4	3.16E-04	1.67E-04	1.63E-03	8.99E-04	2.75E-04
1:Del:C:5	7.92E-06	2.32E-04	5.92E-04	9.61E-04	2.35E-04
1:Del:T:0	1.42E-03	1.32E-03	9.84E-03	5.71E-03	1.28E-03
1:Del:T:1	7.27E-04	1.09E-03	4.49E-03	1.93E-03	4.67E-04
1:Del:T:2	1.21E-03	2.20E-03	1.31E-02	5.51E-03	8.55E-04
1:Del:T:3	1.07E-03	1.39E-03	1.34E-02	6.87E-03	8.90E-04
1:Del:T:4	1.26E-03	1.90E-03	1.53E-02	7.20E-03	7.16E-04
1:Del:T:5	6.38E-07	3.11E-06	4.77E-03	4.42E-02	5.68E-04
1:Ins:C:0	5.90E-06	5.80E-08	4.19E-04	1.11E-04	3.07E-04
1:Ins:C:1	6.64E-03	7.07E-08	9.13E-08	1.93E-08	3.26E-08
1:Ins:C:2	5.24E-05	1.49E-06	1.12E-04	8.11E-05	0.00E+00
1:Ins:C:3	3.32E-09	2.32E-04	3.38E-05	3.49E-05	1.61E-04
1:Ins:C:4	1.43E-04	1.90E-04	7.17E-06	3.23E-04	7.35E-04
1:Ins:C:5	2.20E-06	1.05E-03	4.35E-04	1.03E-03	1.71E-04
1:Ins:T:0	2.15E-04	7.43E-04	1.85E-03	9.23E-04	3.02E-04
1:Ins:T:1	1.08E-04	2.33E-04	6.70E-04	5.42E-04	3.83E-04
1:Ins:T:2	2.36E-09	1.95E-04	3.71E-04	2.74E-04	0.00E+00
1:Ins:T:3	4.58E-05	5.65E-04	4.41E-04	4.46E-04	3.00E-04
1:Ins:T:4	1.75E-04	6.59E-04	2.38E-04	5.63E-04	2.35E-04
1:Ins:T:5	3.49E-08	1.14E-02	1.23E-04	7.20E-04	2.12E-04
2:Del:R:0	1.76E-04	1.44E-04	1.36E-03	9.81E-04	5.12E-04
2:Del:R:1	4.45E-04	3.17E-04	6.62E-04	5.55E-04	3.54E-04
2:Del:R:2	0.00E+00	3.66E-04	2.08E-04	3.64E-04	1.89E-04
2:Del:R:3	9.80E-05	1.61E-04	1.82E-04	2.35E-04	0.00E+00
2:Del:R:4	3.50E-05	3.71E-08	2.25E-04	1.18E-04	8.77E-05
2:Del:R:5	5.22E-04	2.11E-04	4.01E-05	4.75E-05	0.00E+00
3:Del:R:0	0.00E+00	1.77E-04	7.35E-04	2.75E-04	4.82E-04
3:Del:R:1	1.87E-04	3.92E-04	1.11E-03	6.66E-04	3.37E-04
3:Del:R:2	2.13E-04	1.39E-04	4.26E-04	1.79E-04	2.29E-05
3:Del:R:3	2.51E-08	1.60E-08	1.09E-07	1.06E-08	1.95E-02
3:Del:R:4	2.72E-09	5.62E-09	2.88E-08	1.49E-08	5.16E-09
3:Del:R:5	3.82E-08	3.49E-08	4.29E-07	3.68E-08	7.29E-05
4:Del:R:0	9.98E-05	1.99E-04	4.57E-04	3.33E-04	7.27E-05
4:Del:R:1	3.50E-04	2.89E-04	1.11E-03	6.07E-04	0.00E+00
4:Del:R:2	3.24E-04	0.00E+00	2.52E-04	1.12E-04	0.00E+00
4:Del:R:3	2.72E-09	5.62E-09	2.88E-08	1.49E-08	5.16E-09
4:Del:R:4	2.72E-09	5.62E-09	2.88E-08	1.49E-08	5.16E-09
4:Del:R:5	4.59E-08	5.33E-08	5.69E-05	2.55E-05	5.87E-08
5:Del:R:0	1.88E-03	1.77E-03	3.99E-02	1.44E-02	7.53E-03
5:Del:R:1	8.96E-05	3.31E-09	3.45E-04	5.56E-04	5.81E-04
5:Del:R:2	7.27E-05	2.81E-05	1.63E-04	2.12E-04	9.27E-05
5:Del:R:3	3.88E-08	4.70E-08	5.67E-08	3.77E-08	1.10E-04
5:Del:R:4	4.81E-08	5.66E-05	5.69E-08	4.39E-05	6.89E-08
5:Del:R:5	2.72E-09	5.62E-09	2.88E-08	1.49E-08	5.16E-09
2:Ins:R:0	1.05E-08	2.31E-09	3.93E-04	2.48E-04	4.13E-05
2:Ins:R:1	6.70E-05	1.06E-04	2.97E-04	1.99E-04	8.69E-05
2:Ins:R:2	6.44E-09	1.28E-04	2.76E-04	2.23E-04	0.00E+00
2:Ins:R:3	4.81E-05	1.10E-04	3.57E-04	1.49E-04	1.19E-04
2:Ins:R:4	3.98E-05	3.36E-04	2.21E-04	1.67E-04	2.80E-04
2:Ins:R:5	1.14E-04	7.94E-04	5.52E-04	8.93E-04	4.92E-04
3:Ins:R:0	9.05E-09	7.71E-05	1.49E-04	7.57E-05	1.66E-05
3:Ins:R:1	6.85E-09	8.60E-06	2.26E-04	1.95E-04	0.00E+00
3:Ins:R:2	3.13E-08	3.66E-05	9.30E-05	1.89E-04	4.45E-08
3:Ins:R:3	2.72E-09	5.62E-09	2.88E-08	1.49E-08	5.16E-09
3:Ins:R:4	3.13E-08	1.73E-05	4.27E-05	9.36E-05	4.02E-08
3:Ins:R:5	3.94E-07	1.38E-04	2.29E-05	2.31E-04	6.46E-05
4:Ins:R:0	6.17E-05	0.00E+00	1.06E-04	2.34E-04	9.49E-06
4:Ins:R:1	1.84E-04	1.11E-04	3.79E-04	2.46E-04	1.25E-04
