MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.97E-02	3.06E-04	2.61E-02	2.37E-02
1:Del:C:1	7.68E-03	2.22E-04	8.15E-03	7.51E-03
1:Del:C:2	3.90E-04	1.36E-04	3.87E-04	3.49E-04
1:Del:C:3	9.31E-04	2.10E-04	8.28E-04	6.46E-04
1:Del:C:4	7.19E-04	7.89E-05	5.34E-04	7.90E-04
1:Del:C:5	2.56E-04	7.67E-05	8.37E-04	1.44E-03
1:Del:T:0	6.77E-03	1.79E-04	7.70E-03	6.79E-03
1:Del:T:1	3.56E-03	8.57E-05	4.30E-03	3.50E-03
1:Del:T:2	6.66E-03	9.98E-05	7.07E-03	5.96E-03
1:Del:T:3	7.16E-03	3.69E-04	8.12E-03	6.63E-03
1:Del:T:4	6.69E-03	6.41E-04	6.81E-03	4.99E-03
1:Del:T:5	1.62E-03	3.21E-03	3.34E-02	8.61E-02
1:Ins:C:0	3.14E-04	3.16E-05	9.51E-05	1.49E-04
1:Ins:C:1	1.80E-04	4.45E-05	1.80E-07	5.09E-05
1:Ins:C:2	6.90E-05	3.83E-06	4.01E-05	2.50E-05
1:Ins:C:3	1.70E-02	1.09E-03	1.11E-02	1.46E-02
1:Ins:C:4	1.13E-04	7.13E-08	2.80E-04	1.76E-04
1:Ins:C:5	4.30E-05	9.64E-04	2.61E-03	1.49E-03
1:Ins:T:0	6.01E-04	1.58E-04	6.45E-04	6.15E-04
1:Ins:T:1	8.00E-04	4.99E-09	8.32E-04	8.15E-04
1:Ins:T:2	3.85E-04	7.25E-09	1.56E-04	2.38E-04
1:Ins:T:3	2.47E-04	3.94E-05	2.62E-04	1.79E-04
1:Ins:T:4	2.99E-04	5.92E-04	1.08E-03	3.19E-04
1:Ins:T:5	3.73E-03	3.61E-02	8.20E-02	7.24E-03
2:Del:R:0	6.61E-04	6.63E-05	1.16E-03	1.17E-03
2:Del:R:1	8.54E-04	2.85E-04	6.43E-04	7.70E-04
2:Del:R:2	1.96E-04	1.83E-04	1.26E-04	2.51E-04
2:Del:R:3	2.54E-05	1.17E-08	1.17E-05	1.40E-04
2:Del:R:4	3.28E-07	2.90E-03	2.23E-04	4.95E-05
2:Del:R:5	1.08E-04	7.58E-09	8.77E-06	7.47E-05
3:Del:R:0	9.47E-04	1.17E-04	2.73E-04	3.85E-04
3:Del:R:1	3.78E-04	2.51E-04	3.86E-04	5.27E-04
3:Del:R:2	1.52E-04	5.12E-05	1.59E-04	2.75E-04
3:Del:R:3	4.90E-05	2.25E-08	7.29E-05	3.52E-05
3:Del:R:4	1.77E-08	5.58E-09	1.28E-08	1.77E-08
3:Del:R:5	1.77E-08	5.58E-09	1.28E-08	1.77E-08
4:Del:R:0	5.97E-04	9.69E-05	1.93E-04	4.49E-04
4:Del:R:1	3.58E-04	1.58E-04	2.74E-04	3.46E-04
4:Del:R:2	5.02E-05	1.53E-08	5.56E-05	4.90E-05
4:Del:R:3	2.54E-05	2.64E-08	5.08E-08	4.88E-08
4:Del:R:4	1.77E-08	5.58E-09	1.28E-08	1.77E-08
4:Del:R:5	5.62E-08	2.09E-08	5.64E-08	8.25E-05
5:Del:R:0	1.47E-02	1.35E-03	1.58E-03	8.32E-03
5:Del:R:1	7.40E-05	1.37E-04	2.42E-04	6.56E-04
5:Del:R:2	1.80E-05	5.39E-05	4.65E-08	1.35E-04
