MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	3.16E-04	5.60E-04	2.29E-03	2.78E-03	9.48E-03	1.34E-03	2.04E-02
1:Del:C:1	7.26E-04	6.18E-04	0.00E+00	3.85E-03	9.72E-03	3.55E-04	2.21E-02
1:Del:C:2	2.36E-04	0.00E+00	2.12E-04	5.56E-04	4.72E-04	4.71E-04	9.04E-04
1:Del:C:3	2.02E-04	3.24E-04	2.82E-04	7.52E-04	1.94E-03	8.98E-04	3.27E-03
1:Del:C:4	0.00E+00	2.88E-08	4.63E-04	1.28E-04	1.25E-03	2.14E-04	2.20E-03
1:Del:C:5	1.36E-04	2.75E-04	3.12E-03	3.59E-04	3.79E-05	1.37E-03	2.03E-03
1:Del:T:0	3.45E-04	5.26E-04	1.01E-03	2.67E-03	5.31E-03	1.02E-03	2.09E-02
1:Del:T:1	2.91E-06	1.66E-04	1.40E-46	8.81E-04	1.91E-03	4.79E-04	3.41E-03
1:Del:T:2	2.73E-04	1.49E-03	1.22E-03	1.94E-03	9.24E-03	5.42E-04	2.19E-02
1:Del:T:3	1.39E-03	5.66E-04	2.57E-03	4.78E-04	8.58E-03	2.93E-03	2.34E-02
1:Del:T:4	3.69E-04	8.85E-04	3.31E-03	9.16E-04	5.21E-03	1.67E-03	7.51E-03
1:Del:T:5	2.93E-08	1.19E-07	6.68E-03	2.08E-07	1.34E-07	1.90E-07	9.55E-02
1:Ins:C:0	2.71E-08	1.25E-04	1.15E-04	2.55E-04	1.26E-08	2.47E-04	3.98E-04
1:Ins:C:1	2.40E-08	2.56E-04	1.90E-04	2.96E-04	4.04E-08	3.57E-08	6.35E-04
1:Ins:C:2	0.00E+00	5.84E-05	0.00E+00	4.73E-04	3.38E-04	1.63E-04	1.48E-03
1:Ins:C:3	5.40E-05	8.72E-05	1.10E-08	1.23E-08	1.70E-04	6.36E-05	1.88E-04
1:Ins:C:4	1.54E-04	2.49E-08	4.08E-04	2.19E-04	1.71E-08	1.63E-09	1.13E-03
1:Ins:C:5	2.41E-04	8.76E-04	1.02E-03	0.00E+00	2.20E-05	9.59E-08	2.18E-03
1:Ins:T:0	7.34E-05	1.28E-04	4.67E-05	8.22E-04	1.54E-03	1.74E-04	3.53E-03
1:Ins:T:1	6.32E-04	0.00E+00	5.46E-04	9.84E-04	1.16E-03	2.33E-04	3.46E-03
1:Ins:T:2	8.53E-05	2.15E-04	2.25E-04	2.60E-04	2.38E-04	7.02E-04	8.44E-04
1:Ins:T:3	7.77E-05	3.87E-04	1.11E-04	2.98E-04	2.17E-04	2.68E-04	1.02E-03
1:Ins:T:4	4.55E-05	1.69E-03	1.24E-04	0.00E+00	8.06E-04	5.06E-04	8.94E-04
1:Ins:T:5	5.65E-04	4.13E-03	6.45E-08	4.72E-03	9.19E-04	2.96E-08	8.49E-02
2:Del:R:0	0.00E+00	2.31E-04	1.26E-04	3.52E-04	1.13E-03	8.04E-04	2.33E-03
2:Del:R:1	8.81E-05	2.73E-04	5.22E-04	7.84E-04	3.18E-04	2.25E-04	1.99E-03
2:Del:R:2	9.34E-05	1.70E-04	1.37E-04	0.00E+00	2.27E-04	0.00E+00	6.26E-04
2:Del:R:3	4.35E-09	3.25E-08	2.19E-04	5.31E-05	3.58E-08	7.43E-05	3.08E-04
2:Del:R:4	4.06E-08	1.06E-04	3.68E-04	1.38E-04	1.95E-04	1.97E-04	1.03E-04
2:Del:R:5	2.75E-03	2.21E-08	6.48E-08	8.09E-08	6.65E-08	1.94E-07	7.16E-02
3:Del:R:0	7.47E-08	1.85E-04	4.59E-07	8.46E-04	3.47E-07	6.12E-03	5.70E-02
3:Del:R:1	7.18E-04	5.68E-04	8.06E-04	2.81E-05	7.95E-04	1.59E-03	4.09E-03
3:Del:R:2	0.00E+00	2.05E-04	2.18E-04	2.42E-04	4.83E-04	0.00E+00	1.19E-03
3:Del:R:3	5.52E-04	1.04E-04	1.05E-04	1.47E-04	3.55E-04	4.11E-03	7.19E-03
3:Del:R:4	4.43E-09	8.00E-09	1.27E-08	1.37E-08	8.80E-09	3.05E-08	6.67E-08
3:Del:R:5	6.73E-05	1.51E-08	3.49E-08	2.56E-08	7.45E-08	1.28E-07	6.76E-08
4:Del:R:0	1.18E-03	4.23E-04	3.30E-04	5.17E-04	3.17E-04	8.79E-04	4.30E-03
4:Del:R:1	1.29E-05	3.35E-04	3.68E-04	3.71E-04	6.23E-04	1.75E-03	3.47E-03
4:Del:R:2	2.59E-04	0.00E+00	1.45E-04	2.00E-04	5.63E-04	0.00E+00	1.73E-03
4:Del:R:3	4.43E-09	8.00E-09	1.27E-08	1.37E-08	8.80E-09	3.05E-08	6.67E-08
4:Del:R:4	4.43E-09	8.00E-09	1.27E-08	1.37E-08	8.80E-09	3.05E-08	6.67E-08
4:Del:R:5	4.43E-09	8.00E-09	1.27E-08	1.37E-08	8.80E-09	3.05E-08	6.67E-08
5:Del:R:0	2.43E-08	6.83E-08	6.70E-04	5.32E-03	3.00E-04	9.23E-04	3.55E-02
