NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.639	26.328	19.253	17.491	0.155	0.979	40000.0
2	72.359	26.562	19.195	17.423	0.152	0.979	30000.0
3	67.34	24.029	17.447	15.123	0.137	0.985	40000.0
4	66.562	24.154	17.251	15.365	0.139	0.984	40000.0
5	70.768	25.382	18.43	16.065	0.146	0.983	40000.0
6	67.565	24.589	18.255	16.04	0.141	0.982	40000.0
7	72.499	26.215	18.986	16.599	0.151	0.981	30000.0
8	72.746	26.312	19.667	17.294	0.15	0.98	20000.0
9	70.394	25.591	18.905	16.699	0.147	0.982	40000.0
10	75.542	27.466	20.829	18.335	0.152	0.977	30000.0
