Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	225	0	6	46	0	1	14	1	0	8	26	17	60
V2	77	664	211	2	6	55	41	5	6	108	57	0	13
V3	53	11	22	0	0	46	0	45	0	0	1	3	0
V4	101	22	1	27	48	24	0	81	4	0	10	21	0
V5	17	31	53	2	0	2	11	5	0	15	27	0	6
V6	20	0	22	80	24	24	100	25	33	45	21	62	0
V7	4	5	3	35	0	0	45	0	0	26	0	0	0
V8	0	64	48	9	86	25	40	40	15	54	5	23	8
V9	8	1	1	126	0	2	0	0	0	0	0	2	0
V10	14	9	0	18	48	1	42	0	15	14	11	6	0
V11	95	39	32	6	71	8	1	1	63	1	2	0	6
V12	82	0	1	0	0	8	0	23	0	0	0	0	0
V13	8	60	7	4	140	44	15	30	156	57	0	0	0
V14	71	6	4	35	23	3	180	0	5	98	34	42	0
V15	102	30	30	2	63	28	4	70	15	17	3	0	0
V16	189	26	16	22	4	11	2	6	5	3	8	0	0
V17	0	55	276	0	7	5	8	0	2	7	0	19	0
V18	44	8	3	3	59	38	7	78	21	5	0	8	0
V19	53	0	1	73	23	1	0	0	13	0	6	30	0
V20	269	0	0	2	0	1	0	0	0	0	6	39	0
V21	93	58	32	88	16	9	11	3	28	0	2	0	0
V22	35	54	16	28	3	10	40	0	31	20	13	1	0
V23	748	188	138	0	0	34	0	47	0	0	52	85	1
V24	11	169	84	1	23	11	44	15	0	1	11	3	22
V25	6	30	70	156	25	56	10	86	17	0	0	4	0
V26	16	15	6	13	136	5	11	16	10	0	0	0	0
V27	135	11	2	6	9	29	16	10	9	30	36	20	0
V28	126	11	1	23	41	21	0	0	18	0	29	28	0
V29	5	6	31	3	34	2	110	7	17	30	25	7	81
V30	7	14	58	7	0	265	25	189	0	52	10	0	0
V31	15	13	56	236	10	8	3	2	21	1	3	0	0
V32	100	10	2	0	41	61	7	21	52	7	0	0	0
V33	40	34	37	61	10	92	10	178	34	0	0	0	0
V34	0	0	9	45	0	10	0	3	0	0	0	0	0
V35	3	30	92	228	0	64	70	30	3	26	5	15	0
V36	0	99	196	69	21	0	69	0	0	70	15	93	0
V37	72	35	12	0	16	18	6	13	6	0	0	2	12
V38	235	6	8	180	25	1	6	5	12	0	19	0	0
V39	65	4	0	9	10	163	16	29	3	12	18	3	0
V40	0	0	0	7	0	5	2	2	3	3	0	1	0
V41	19	0	9	19	1	10	1	2	0	3	19	16	0
V42	0	32	16	5	40	2	28	2	55	5	7	0	0
V43	7	118	129	43	0	6	10	0	0	1	4	0	62
V44	0	0	13	26	8	1	76	7	14	99	26	13	67
V45	201	5	0	8	3	2	1	2	2	0	14	2	0
V46	77	18	5	9	0	44	4	34	0	0	2	14	0
V47	222	76	240	64	37	48	0	4	2	0	9	21	0
V48	0	85	46	0	101	87	3	105	10	20	12	20	0
V49	142	60	83	22	33	185	12	53	11	4	22	0	19
V50	5	0	1	0	11	30	44	2	0	32	1	9	20
V51	48	0	0	98	2	28	0	21	0	1	0	7	0
V52	20	29	162	25	662	25	14	44	267	0	0	0	0
V53	54	37	43	1	204	17	43	2	153	0	6	0	0
V54	18	54	54	5	7	3	0	0	9	1	0	0	0
V55	195	47	76	104	15	12	35	1	0	42	28	6	2
V56	173	34	1	51	135	0	10	0	111	0	0	31	33
V57	84	3	0	1	0	47	26	108	0	13	3	2	0
V58	2	42	63	13	19	59	102	35	4	0	21	4	2
V59	7	28	14	138	10	33	15	54	0	0	0	28	0
V60	0	8	1	0	0	2	76	0	0	67	7	31	0
V61	8	91	78	15	9	100	144	64	28	19	16	14	0
V62	0	81	77	3	2	3	9	0	15	20	7	0	0
V63	34	26	42	0	7	282	28	0	3	24	19	23	13
V64	169	0	0	100	15	10	30	27	4	45	21	42	106
V65	0	26	75	26	0	11	20	41	0	3	0	16	0
V66	84	40	3	34	89	13	6	2	83	0	9	0	46
V67	85	52	67	31	2	11	43	1	4	23	37	0	0
V68	11	10	25	29	25	74	16	41	28	0	2	2	0
V69	201	28	45	15	48	4	38	15	21	18	12	0	0
V70	34	6	4	15	1	60	12	37	43	0	0	0	0
V71	30	4	33	8	0	42	0	19	0	0	31	20	0
V72	3	80	46	4	15	2	0	3	32	4	0	0	0
V73	0	12	11	0	52	15	70	0	1	37	7	18	41
V74	6	132	22	8	0	0	12	0	0	2	5	4	0
V75	202	38	19	48	0	3	219	9	0	67	169	0	163
V76	85	74	58	43	0	0	4	0	10	14	12	9	74
V77	0	149	59	46	14	15	200	29	24	90	55	123	0
V78	1	112	65	12	0	78	0	69	0	0	0	0	0
V79	88	48	19	3	52	7	2	15	105	0	9	0	0
V80	76	29	2	22	57	17	26	35	86	26	34	0	0
V81	78	49	36	14	21	86	1	10	0	0	4	0	0
V82	23	17	13	10	11	6	14	4	6	3	4	17	112
V83	166	17	114	34	9	9	0	9	10	11	25	0	0
V84	78	37	29	4	10	54	3	13	4	7	0	0	0
V85	7	7	1	50	19	4	3	34	10	5	0	0	0
V86	12	17	4	0	27	1	28	13	127	4	10	56	31
V87	21	71	33	15	3	2	3	6	0	6	5	32	0
V88	13	28	19	37	0	15	13	51	0	2	7	0	0
V89	51	3	0	85	0	178	0	42	3	0	3	0	0
V90	11	6	22	4	0	0	0	0	0	1	0	0	0
V91	20	104	94	10	109	2	87	0	80	103	69	0	0
V92	15	4	4	0	0	21	21	26	0	17	12	21	34
V93	0	1	18	1	0	22	37	29	0	41	16	4	0
V94	19	18	9	8	36	10	13	8	25	6	0	0	0
V95	0	2	0	0	4	63	19	54	0	7	0	3	8
V96	266	58	74	263	141	5	15	0	28	18	24	52	55
V97	70	0	8	1	0	28	13	28	1	13	6	0	0
V98	29	45	40	39	3	10	0	2	0	0	12	2	0
V99	68	80	118	66	8	9	32	8	9	0	11	0	0
V100	2	19	38	2	5	0	17	1	0	10	4	0	0
