Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	58	5	18	0	14	21	0	93	0	39	8	1	0	4	0
V2	22	5	9	10	0	3	0	3	0	7	1	1	0	0	7
V3	0	15	52	3	6	3	8	0	15	7	16	6	13	4	0
V4	0	17	0	52	54	112	31	20	41	0	0	20	0	39	0
V5	70	50	0	36	47	2	21	0	49	0	0	39	131	27	0
V6	79	0	27	0	5	8	6	0	7	15	9	0	35	3	1
V7	63	30	355	21	6	22	0	19	29	47	58	0	0	0	0
V8	27	58	116	10	7	20	2	22	8	41	16	6	0	8	0
V9	219	30	3	17	71	25	89	40	13	18	3	1	0	0	28
V10	9	31	25	13	13	20	0	14	10	35	7	12	0	30	0
V11	47	0	52	1	0	10	0	0	0	18	31	1	18	0	0
V12	15	87	24	39	0	38	0	14	0	47	7	14	0	27	0
V13	2	11	12	52	2	7	0	68	0	5	4	21	4	19	0
V14	13	2	3	94	30	11	0	16	195	0	0	62	0	23	0
V15	111	0	28	0	1	0	7	0	3	0	13	0	7	5	4
V16	201	0	0	0	19	0	27	0	19	0	0	0	0	32	0
V17	0	0	59	0	31	0	30	0	0	0	28	0	10	0	0
V18	0	15	62	4	92	7	10	3	0	2	39	0	0	0	0
V19	11	6	63	3	21	15	25	19	0	22	2	0	0	2	0
V20	9	16	22	221	27	1	74	0	63	0	4	0	0	1	0
V21	29	143	10	30	0	4	0	8	18	0	0	36	19	0	69
V22	1	57	1	4	0	0	0	5	2	0	1	3	0	3	6
V23	183	139	0	30	13	15	6	26	8	19	0	5	2	0	0
V24	31	23	42	19	1	44	4	31	0	26	4	0	0	23	0
V25	23	0	102	1	2	0	0	0	0	0	10	0	0	0	0
V26	255	0	5	56	5	10	27	19	57	4	3	7	5	11	19
V27	5	1	47	0	37	0	36	0	0	0	25	0	18	0	0
V28	13	91	136	56	88	0	0	0	0	4	81	15	0	0	2
V29	2	10	0	1	7	0	1	0	1	0	0	0	6	0	0
V30	0	58	0	0	78	0	102	0	0	0	0	0	5	0	0
V31	20	2	0	59	4	6	7	13	92	8	5	52	0	16	0
V32	31	0	22	0	2	0	9	0	0	0	27	1	0	0	0
V33	2	86	18	9	0	11	0	12	6	0	12	1	0	0	4
V34	3	5	91	3	6	11	18	32	1	4	18	0	20	12	0
V35	4	10	55	0	10	4	2	0	0	0	17	0	14	0	0
V36	0	1	18	2	19	19	100	3	0	5	37	0	28	0	0
V37	0	81	1	0	37	11	80	0	0	5	0	1	15	0	0
V38	0	8	17	16	22	0	15	3	9	0	1	6	0	2	2
V39	20	110	50	9	12	1	3	0	8	0	9	0	11	2	0
V40	13	1	11	12	4	138	0	39	0	76	6	4	0	4	0
V41	0	28	22	42	0	19	0	5	11	2	1	33	0	20	0
V42	203	16	87	0	71	24	53	4	0	35	15	0	67	6	0
V43	0	52	5	6	50	0	2	0	0	0	1	2	30	0	13
V44	16	161	4	31	16	3	5	0	3	0	4	11	0	1	0
V45	28	1	9	1	5	10	13	27	1	5	7	0	0	0	0
V46	0	68	32	26	7	4	0	1	0	0	5	2	7	7	0
V47	5	6	14	9	0	5	0	0	0	4	10	9	0	6	0
V48	10	40	1	46	8	22	7	26	35	90	6	14	0	4	39
V49	0	16	107	0	23	0	13	0	0	0	36	4	1	3	0
V50	0	0	133	13	12	2	0	0	13	0	18	2	0	0	0
V51	0	32	80	2	0	17	4	25	16	0	13	1	3	0	0
V52	1	117	4	2	16	2	9	16	11	0	0	10	25	16	0
V53	183	2	8	2	31	5	12	0	0	1	0	11	16	1	2
V54	11	239	27	0	22	37	29	7	0	17	0	13	0	5	35
V55	18	31	15	8	0	3	0	0	0	1	4	2	3	12	0
V56	24	43	13	16	0	31	8	0	0	23	7	11	0	2	32
V57	0	109	0	9	35	16	4	38	2	26	1	0	0	1	7
V58	19	12	5	16	5	81	0	74	0	3	3	0	15	11	0
V59	3	6	0	5	7	2	13	45	15	33	4	36	0	0	0
V60	0	52	0	8	0	0	1	0	0	0	4	3	0	4	3
V61	0	29	184	10	28	15	46	5	38	3	24	28	0	0	26
V62	4	156	77	0	2	3	0	18	0	27	38	32	0	10	0
V63	142	3	120	12	0	44	0	13	48	32	50	29	0	15	0
V64	25	30	1	0	3	24	1	1	0	15	0	1	0	0	3
V65	3	3	92	36	0	4	0	0	30	0	18	23	0	21	2
V66	0	2	76	4	0	17	8	2	0	11	16	1	8	2	0
V67	2	0	7	3	2	0	0	1	0	0	3	0	5	1	0
V68	141	244	35	1	3	17	0	25	0	13	6	1	6	0	4
V69	42	3	0	14	39	3	39	21	22	2	0	9	0	6	6
V70	0	8	95	0	9	0	1	0	0	0	28	2	0	0	0
V71	0	4	98	1	123	4	43	0	0	0	63	1	0	0	0
V72	76	3	19	0	11	10	2	11	19	18	2	4	0	0	15
V73	0	20	10	0	43	0	82	0	0	0	0	0	0	0	0
V74	0	0	9	45	23	14	40	0	12	21	0	30	0	9	0
V75	44	25	7	132	0	0	0	0	0	0	2	52	0	25	17
V76	168	128	4	5	0	0	0	8	33	1	3	1	3	10	5
V77	73	0	6	0	5	1	11	1	0	0	1	0	0	0	4
V78	5	0	0	37	17	55	50	48	10	3	0	0	0	10	20
V79	7	20	40	0	81	3	6	0	0	0	23	0	2	0	0
V80	157	3	56	20	12	49	16	2	0	66	9	26	0	24	0
V81	0	32	0	74	3	0	0	0	118	0	6	71	0	7	0
V82	19	5	1	0	0	5	0	13	4	11	2	0	0	14	17
V83	721	316	0	31	46	78	12	38	0	45	0	31	115	26	0
V84	32	3	0	1	19	2	7	0	6	1	0	3	7	8	0
V85	27	5	30	16	0	0	0	0	18	0	10	10	7	0	1
V86	21	11	89	1	0	44	0	11	0	7	21	0	27	0	2
V87	0	24	0	122	27	1	16	0	47	0	1	17	19	0	0
V88	26	24	86	84	93	10	45	2	0	15	19	44	0	0	0
V89	0	115	5	68	17	0	18	0	64	3	3	0	0	0	37
V90	243	6	93	63	0	76	58	88	0	24	32	77	0	2	0
V91	0	3	0	25	81	27	30	44	0	6	0	5	31	32	0
V92	126	7	29	48	2	0	6	0	12	0	4	24	2	0	0
V93	0	27	15	17	7	17	1	40	12	65	7	7	0	26	8
V94	77	44	37	17	3	46	0	36	31	7	28	9	3	0	0
V95	5	65	1	10	0	9	0	6	29	1	0	33	4	37	22
V96	238	2	14	5	5	24	5	50	14	39	7	2	0	13	0
V97	82	17	11	2	22	0	0	7	0	0	0	3	0	0	0
V98	84	72	44	55	0	0	0	0	14	0	8	0	0	9	66
V99	12	37	27	22	5	27	0	96	34	2	15	0	0	4	125
V100	2	6	4	1	20	9	17	6	0	0	0	2	0	0	0
