Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	5.87E+00	3.77E+01	7.49E-01	3.41E+01	2.37E+00
V2	2.43E+00	1.24E+00	9.92E-01	1.97E+00	6.36E-01
V3	4.22E+00	1.96E+00	2.66E+00	1.93E+00	2.00E-01
V4	1.33E+01	1.19E+01	3.71E-01	3.13E+00	5.03E+00
V5	8.60E+00	9.87E+00	1.59E+00	2.48E+00	2.01E+00
V6	9.30E+00	1.05E+01	1.49E+00	1.88E+01	2.67E-01
V7	6.18E+00	2.29E+00	2.11E+00	6.07E+00	2.21E-01
V8	7.34E+00	2.87E+01	1.69E+00	2.54E+01	1.32E+00
V9	5.17E+00	3.23E+01	4.85E+00	2.99E+01	3.00E-01
V10	2.02E+00	8.40E+00	2.59E+00	6.08E+00	4.73E-01
V11	2.63E+00	9.10E-01	2.07E+00	7.75E-01	2.44E+00
V12	1.33E+00	9.80E-01	3.14E-01	1.98E+00	2.27E+00
V13	5.70E+00	5.49E+00	9.33E-01	1.60E+00	1.38E+00
V14	5.54E-01	2.21E-01	6.40E-01	1.68E+00	1.88E+00
V15	7.18E+00	5.70E+00	7.60E-01	1.15E+01	4.16E-01
V16	1.15E+00	5.73E-01	2.12E+00	0.00E+00	1.62E+00
V17	2.01E+00	6.67E+00	1.68E+00	4.23E+00	6.37E-01
V18	5.77E+00	6.32E+00	1.62E+00	3.48E-01	4.96E-01
V19	2.93E+00	1.38E+01	2.22E+00	1.39E+01	8.97E-01
V20	3.13E+01	2.82E+01	8.36E-01	2.07E+00	2.59E+00
V21	2.27E+00	1.80E+00	1.18E+00	7.01E+00	6.09E+00
V22	3.42E-01	2.34E+00	5.16E-01	2.06E+00	1.49E+00
V23	6.64E+00	5.07E+00	9.09E-01	1.80E+00	1.68E+00
V24	7.66E+00	2.97E+00	7.60E-01	6.37E+00	1.29E+00
V25	1.46E+00	2.99E+00	0.00E+00	3.30E+00	1.56E+00
V26	2.15E+00	3.01E+00	2.92E+00	3.63E+00	3.55E+00
V27	8.98E-01	4.53E-01	8.57E-01	3.00E-01	1.28E+00
V28	2.13E+00	5.40E+00	0.00E+00	5.40E+00	1.19E+00
V29	1.71E+00	0.00E+00	0.00E+00	2.62E+00	2.91E+00
V30	3.16E+00	2.11E+00	1.55E+00	3.49E+00	2.46E+00
V31	2.34E+00	4.08E+00	1.87E+00	2.85E+00	1.11E+00
V32	1.79E+00	3.43E+00	7.48E-01	3.43E+00	1.30E+00
V33	7.32E+00	3.95E+01	0.00E+00	4.70E+01	3.08E+00
V34	2.71E+00	9.63E+00	1.28E+00	8.10E+00	3.87E+00
V35	2.71E+00	1.10E+00	1.14E+00	1.63E+00	2.35E+00
V36	1.99E+00	3.26E+00	3.07E-01	9.43E-01	2.64E+00
V37	7.23E+00	3.83E+00	2.47E+00	3.30E+00	1.65E+00
V38	4.79E+00	1.94E+00	5.18E+00	2.34E+00	5.39E-01
V39	1.03E+00	4.54E+00	9.52E-01	3.41E+00	1.37E+00
V40	3.65E+00	1.45E+00	6.71E-01	3.01E+00	2.15E+00
V41	4.94E+00	4.30E+00	2.06E+00	1.15E+00	7.77E-01
V42	1.34E+01	1.36E+01	3.06E+00	1.10E+00	1.86E+00
V43	7.06E+00	6.80E+00	1.90E+00	1.12E+01	1.28E+00
V44	9.40E+00	6.53E+00	3.24E+00	2.49E+00	2.40E+00
V45	1.45E+00	9.32E-01	1.44E+00	7.57E-01	1.64E+00
V46	6.00E-01	8.74E+00	0.00E+00	8.16E+00	0.00E+00
V47	8.85E+00	5.33E+00	3.08E+00	3.75E+00	2.69E+00
V48	2.66E+00	2.04E+00	0.00E+00	4.23E-01	1.44E+00
V49	8.45E+00	5.55E+00	4.38E+00	2.72E+00	1.07E+00
V50	7.30E-01	3.00E-01	7.00E-01	0.00E+00	0.00E+00
V51	1.79E+00	5.96E+00	1.75E+00	7.82E+00	2.98E-01
V52	1.19E+01	9.04E+00	8.84E-01	3.09E+00	3.23E+00
V53	2.36E+00	9.80E-01	2.74E+00	6.74E-01	1.67E+00
V54	0.00E+00	1.33E+00	1.21E+00	2.04E+00	2.78E+00
V55	3.85E+00	2.39E+00	5.02E+00	0.00E+00	8.06E-01
V56	9.68E-01	9.31E-01	9.36E-01	2.60E+00	2.16E+00
V57	4.58E+00	5.95E+00	1.76E+00	1.06E+01	1.41E+00
V58	1.42E+00	8.44E-01	2.09E+00	3.03E+00	2.30E+00
V59	9.85E+00	3.62E+00	1.00E+00	1.09E+01	1.95E+00
V60	2.52E+00	2.43E+00	1.29E+00	1.84E+00	2.17E+00
V61	1.27E+01	1.25E+01	7.60E-01	1.81E+00	1.09E+00
V62	3.12E+00	3.19E+00	2.34E+00	5.95E+00	8.41E-01
V63	3.18E+00	2.81E+00	2.69E+00	4.55E+00	9.67E-01
V64	9.20E-01	1.14E+01	2.71E+00	1.14E+01	1.00E+00
V65	8.00E-01	2.29E+00	9.57E-01	1.90E+00	3.48E-01
V66	5.25E+00	4.99E+00	1.11E+00	3.03E+00	2.24E-01
V67	2.67E+00	2.20E+00	1.70E+00	3.06E+00	4.90E-01
V68	1.51E+00	3.24E+00	2.48E+00	2.13E+00	1.82E+00
V69	5.56E+00	8.02E+00	2.05E+00	7.55E+00	2.21E-01
V70	2.89E+00	8.16E-01	2.47E+00	3.82E+00	0.00E+00
V71	1.21E+01	8.27E+00	9.46E-01	4.52E+00	7.48E-01
V72	3.28E+00	1.15E+00	3.33E+00	4.16E-01	2.25E+00
V73	1.36E+00	4.09E+00	1.11E+00	1.62E+00	2.49E+00
V74	1.85E+00	2.56E+00	1.31E+00	1.72E+00	7.16E-01
V75	5.98E+00	4.26E+00	3.43E+00	3.51E+00	2.77E-01
V76	1.60E+00	1.56E+01	2.23E+00	1.31E+01	1.00E-01
V77	2.97E+00	1.98E+00	1.87E+00	4.96E-01	1.39E+00
V78	1.02E+00	3.04E+00	1.61E+00	3.63E+00	0.00E+00
V79	5.43E+00	1.78E+01	1.84E+00	1.29E+01	1.33E-01
V80	2.22E+00	1.12E+00	5.67E-01	1.89E+00	8.56E-01
V81	1.15E+01	1.12E+01	3.10E+00	5.96E-01	2.00E+00
V82	2.61E+00	2.03E+00	8.06E-01	4.09E+00	4.16E-01
V83	2.49E+00	1.65E+00	1.66E+00	6.63E-01	1.20E+00
V84	8.26E+00	2.90E+00	2.74E+00	9.84E+00	2.49E+00
V85	2.61E+00	4.43E+00	3.77E+00	5.22E+00	9.09E-01
V86	1.05E+01	9.63E+00	3.22E+00	5.78E+00	3.39E+00
V87	9.00E-01	1.25E+01	3.36E+00	1.22E+01	8.44E-01
V88	5.50E+00	4.72E+00	7.90E-01	6.97E+00	2.95E+00
V89	2.12E+00	8.88E-01	1.47E+00	3.00E-01	2.09E+00
V90	4.28E+00	1.62E+01	2.06E+00	1.71E+01	1.02E+00
V91	1.75E+00	5.52E+00	9.40E-01	6.90E+00	0.00E+00
V92	4.82E+00	3.53E+00	2.94E+00	6.00E+00	1.45E+00
V93	4.76E+00	1.18E+01	6.84E-01	1.65E+01	1.41E+00
V94	2.67E-01	4.15E+00	1.69E+00	4.00E+00	5.63E-01
V95	3.62E+00	2.83E+00	2.76E+00	4.20E+00	4.90E+00
V96	5.24E+00	4.20E+00	2.37E+00	2.95E+00	9.87E-01
