Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	52	415	5	51	223
V2	26	1	11	37	4
V3	16	16	328	84	0
V4	136	4	2	32	245
V5	86	3	17	77	57
V6	106	261	19	24	0
V7	45	87	42	16	1
V8	123	287	30	20	21
V9	75	315	232	108	0
V10	11	83	293	13	1
V11	21	15	42	2	94
V12	12	1	1	44	62
V13	64	7	6	29	32
V14	2	0	6	33	40
V15	41	144	3	102	1
V16	3	4	47	0	32
V17	12	62	47	71	5
V18	71	4	54	1	3
V19	28	153	74	38	9
V20	307	44	8	31	75
V21	22	0	26	154	343
V22	0	21	4	3	166
V23	243	5	6	27	21
V24	72	90	3	25	21
V25	0	35	0	0	54
V26	11	47	85	15	77
V27	1	3	3	0	177
V28	39	60	0	12	14
V29	9	0	0	23	292
V30	151	0	23	102	110
V31	60	40	67	12	9
V32	146	19	6	3	23
V33	0	554	0	17	120
V34	0	100	8	19	118
V35	53	14	15	12	78
V36	6	25	1	3	214
V37	79	67	83	1	33
V38	184	27	113	14	3
V39	6	39	6	71	9
V40	29	14	3	80	64
V41	82	2	28	11	39
V42	175	10	119	16	26
V43	151	177	73	93	19
V44	180	22	44	74	68
V45	4	15	18	16	32
V46	0	86	0	47	0
V47	131	68	116	40	41
V48	160	4	0	2	27
V49	66	45	569	38	19
V50	5	0	79	0	0
V51	0	78	26	85	2
V52	123	46	9	5	66
V53	7	7	174	1	54
V54	0	12	14	170	187
V55	181	4	245	0	6
V56	0	0	10	228	27
V57	92	132	37	54	14
V58	7	0	59	107	111
V59	73	155	9	1	33
V60	28	33	66	3	195
V61	168	30	3	62	6
V62	34	47	100	60	20
V63	75	26	53	58	11
V64	0	135	85	0	4
V65	0	0	3	425	2
V66	91	0	7	214	1
V67	141	0	4	149	0
V68	6	25	47	2	87
V69	169	78	78	69	0
V70	13	0	66	164	0
V71	272	90	12	13	10
V72	17	3	163	1	29
V73	3	31	22	102	83
V74	138	22	46	13	9
V75	41	18	105	79	2
V76	0	149	47	7	1
V77	84	6	69	1	15
V78	3	27	14	25	0
V79	97	177	51	57	1
V80	54	4	3	27	10
V81	111	19	103	2	40
V82	20	33	8	5	4
V83	15	6	45	5	63
V84	50	121	70	5	68
V85	24	51	301	42	16
V86	215	0	75	234	53
V87	0	131	106	197	4
V88	65	78	6	36	160
V89	75	0	31	2	40
V90	60	219	47	5	9
V91	2	91	24	9	0
V92	57	81	165	0	18
V93	157	186	2	2	23
V94	0	36	93	24	2
V95	26	0	43	187	148
V96	111	8	68	94	6
V97	22	155	38	3	22
V98	254	12	10	49	13
V99	45	0	0	211	0
V100	132	43	4	55	34
