MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.40E-46	1.44E-03	5.98E-04	1.04E-03	3.43E-02	4.76E-03	4.69E-04	3.29E-07	3.71E-02	2.51E-02	1.27E-02	4.72E-02	5.80E-02	7.66E-03	2.96E-02
1:Del:C:1	7.89E-05	2.10E-03	0.00E+00	0.00E+00	8.05E-03	2.14E-46	4.10E-03	9.26E-04	1.10E-02	3.97E-02	8.51E-03	1.58E-02	3.25E-02	1.34E-02	2.29E-02
1:Del:C:2	2.04E-04	1.39E-04	0.00E+00	1.08E-07	1.07E-03	7.34E-04	0.00E+00	5.89E-04	1.42E-03	1.74E-03	1.83E-03	5.72E-05	1.21E-03	2.03E-03	2.62E-03
1:Del:C:3	3.42E-04	4.05E-04	7.70E-04	6.44E-04	1.69E-03	2.10E-03	5.20E-04	1.06E-03	1.39E-03	6.44E-03	2.72E-03	6.81E-03	4.08E-03	3.18E-03	4.08E-03
1:Del:C:4	1.25E-07	3.31E-04	6.36E-04	1.02E-04	3.74E-03	6.27E-04	0.00E+00	0.00E+00	1.50E-03	8.19E-03	0.00E+00	4.49E-03	1.36E-03	1.16E-02	5.29E-03
1:Del:C:5	0.00E+00	4.14E-04	2.69E-03	0.00E+00	2.25E-04	2.67E-04	0.00E+00	2.23E-07	1.37E-02	7.70E-03	9.89E-04	2.95E-08	1.54E-03	0.00E+00	7.42E-04
1:Del:T:0	6.01E-04	6.24E-08	1.17E-03	1.61E-07	1.34E-02	7.99E-03	1.40E-46	0.00E+00	3.34E-02	3.00E-02	8.75E-03	2.73E-02	3.36E-02	6.15E-02	4.90E-03
1:Del:T:1	1.04E-04	0.00E+00	2.86E-04	0.00E+00	5.40E-03	1.71E-03	2.24E-04	1.51E-07	5.01E-03	8.50E-03	3.63E-03	1.22E-02	4.56E-03	9.48E-03	2.08E-03
1:Del:T:2	3.53E-04	1.08E-03	7.74E-04	6.75E-04	1.24E-02	2.32E-03	0.00E+00	5.94E-04	2.85E-03	2.07E-02	3.59E-03	2.37E-02	1.65E-02	2.38E-02	1.87E-03
1:Del:T:3	0.00E+00	1.64E-04	2.46E-03	0.00E+00	1.38E-02	2.91E-06	3.89E-03	2.03E-04	9.14E-03	6.47E-02	1.61E-02	3.24E-02	1.44E-02	5.59E-03	6.15E-03
1:Del:T:4	2.93E-03	1.66E-04	1.24E-02	0.00E+00	1.18E-02	0.00E+00	1.02E-02	1.44E-04	4.66E-04	1.38E-02	2.43E-04	6.27E-02	1.27E-02	2.62E-03	4.94E-03
1:Del:T:5	1.26E-07	7.37E-08	1.71E-02	2.12E-06	9.69E-08	5.63E-07	8.36E-08	1.10E-07	1.06E-01	1.07E-06	1.90E-07	2.32E-07	4.78E-02	1.47E-06	1.38E-07
1:Ins:C:0	8.81E-05	3.54E-08	0.00E+00	1.63E-07	2.94E-08	1.02E-03	0.00E+00	2.27E-08	4.80E-07	4.18E-07	1.53E-03	8.26E-08	2.36E-04	1.29E-07	2.03E-03
1:Ins:C:1	3.11E-05	8.95E-05	8.68E-08	1.49E-04	6.51E-04	8.87E-04	0.00E+00	5.32E-04	8.80E-05	8.70E-04	6.08E-04	1.21E-07	1.25E-03	4.94E-04	1.32E-03
1:Ins:C:2	1.81E-07	4.50E-05	1.92E-05	0.00E+00	3.31E-07	2.03E-04	2.03E-04	1.77E-04	8.41E-04	1.18E-03	2.42E-04	1.48E-08	7.32E-04	2.66E-04	1.24E-03
1:Ins:C:3	1.43E-03	2.22E-04	9.98E-04	0.00E+00	4.06E-04	0.00E+00	2.57E-03	7.81E-04	0.00E+00	8.46E-05	1.78E-03	8.80E-05	2.05E-03	0.00E+00	2.50E-04
1:Ins:C:4	0.00E+00	1.37E-04	5.21E-04	5.47E-04	6.81E-04	6.77E-04	0.00E+00	1.63E-03	1.27E-03	3.41E-03	4.97E-03	1.09E-03	6.03E-04	9.65E-03	2.56E-03
1:Ins:C:5	2.83E-04	2.61E-03	2.77E-04	0.00E+00	1.32E-03	3.04E-08	4.94E-08	7.50E-04	3.83E-03	2.27E-02	1.57E-05	1.73E-03	8.35E-03	1.32E-02	4.35E-03
1:Ins:T:0	0.00E+00	7.20E-04	7.56E-04	2.44E-04	2.55E-03	1.95E-03	1.27E-03	5.18E-04	8.08E-04	4.64E-03	3.40E-03	3.20E-03	4.85E-03	4.22E-03	4.96E-03
1:Ins:T:1	1.01E-08	9.46E-09	3.24E-04	1.96E-07	2.17E-03	9.23E-04	1.27E-04	2.22E-06	1.58E-03	6.73E-03	9.00E-04	2.47E-02	4.66E-03	4.31E-03	2.74E-03
1:Ins:T:2	1.27E-08	1.53E-07	2.72E-04	0.00E+00	2.92E-04	1.82E-04	8.69E-04	1.11E-08	3.08E-04	2.73E-03	1.68E-03	1.40E-03	7.09E-04	6.75E-08	1.48E-03
1:Ins:T:3	1.81E-04	5.84E-04	2.40E-04	1.26E-04	4.81E-05	5.52E-08	0.00E+00	0.00E+00	1.74E-07	5.00E-04	8.58E-08	4.58E-04	7.25E-05	0.00E+00	3.95E-04
1:Ins:T:4	1.73E-04	2.55E-03	1.24E-03	0.00E+00	2.91E-04	4.98E-04	4.67E-08	1.34E-04	1.02E-03	3.01E-03	0.00E+00	0.00E+00	5.87E-03	1.39E-02	1.40E-03
1:Ins:T:5	8.85E-08	9.12E-03	1.95E-07	1.24E-03	3.42E-06	3.57E-07	6.94E-46	2.54E-07	3.74E-04	9.21E-03	1.40E-06	1.43E-02	1.10E-01	1.38E-02	1.74E-02
