Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	1:Del:C:0	0.14555784488548357	0.003759622642213709	0.05559227820179717	0.0	0.2616965982467079	0.02402438771973974	0.509369268304058
V1	1:Del:C:1	0.0165867166529933	0.023990317782239725	9.335481796160906e-06	0.0	0.5490780398443178	0.0	0.4103355902386529
V1	1:Del:C:2	0.049303839221440424	0.0019269139449279412	0.004828481085353773	0.0	0.49653922749778634	0.024164335749437185	0.4232372025010542
V1	1:Del:C:3	0.03063183628605546	0.0009153971596915825	0.006353718361372283	0.0	0.011734402675473758	0.8457894733412058	0.10457517217620103
V1	1:Del:C:4	0.47525764371151225	0.22404494604538724	0.0	0.0	0.09872764744529323	0.10328103427704827	0.09868872852075897
V1	1:Del:C:5	0.17509456676704374	0.2797230927930621	1.966255379690995e-06	0.0	0.23471215244625257	0.05960117320317323	0.2508670485350885
V1	1:Del:T:0	0.06887540853715297	0.018380701646653563	0.017990450920745193	0.0	0.4924319375909759	0.08140928371472556	0.3209122175897468
V1	1:Del:T:1	0.010624175538544004	0.0016680636429906616	0.7607924901062262	0.0	0.02662661679805428	0.026296749344442046	0.17399190456974278
V1	1:Del:T:2	0.15926873858004403	0.05646591895598023	0.018649814295908146	0.0	0.4199083629112142	0.11585961610770033	0.229847549149153
V1	1:Del:T:3	0.0	0.22630099770738724	0.17262167383601285	0.0	0.11649522644982223	0.1081267642794256	0.376455337727352
V1	1:Del:T:4	0.06382545911466238	0.2289777741970917	0.2595635004625597	0.0	3.8433476348703325e-45	0.010640033637724415	0.43699323258796186
V1	1:Del:T:5	0.009598593005290734	0.9645431582506401	0.004738712382811942	0.0	0.021112354726655614	6.043498193724607e-06	1.1381364080005697e-06
V1	1:Ins:C:0	1.4202920605513011e-06	1.2713651784849173e-07	0.9990838697725644	0.0	2.9864474523513633e-07	2.703470523053969e-07	0.0009140138070598232
V1	1:Ins:C:1	4.863402840896763e-06	0.0025145530920446303	0.011708944403124174	0.0	0.5840785100408481	0.008530782904675585	0.39316234615646667
