Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	122	148	1	0	39	73	2
V2	162	1	12	4	181	17	0
V3	48	168	326	0	29	0	33
V4	65	16	0	181	59	1	22
V5	225	34	47	71	152	94	0
V6	48	1	23	7	0	0	20
V7	39	11	106	247	0	25	0
V8	2	41	65	1	117	0	9
V9	61	10	0	12	1	54	6
V10	60	42	81	18	17	11	72
V11	200	60	269	0	7	2	24
V12	10	224	0	23	112	1	27
V13	80	40	6	18	0	22	86
V14	20	29	25	41	1	37	18
V15	30	24	248	9	31	1	0
V16	52	43	12	0	7	94	0
V17	16	15	143	0	36	77	0
V18	0	27	0	1	0	6	0
V19	7	80	0	58	148	18	17
V20	306	478	54	74	24	35	0
V21	15	40	0	60	10	67	2
V22	30	8	3	0	137	29	6
V23	19	373	66	22	37	1	0
V24	102	1	4	386	8	31	11
V25	0	14	23	8	22	45	7
V26	16	35	2	40	75	6	0
V27	32	10	68	29	0	22	38
V28	123	2	8	79	114	2	0
V29	2	19	74	13	35	0	10
V30	93	20	15	7	19	1	14
V31	10	23	3	0	0	6	0
V32	88	39	34	14	1	4	32
V33	5	6	63	48	0	42	20
V34	125	2	12	13	15	2	1
V35	9	92	3	30	0	12	0
V36	8	26	27	145	45	7	0
V37	89	7	155	0	10	9	19
V38	254	1	122	185	43	56	0
V39	28	4	159	7	44	0	18
V40	47	10	311	6	54	1	39
V41	46	55	0	128	65	39	14
V42	2	41	0	7	21	12	9
V43	47	201	79	14	17	18	6
V44	7	24	55	36	6	24	13
V45	117	154	0	23	116	85	3
V46	28	126	98	1	61	37	7
V47	0	1	14	66	148	7	59
V48	1	0	37	6	0	13	0
V49	10	20	0	0	11	66	0
V50	57	1	73	129	95	0	0
V51	35	29	170	42	4	7	18
V52	39	36	90	0	15	12	13
V53	210	176	60	18	2	30	0
V54	5	129	107	20	103	40	15
V55	16	30	11	30	5	1	0
V56	85	151	24	18	24	0	7
V57	17	22	17	77	48	43	11
V58	71	45	26	40	5	11	0
V59	128	62	0	76	0	2	2
V60	5	214	0	103	24	129	0
V61	27	67	0	19	140	71	0
V62	67	2	112	19	47	26	0
V63	50	4	5	43	4	0	0
V64	80	19	0	48	6	7	5
V65	68	123	0	150	81	3	5
V66	7	15	72	6	52	35	0
V67	59	23	93	10	97	46	24
V68	199	230	0	19	0	65	0
V69	2	17	19	0	6	14	26
V70	87	62	4	7	21	145	0
V71	18	1	64	7	0	73	65
V72	77	10	53	5	4	12	46
V73	26	26	2	40	0	94	30
V74	50	5	0	34	0	51	2
V75	39	240	14	24	13	13	0
V76	20	37	44	36	2	2	18
V77	8	41	116	119	6	2	41
V78	104	68	13	109	4	11	0
V79	6	73	231	46	49	51	7
V80	48	108	2	1	0	2	19
V81	0	38	0	10	18	129	7
V82	36	34	68	45	59	16	0
V83	3	57	22	12	7	3	20
V84	13	27	227	120	184	9	148
V85	161	13	0	13	115	1	17
V86	134	69	137	67	10	46	15
V87	184	47	49	84	12	0	34
V88	123	16	19	5	0	9	0
V89	0	2	2	36	37	1	0
V90	91	16	105	12	0	193	5
V91	2	36	0	46	57	0	0
V92	0	18	0	50	0	0	2
V93	47	73	100	27	142	74	77
V94	0	97	4	0	24	0	1
V95	171	0	0	6	241	54	10
V96	64	138	39	153	173	25	0
V97	31	0	12	12	4	7	14
V98	404	213	34	20	238	38	0
V99	82	129	60	0	5	40	19
V100	0	152	56	143	4	20	0
