Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	1.76E+00	3.77E+00	5.16E-01	0.00E+00	1.99E+00	3.01E+00	4.73E-01
V2	3.74E+00	0.00E+00	1.56E+00	8.59E-01	3.64E+00	1.33E+00	1.39E+00
V3	2.57E+00	3.09E+00	1.72E+01	6.87E-01	4.12E+00	3.00E-01	2.12E+01
V4	1.84E+00	1.63E+00	1.40E+00	1.60E+01	6.50E+00	4.73E-01	1.79E+01
V5	4.37E+00	2.00E+00	5.07E+00	9.48E+00	6.23E+00	3.46E+00	1.04E+01
V6	1.66E+00	4.73E-01	4.16E+00	1.59E+00	1.08E+00	0.00E+00	3.51E+00
V7	1.66E+00	1.34E+00	4.20E+00	7.76E+00	0.00E+00	1.11E+00	9.67E+00
V8	5.21E-01	1.89E+00	6.93E+00	2.58E-01	2.62E+00	0.00E+00	7.46E+00
V9	2.38E+00	1.06E+00	1.00E-01	1.04E+00	6.54E-01	2.50E+00	6.05E-01
V10	2.88E+00	1.95E+00	4.87E+00	1.81E+00	1.01E+00	1.46E+00	4.56E+00
V11	2.71E+00	3.35E+00	1.67E+01	9.78E-01	2.73E+00	4.71E-01	1.86E+01
V12	9.29E-01	2.48E+00	1.18E+00	1.45E+00	3.19E+00	3.59E-01	2.33E+00
V13	2.91E+00	2.40E+00	6.13E+00	2.97E+00	1.76E+00	2.23E+00	7.50E+00
V14	1.02E+00	1.82E+00	2.26E+00	4.51E+00	7.63E-01	1.99E+00	4.61E+00
V15	1.83E+00	1.51E+00	2.41E+01	1.58E+00	2.67E+00	2.98E-01	2.72E+01
V16	1.85E+00	1.67E+00	1.69E+00	0.00E+00	1.11E+00	3.30E+00	4.73E-01
V17	1.12E+00	1.45E+00	7.50E+00	0.00E+00	2.97E+00	2.90E+00	6.14E+00
V18	0.00E+00	6.16E-01	0.00E+00	3.27E-01	0.00E+00	8.09E-01	0.00E+00
V19	9.80E-01	2.57E+00	7.90E-01	6.55E+00	2.67E+00	1.22E+00	6.48E+00
V20	3.32E+00	3.21E+00	1.94E+00	4.02E+00	1.77E+00	1.97E+00	3.80E+00
V21	1.50E+00	1.58E+00	0.00E+00	6.89E+00	1.73E+00	2.00E+00	7.11E+00
V22	1.81E+00	6.96E-01	9.91E-01	0.00E+00	3.23E+00	2.71E+00	6.11E-01
V23	1.70E+00	3.65E+00	3.78E+00	2.81E+00	3.32E+00	1.33E-01	4.43E+00
V24	2.61E+00	4.67E-01	1.28E+00	2.12E+01	1.75E+00	1.69E+00	2.24E+01
V25	0.00E+00	1.37E+00	2.15E+00	9.87E-01	1.41E+00	1.79E+00	1.73E+00
V26	1.20E+00	2.10E+00	3.48E-01	3.40E+00	1.42E+00	5.12E-01	3.91E+00
V27	1.93E+00	7.78E-01	3.36E+00	4.01E+00	1.74E+00	1.87E+00	4.57E+00
V28	1.68E+00	4.47E-01	1.25E+00	1.61E+00	5.52E+00	5.47E-01	3.15E+00
V29	5.81E-01	1.13E+00	7.56E+00	1.72E+00	3.45E+00	0.00E+00	7.87E+00
V30	2.22E+00	1.73E+00	3.59E+00	1.19E+00	1.07E+00	5.33E-01	3.22E+00
V31	8.33E-01	5.47E-01	6.90E-01	0.00E+00	0.00E+00	8.17E-01	4.73E-01
V32	1.87E+00	1.39E+00	5.60E+00	2.68E+00	2.21E+00	8.83E-01	7.64E+00
V33	6.18E-01	9.78E-01	3.96E+00	4.39E+00	1.06E+00	1.41E+00	5.71E+00
V34	2.68E+00	4.27E-01	2.11E+00	2.42E+00	1.27E+00	3.06E-01	2.86E+00
V35	5.17E-01	1.44E+00	6.96E-01	3.27E+00	3.06E-01	8.82E-01	3.51E+00
V36	8.23E-01	1.45E+00	1.38E+00	1.44E+01	2.51E+00	8.27E-01	1.41E+01
V37	2.77E+00	7.33E-01	1.66E+01	5.21E-01	2.32E+00	1.22E+00	1.63E+01
V38	3.46E+00	2.60E-01	1.23E+01	9.01E+00	3.06E+00	1.78E+00	1.29E+01
V39	5.39E-01	7.90E-01	9.27E+00	1.99E+00	2.67E+00	0.00E+00	9.80E+00
V40	2.55E+00	1.89E+00	1.99E+01	8.60E-01	4.98E+00	6.70E-01	2.34E+01
V41	1.51E+00	1.55E+00	7.72E-01	1.36E+01	4.81E+00	1.16E+00	1.55E+01
V42	6.05E-01	2.47E+00	4.23E-01	1.10E+00	2.09E+00	1.53E+00	1.76E+00
V43	2.37E+00	2.33E+00	5.49E+00	1.56E+00	1.61E+00	9.55E-01	4.85E+00
V44	7.33E-01	1.61E+00	5.94E+00	1.23E+00	1.14E+00	1.32E+00	6.53E+00
V45	3.25E+00	3.57E+00	0.00E+00	2.46E+00	4.36E+00	2.65E+00	4.38E+00
V46	1.45E+00	3.62E+00	1.10E+01	7.00E-01	3.06E+00	3.12E+00	1.01E+01
V47	3.33E-01	3.79E-01	4.70E+00	2.72E+00	4.67E+00	9.68E-01	6.47E+00
V48	5.00E-01	0.00E+00	3.82E+00	7.92E-01	0.00E+00	1.19E+00	3.92E+00
V49	1.12E+00	1.68E+00	0.00E+00	0.00E+00	1.39E+00	2.25E+00	1.10E+00
V50	2.26E+00	1.33E-01	9.30E+00	1.26E+01	3.68E+00	0.00E+00	1.35E+01
V51	1.62E+00	1.81E+00	8.55E+00	2.69E+00	1.97E+00	6.70E-01	1.14E+01
V52	1.45E+00	1.71E+00	8.98E+00	5.42E-01	1.57E+00	1.07E+00	1.01E+01
V53	4.62E+00	3.20E+00	1.45E+00	1.96E+00	7.03E-01	1.82E+00	1.90E+00
V54	1.06E+00	3.13E+00	1.53E+01	2.81E+00	7.15E+00	2.42E+00	1.94E+01
V55	1.42E+00	1.49E+00	2.27E+00	3.09E+00	1.27E+00	3.06E-01	3.72E+00
V56	3.32E+00	1.42E+00	3.08E+00	1.28E+00	2.19E+00	0.00E+00	3.16E+00
V57	1.58E+00	1.23E+00	3.78E+00	9.05E+00	1.60E+00	1.71E+00	1.00E+01
V58	1.77E+00	1.12E+00	1.65E+00	5.62E+00	8.54E-01	1.29E+00	6.19E+00
V59	2.53E+00	2.51E+00	0.00E+00	1.02E+01	0.00E+00	4.58E-01	1.10E+01
V60	8.19E-01	3.49E+00	0.00E+00	9.58E+00	3.19E+00	4.30E+00	8.32E+00
V61	2.34E+00	1.85E+00	0.00E+00	1.09E+00	2.74E+00	2.05E+00	0.00E+00
V62	3.61E+00	3.94E-01	1.25E+01	1.37E+00	1.75E+00	1.82E+00	1.22E+01
