Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V77	8	0	16	4	0	54	0	10	0	0	0	26	0
V78	1	0	1	7	105	45	146	150	0	0	0	39	0
V79	41	155	2	1	0	0	11	0	0	20	13	0	0
V80	58	102	33	0	12	44	43	7	25	42	0	2	0
V81	26	200	48	0	20	24	32	43	36	28	0	0	20
V82	3	142	118	20	69	0	20	12	0	36	0	0	0
V83	221	10	37	0	1	4	36	0	81	1	0	13	0
V84	5	20	3	0	197	0	134	147	0	0	0	0	0
V85	29	47	14	34	14	105	20	9	0	22	0	10	0
V86	0	96	0	0	10	15	2	0	0	12	29	2	4
V87	17	0	32	2	70	1	59	20	8	0	1	15	0
V88	25	96	0	0	18	1	41	0	0	3	28	7	0
V89	94	87	315	0	31	1	0	0	6	25	17	0	0
V90	11	2	1	12	4	53	23	1	0	16	29	0	0
V91	18	17	0	29	20	7	0	5	13	13	35	4	5
V92	33	56	24	68	7	23	0	13	43	32	20	9	0
V93	12	12	180	0	61	0	4	6	35	8	36	0	0
V94	0	90	125	0	11	70	13	19	5	3	37	13	36
V95	6	44	182	8	7	3	20	0	0	23	12	7	0
V96	172	6	149	22	0	1	17	6	0	3	38	0	0
V97	7	32	0	0	8	7	0	9	9	28	0	0	0
V98	0	123	52	26	2	42	0	0	6	82	0	36	5
V99	487	0	76	45	1	40	0	0	44	0	0	0	7
V100	0	23	0	0	0	11	4	5	0	0	3	9	7
