NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.682	20.033	12.218	11.547	0.109	0.992	70000.0
2	51.837	19.053	12.166	10.938	0.103	0.993	40000.0
3	52.154	19.425	12.297	11.364	0.108	0.992	70000.0
4	49.767	18.444	11.397	10.35	0.103	0.993	90000.0
5	49.364	18.629	11.572	10.838	0.102	0.993	50000.0
6	52.085	19.594	11.815	11.09	0.106	0.992	30000.0
7	51.116	18.883	11.641	10.911	0.107	0.992	70000.0
8	52.226	19.177	12.415	11.264	0.103	0.992	30000.0
9	51.854	19.365	11.903	10.971	0.109	0.992	40000.0
10	51.268	18.829	12.09	10.872	0.106	0.993	70000.0
