NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	38.202	15.468	8.799	9.303	0.093	0.994	30000.0
2	42.152	16.85	10.167	10.173	0.094	0.993	40000.0
3	39.897	15.754	9.386	9.368	0.096	0.995	50000.0
4	37.689	15.146	8.55	8.953	0.091	0.994	40000.0
5	38.353	15.079	8.962	9.085	0.09	0.994	40000.0
6	39.947	15.86	9.316	9.299	0.09	0.994	40000.0
7	37.357	15.118	8.525	8.845	0.093	0.995	70000.0
8	39.661	15.831	9.418	9.63	0.092	0.994	70000.0
9	44.303	17.966	10.539	10.884	0.104	0.992	30000.0
10	45.047	18.235	10.66	10.989	0.102	0.991	30000.0
