Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	5	40	50	4	1	22	0	0
V2	57	0	85	105	7	0	9	0
V3	26	0	102	21	0	24	0	8
V4	32	8	2	26	0	0	0	4
V5	45	163	3	22	36	0	19	0
V6	181	173	101	7	0	0	143	0
V7	231	103	18	0	62	45	0	11
V8	67	87	15	3	54	0	16	0
V9	34	18	13	0	6	18	0	10
V10	46	33	0	8	24	13	0	8
V11	6	39	12	75	23	33	0	0
V12	117	10	24	77	152	77	61	0
V13	89	15	46	0	12	37	0	26
V14	3	312	7	41	101	0	37	57
V15	1	0	12	76	107	0	0	0
V16	22	105	35	61	65	0	27	0
V17	40	2	0	21	5	37	0	82
V18	131	0	22	70	0	0	16	0
V19	53	17	57	52	41	0	0	32
V20	0	40	2	10	56	35	21	0
V21	2	19	16	36	6	111	14	0
V22	6	0	27	2	47	72	0	43
V23	36	0	4	3	9	0	43	0
V24	99	100	30	21	53	14	256	0
V25	167	359	19	17	52	203	0	0
V26	0	3	16	6	3	100	0	49
V27	3	31	2	18	58	19	0	25
V28	8	157	4	0	25	10	32	0
V29	8	54	134	3	17	46	28	0
V30	104	166	15	1	73	75	0	64
V31	1	36	217	29	0	49	47	6
V32	180	70	0	63	0	54	101	0
V33	46	23	8	34	223	3	6	54
V34	27	72	21	27	106	17	140	0
V35	167	32	0	98	0	16	0	19
V36	0	115	266	49	0	0	26	0
V37	1	6	0	1	13	15	0	0
V38	35	74	44	17	4	0	37	0
V39	13	65	73	5	16	0	41	8
V40	12	4	217	34	90	26	10	0
V41	3	4	15	41	1	0	0	0
V42	0	3	0	2	25	13	0	2
V43	3	0	0	6	16	29	7	22
V44	20	51	52	8	6	88	0	6
V45	142	242	0	301	11	0	76	0
V46	92	0	17	3	92	8	36	14
V47	20	5	47	3	58	16	0	0
V48	13	0	84	12	13	60	0	0
V49	20	0	14	99	0	6	0	17
V50	241	17	0	24	15	9	24	0
V51	10	16	29	7	0	3	0	19
V52	24	114	162	4	11	0	0	48
V53	0	33	244	1	16	6	0	0
V54	5	1	6	0	116	67	4	11
V55	6	48	6	57	2	12	0	0
V56	84	7	11	53	0	182	58	0
V57	23	24	221	28	115	79	0	26
V58	1	12	0	2	36	1	0	0
V59	27	41	202	82	38	0	0	84
V60	55	32	4	3	5	14	0	59
V61	5	0	284	240	65	0	0	35
V62	306	21	3	0	57	7	0	6
V63	7	115	13	42	12	125	0	5
V64	0	4	292	63	89	1	0	62
V65	2	128	0	277	59	0	94	0
V66	0	3	54	59	85	6	0	0
V67	56	50	2	0	58	0	0	20
V68	233	16	12	7	16	0	10	0
V69	20	142	17	103	12	2	14	0
V70	7	16	0	5	6	230	4	13
V71	83	0	45	24	23	48	23	125
V72	8	43	7	134	3	49	0	0
V73	63	10	67	83	152	0	0	35
V74	0	69	4	54	4	7	0	4
V75	180	107	0	97	37	0	68	0
V76	84	0	0	47	23	19	22	4
V77	0	8	8	20	4	75	3	0
V78	7	5	372	5	14	84	0	7
V79	177	41	11	2	0	1	11	0
V80	117	65	55	31	0	52	48	0
V81	220	42	52	56	4	24	19	60
V82	153	0	91	118	23	0	35	0
V83	19	279	45	42	1	18	0	0
V84	35	10	402	0	0	0	0	59
V85	41	18	31	10	33	111	60	0
V86	108	0	11	1	0	13	37	0
V87	5	24	141	36	7	12	0	0
V88	120	31	57	1	0	8	2	0
V89	95	91	30	322	0	0	38	0
V90	18	14	22	0	12	61	21	4
V91	36	29	5	0	32	5	14	45
V92	66	50	7	18	77	24	63	23
V93	31	36	64	186	6	0	16	15
V94	111	7	1	147	0	74	0	82
V95	43	0	24	183	6	2	54	0
V96	16	170	13	153	21	0	30	11
V97	40	9	16	0	0	9	26	0
V98	148	0	7	55	26	62	76	0
V99	0	497	0	83	55	39	22	4
V100	26	0	3	4	0	15	0	14
