MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	2.56E-07	1.87E-04	1.40E-46	1.82E-03	3.58E-02	2.23E-13	9.29E-03	6.66E-02	5.47E-02	5.67E-03	5.36E-04	2.64E-02	3.73E-06	3.16E-03	2.93E-02	2.09E-02	3.78E-04	4.57E-02
1:Del:C:1	0.00E+00	4.77E-04	3.55E-08	1.40E-46	1.88E-02	5.20E-03	4.16E-03	1.85E-02	1.65E-02	0.00E+00	6.55E-03	4.92E-02	4.95E-02	1.26E-06	3.36E-02	5.77E-02	3.14E-02	1.48E-02
1:Del:C:2	7.37E-08	5.60E-04	5.24E-08	2.12E-08	7.31E-04	1.94E-03	3.62E-03	7.03E-04	7.37E-04	9.45E-08	7.33E-08	2.09E-03	1.33E-03	1.45E-08	1.36E-04	1.89E-04	1.68E-07	5.17E-07
1:Del:C:3	2.35E-04	7.83E-08	1.52E-04	2.40E-04	6.34E-03	1.99E-03	9.95E-06	2.23E-02	3.49E-03	4.06E-03	1.47E-02	5.65E-03	9.41E-03	5.70E-03	3.23E-03	2.42E-03	2.19E-03	3.88E-02
1:Del:C:4	7.40E-08	7.75E-08	1.40E-04	3.18E-08	1.21E-03	5.25E-05	5.10E-08	1.14E-02	1.27E-02	1.27E-08	2.80E-04	1.13E-07	1.79E-02	1.08E-02	3.43E-04	3.26E-03	2.03E-02	5.42E-03
1:Del:C:5	4.07E-04	5.85E-04	3.12E-03	3.61E-04	5.62E-08	6.86E-05	2.43E-04	0.00E+00	1.27E-07	1.04E-02	1.51E-02	1.13E-03	1.05E-06	9.00E-03	2.45E-03	4.31E-03	2.22E-02	2.69E-02
1:Del:T:0	3.61E-08	1.44E-03	8.11E-07	4.17E-03	1.21E-02	5.96E-03	1.05E-02	2.76E-02	2.77E-02	2.15E-02	1.85E-02	2.55E-02	8.66E-02	1.23E-02	1.72E-02	2.53E-02	2.56E-03	3.85E-02
1:Del:T:1	2.92E-02	6.84E-04	8.37E-04	0.00E+00	1.40E-02	5.60E-03	6.04E-03	1.39E-02	5.08E-03	2.95E-06	1.50E-01	6.37E-03	8.04E-07	6.30E-03	6.39E-03	1.50E-42	2.32E-03	1.03E-03
1:Del:T:2	2.71E-02	1.55E-03	1.69E-03	0.00E+00	1.45E-02	1.06E-07	4.32E-03	6.13E-03	1.81E-02	1.62E-02	3.08E-06	1.13E-02	1.87E-02	2.94E-02	5.26E-07	7.92E-02	7.74E-03	3.92E-03
1:Del:T:3	1.08E-04	7.01E-46	2.73E-03	1.40E-46	1.97E-02	2.96E-03	1.68E-03	1.62E-02	2.74E-02	1.62E-02	2.04E-02	4.06E-02	2.83E-02	1.14E-02	7.08E-03	1.39E-02	3.22E-02	2.85E-02
