Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	38	1	12	46	28	27	7	0	19	0	12
V2	12	83	9	4	0	0	0	8	36	11	0
V3	44	16	6	18	2	1	14	75	13	1	4
V4	130	116	1	3	2	0	42	31	10	0	0
V5	25	10	11	33	52	3	0	12	78	0	42
V6	6	2	0	28	15	0	0	28	18	0	0
V7	0	0	44	0	2	0	2	7	4	0	0
V8	20	7	1	4	8	11	0	40	15	6	19
V9	0	2	27	13	3	24	3	7	39	0	0
V10	0	121	0	121	13	1	0	0	15	16	16
V11	54	8	22	0	26	20	68	3	0	14	1
V12	64	15	82	0	4	24	0	21	12	0	0
V13	3	11	20	0	7	33	24	4	7	0	0
V14	107	0	7	0	29	18	180	41	0	66	14
V15	0	177	0	1	0	13	1	22	0	5	0
V16	73	68	101	19	78	176	0	0	37	0	9
V17	212	9	9	6	2	0	36	82	13	11	0
V18	143	34	16	14	88	18	0	1	0	74	19
V19	0	95	23	0	41	26	18	0	1	0	0
V20	260	173	2	1	11	8	79	0	11	5	0
V21	60	52	4	84	21	0	0	21	19	98	121
V22	60	86	8	0	17	12	0	0	36	10	4
V23	21	4	11	4	2	6	51	15	0	0	0
V24	603	46	2	5	38	0	156	68	0	0	17
V25	22	16	33	38	0	35	24	1	13	0	2
V26	155	110	0	13	40	0	0	38	31	53	0
V27	27	120	25	7	0	27	18	0	5	0	3
V28	35	0	26	297	119	8	0	9	89	92	75
V29	54	11	1	160	50	0	0	8	265	0	0
V30	41	184	2	2	8	3	22	25	0	0	5
V31	514	10	25	125	9	25	0	126	38	0	12
V32	1	219	2	6	4	1	18	0	0	0	6
V33	97	118	25	0	1	46	0	0	0	0	9
V34	1	2	4	106	13	0	0	0	0	0	7
V35	0	51	3	24	37	25	0	15	47	5	35
V36	0	193	2	5	120	9	42	0	2	16	82
V37	0	0	15	0	25	10	14	26	0	7	33
V38	22	35	0	23	44	0	0	31	0	0	16
V39	4	78	39	0	37	16	0	0	0	25	8
V40	74	0	37	4	3	34	0	0	13	11	17
V41	110	1	65	182	33	41	0	0	0	15	4
V42	60	0	10	7	200	0	0	76	27	96	49
V43	11	13	4	1	54	23	12	0	10	24	29
V44	14	0	118	8	2	162	0	0	5	0	0
V45	12	17	74	5	3	59	16	0	0	0	3
V46	7	4	4	0	0	1	0	34	0	0	0
V47	127	48	151	49	26	47	43	0	37	2	0
V48	5	12	5	0	33	0	26	10	0	22	20
V49	95	15	3	0	0	0	53	22	0	1	4
V50	84	199	85	80	15	14	23	34	26	0	7
V51	104	0	7	30	180	5	25	26	10	34	6
V52	73	13	38	181	0	0	0	15	117	15	32
V53	0	0	0	13	45	0	0	0	16	17	2
V54	18	0	34	0	143	17	0	91	0	79	0
V55	90	176	38	0	47	28	0	69	13	22	9
V56	2	16	0	0	3	1	0	6	2	1	0
V57	0	79	20	0	18	13	0	0	0	0	14
V58	38	4	13	1	4	12	0	27	0	9	1
V59	12	7	18	34	6	11	15	6	5	0	2
V60	58	28	10	3	4	5	2	21	17	0	13
V61	96	10	26	21	2	35	25	32	24	0	0
V62	54	112	113	0	4	95	16	0	0	13	2
V63	101	3	33	3	71	4	0	8	1	5	71
V64	0	0	41	14	16	26	25	19	11	0	26
V65	198	37	58	0	0	98	34	67	0	0	13
V66	58	98	54	0	2	24	8	86	1	0	0
V67	53	17	3	112	5	6	0	0	133	12	15
V68	0	11	19	0	29	23	96	0	0	47	21
V69	0	184	7	0	26	0	0	0	1	24	9
V70	19	16	5	6	122	20	24	0	0	0	9
V71	51	4	9	15	1	7	15	48	39	0	2
V72	0	34	74	2	0	58	0	0	10	0	3
V73	56	21	26	36	1	0	114	0	25	3	5
V74	92	63	5	26	0	0	17	38	51	32	3
V75	152	5	0	3	11	1	70	25	24	3	23
V76	0	14	132	0	99	34	155	0	0	45	54
V77	77	28	94	10	15	74	119	0	2	7	3
V78	49	59	21	0	8	12	0	39	0	21	11
V79	39	93	0	45	4	4	0	13	19	20	1
V80	44	80	24	1	0	25	8	0	2	12	1
V81	0	127	82	3	5	92	12	0	0	6	2
V82	389	11	24	0	10	271	197	55	0	27	0
V83	0	0	37	1	3	16	4	0	2	8	0
V84	27	59	46	6	9	59	54	16	0	0	0
V85	124	32	0	20	10	2	0	172	58	0	12
V86	37	7	16	12	13	19	0	2	13	0	1
V87	72	29	104	32	8	46	4	87	9	3	2
V88	46	10	38	21	0	18	0	70	38	0	0
V89	32	53	131	12	12	50	17	0	6	24	2
V90	33	110	18	0	34	13	0	90	0	13	14
V91	0	7	7	51	8	27	0	0	9	15	6
V92	152	182	23	12	21	13	146	36	21	10	2
V93	41	87	1	12	9	0	9	0	0	4	0
V94	21	61	0	20	7	0	33	16	6	0	0
V95	7	0	14	54	12	78	0	64	0	7	10
V96	58	7	0	59	22	3	6	0	4	0	11
V97	73	266	0	0	75	0	0	40	2	6	9
V98	96	203	39	1	12	0	7	0	0	8	0
V99	9	20	0	2	0	0	19	3	0	0	0
V100	51	26	12	102	1	6	75	47	0	0	3
