Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	0	211	11	8	8	0	0	0	6	0	0
V2	476	15	2	13	250	16	60	38	95	0	0
V3	11	51	29	45	4	17	22	21	0	22	12
V4	17	1	0	2	0	0	0	0	0	0	0
V5	44	1	2	35	0	0	6	24	0	20	0
V6	63	0	21	1	124	10	19	54	0	7	0
V7	64	2	232	0	10	15	38	33	0	0	0
V8	8	131	17	28	138	26	0	0	1	63	32
V9	210	0	4	37	0	117	65	51	0	0	12
V10	20	13	5	88	47	114	0	44	0	0	0
V11	92	7	33	0	7	0	6	16	3	0	0
V12	0	34	0	10	10	0	2	0	12	0	0
V13	63	11	124	11	11	0	0	15	7	29	5
V14	3	41	6	73	15	0	0	6	0	3	21
V15	45	8	2	0	49	0	8	0	0	10	10
V16	16	22	0	18	0	258	4	0	0	3	0
V17	0	53	16	53	3	3	0	0	0	44	0
V18	0	0	15	161	16	0	0	0	0	10	0
V19	1	0	1	1	4	0	0	0	0	0	0
V20	25	113	47	0	2	7	0	0	0	0	7
V21	37	107	0	95	5	35	8	7	6	0	11
V22	0	18	9	0	0	20	4	6	5	28	0
V23	156	15	188	0	2	8	45	3	0	29	11
V24	9	11	0	68	15	70	0	10	5	0	1
V25	94	13	22	1	3	3	12	10	0	0	0
V26	20	0	213	17	0	35	1	7	1	6	20
V27	183	0	1	22	0	8	56	45	0	0	0
V28	6	10	0	6	20	13	16	1	9	0	14
V29	0	33	0	24	9	67	3	9	0	12	0
V30	14	2	6	61	7	24	0	9	0	0	0
V31	4	108	0	0	0	78	1	0	0	0	10
V32	264	5	0	0	0	0	30	57	0	0	0
V33	20	7	4	19	0	15	0	18	11	0	0
V34	8	36	0	64	27	0	0	2	0	0	5
V35	0	0	0	2	34	20	0	10	0	0	0
V36	11	78	8	116	0	6	0	0	0	0	0
V37	66	42	25	0	2	14	16	5	2	82	0
V38	182	2	6	0	13	13	6	49	7	0	0
V39	18	76	61	5	4	8	0	8	14	0	19
V40	2	55	0	0	0	34	1	0	0	0	0
V41	38	0	83	0	2	107	23	0	0	6	0
V42	146	33	0	0	31	40	33	13	3	0	0
V43	31	24	8	1	28	1	0	0	0	4	0
V44	17	0	22	110	3	0	0	36	3	0	13
V45	29	37	0	31	0	9	16	12	0	0	8
V46	86	4	113	0	13	9	35	15	0	0	0
V47	208	25	10	0	0	10	33	49	0	17	0
V48	312	1	11	0	0	114	122	6	6	0	0
V49	84	190	2	42	171	1	13	19	44	0	16
V50	63	53	41	0	0	22	21	19	2	0	0
V51	22	19	6	28	19	13	1	39	0	13	16
V52	0	4	56	16	39	20	0	2	0	51	8
V53	48	23	130	1	3	0	12	0	0	0	8
V54	189	164	17	0	11	5	77	26	8	20	0
V55	14	40	20	7	11	0	0	9	11	0	10
V56	28	2	0	17	69	15	0	0	30	0	0
V57	0	19	4	0	36	67	8	5	10	0	37
V58	125	280	79	0	0	4	25	18	10	8	0
V59	34	146	36	0	1	92	33	0	0	7	7
V60	21	5	0	12	31	10	8	8	0	0	0
V61	0	80	0	307	0	1	3	18	0	21	40
V62	0	6	6	11	38	18	0	7	0	13	0
V63	12	23	64	130	97	58	0	25	63	0	58
V64	54	4	141	0	15	18	60	9	0	0	8
V65	73	0	5	1	11	18	12	16	12	0	1
V66	30	8	1	2	13	17	0	9	6	0	0
V67	0	48	12	150	53	22	0	18	97	0	16
V68	40	36	4	0	12	0	9	0	0	18	0
V69	50	11	1	0	9	57	25	22	0	0	0
V70	54	94	57	3	0	37	19	10	0	0	6
V71	17	0	84	12	51	37	2	0	26	15	0
V72	0	2	13	4	11	1	0	1	11	0	0
V73	190	0	3	6	0	156	3	13	0	0	0
V74	7	0	9	8	19	5	10	7	13	0	0
V75	106	0	15	20	11	4	0	0	66	1	0
V76	39	104	21	3	13	48	10	0	14	44	0
V77	46	12	1	0	0	123	17	0	0	7	10
V78	45	0	23	5	9	7	11	12	31	10	0
V79	75	3	2	0	7	2	8	18	15	0	0
V80	50	15	67	147	15	0	0	25	15	2	15
V81	17	99	0	10	71	22	0	25	3	0	8
V82	255	68	25	0	0	7	63	11	54	14	0
V83	7	10	0	1	0	25	0	0	0	0	0
V84	0	37	81	1	58	12	0	5	10	0	2
V85	0	0	13	8	21	0	2	6	0	5	6
V86	60	9	25	2	59	10	9	9	79	0	0
V87	12	3	1	78	48	14	6	0	79	0	0
V88	0	253	199	0	0	21	1	0	0	83	14
V89	7	109	30	0	0	6	7	1	0	44	0
V90	0	1	5	68	200	41	0	0	23	10	0
V91	137	39	46	56	0	47	7	0	0	58	16
V92	50	51	79	32	124	2	12	7	0	13	13
V93	7	70	81	189	204	13	0	8	56	14	33
V94	23	108	0	22	3	11	0	8	0	2	3
V95	8	0	176	7	139	7	0	16	12	16	0
V96	6	11	0	324	0	103	0	12	0	0	70
V97	10	74	126	0	22	1	15	0	0	41	0
V98	10	34	27	60	1	3	8	3	0	0	0
V99	22	18	133	53	12	1	7	0	23	0	12
V100	42	0	1	1	46	1	22	14	0	0	0
