Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	4.48E+00	3.14E-01	8.31E-01	1.22E+00	4.91E+00
V2	1.69E+00	1.04E+00	3.29E+00	1.44E+00	6.36E-01
V3	9.74E+00	2.23E+00	1.16E+00	0.00E+00	9.02E+00
V4	4.27E+00	0.00E+00	9.57E-01	1.03E+00	4.62E+00
V5	4.48E+00	2.39E+00	0.00E+00	7.89E-01	4.82E+00
V6	2.52E+00	5.21E-01	0.00E+00	2.94E+00	0.00E+00
V7	2.71E+00	2.91E+00	2.09E+00	2.51E+00	2.81E+00
V8	1.59E+00	1.72E+00	1.51E+00	1.03E+00	8.14E-01
V9	1.67E+01	5.78E-01	5.14E+00	1.71E+00	1.61E+01
V10	1.00E-01	3.18E+00	1.61E+00	2.46E+00	1.09E+00
V11	5.93E+00	1.46E+00	3.07E+00	1.70E+00	5.44E+00
V12	1.89E+00	4.88E+00	1.25E+00	6.00E+00	6.51E-01
V13	9.87E+00	7.27E-01	1.94E+00	0.00E+00	9.00E+00
V14	8.38E+00	2.65E+00	1.82E+00	3.20E+00	4.25E+00
V15	4.46E+00	1.21E+00	1.12E+00	2.24E+00	3.29E+00
V16	1.00E-01	1.86E+00	2.15E+00	2.40E+00	1.34E+00
V17	2.91E+00	2.03E+00	2.69E+00	1.13E+00	1.80E+00
V18	8.56E+00	1.96E+00	1.47E+00	1.50E+00	8.92E+00
V19	2.19E+00	1.52E+00	1.29E+00	1.89E+00	2.39E+00
V20	1.03E+01	3.89E-01	2.05E+00	4.99E-01	1.13E+01
V21	1.18E+01	3.59E+00	1.23E+00	1.44E+01	3.13E+00
V22	2.26E+00	3.07E+00	8.41E-01	4.17E+00	5.11E+00
V23	3.11E+01	3.68E+00	2.07E+00	1.02E+00	3.22E+01
V24	1.69E+01	5.20E+00	3.07E+00	2.54E+00	1.70E+01
V25	6.23E+00	5.67E+00	2.26E+00	2.99E+00	2.53E+00
V26	2.91E+00	1.01E+00	2.06E+00	2.60E-01	1.10E+00
V27	2.05E+00	2.95E+00	9.34E-01	2.98E+00	0.00E+00
V28	5.36E+00	2.66E+00	8.62E-01	2.12E+00	4.09E+00
V29	8.59E+00	9.55E-01	1.85E+00	3.49E+00	5.83E+00
V30	1.58E+00	2.13E-01	1.53E+00	3.85E+00	2.99E+00
V31	2.00E+00	1.64E+00	2.27E+00	1.50E+00	5.00E-01
V32	1.16E+01	7.67E-01	2.23E+00	1.20E+00	1.10E+01
V33	1.51E+00	1.52E+00	0.00E+00	1.73E+00	1.30E+00
V34	1.23E+00	2.14E+00	5.12E-01	1.55E+00	1.84E+00
V35	2.12E+00	2.63E+00	1.98E+00	1.24E+00	0.00E+00
V36	5.58E+00	1.79E+00	0.00E+00	1.55E+00	6.00E+00
V37	1.66E+00	2.30E+00	1.86E+00	3.62E+00	2.94E+00
V38	1.39E+00	1.13E+00	1.67E+00	1.10E+00	4.77E-01
V39	2.00E+00	2.93E+00	2.98E+00	5.40E+00	3.51E+00
V40	1.32E+01	2.61E+00	2.06E+00	6.01E+00	8.92E+00
V41	1.40E+00	3.08E+00	1.67E+00	7.17E+00	6.80E+00
V42	5.67E+00	1.87E+00	1.71E+00	4.67E-01	4.71E+00
V43	3.48E+00	1.29E+00	1.65E+00	1.73E+01	1.49E+01
V44	1.66E+01	3.62E+00	2.29E+00	1.13E+00	1.67E+01
V45	6.39E+00	3.20E+00	2.22E+00	1.48E+00	6.35E+00
V46	2.32E+00	1.09E+00	3.04E+00	5.74E+00	2.19E+00
V47	1.62E+00	4.40E+00	4.51E+00	0.00E+00	2.67E-01
V48	5.75E+00	2.77E-01	1.11E+00	3.16E+00	4.21E+00
V49	7.58E+00	2.03E+00	6.96E-01	1.41E+00	7.70E+00
V50	4.13E+00	3.86E+00	2.98E-01	6.33E-01	4.89E+00
V51	5.99E+00	1.97E+00	3.33E-01	2.45E+00	3.88E+00
V52	1.41E+00	1.71E+00	4.16E-01	1.00E-01	1.69E+00
V53	4.20E+00	0.00E+00	2.13E-01	9.35E+00	7.10E+00
V54	2.26E+00	1.65E+00	0.00E+00	7.16E-01	2.21E+00
V55	2.07E+00	1.01E+00	3.29E+00	2.88E+00	1.18E+00
V56	2.11E+01	2.31E+00	1.59E+00	2.77E+00	1.88E+01
V57	1.00E-01	6.32E-01	3.72E+00	3.57E+00	1.73E+00
V58	2.94E+01	1.76E+00	2.28E+00	1.97E+00	2.95E+01
V59	1.22E+00	7.30E-01	0.00E+00	7.76E+00	6.80E+00
V60	3.46E+00	2.64E+00	1.39E+00	1.73E+00	2.37E+00
V61	2.25E+00	4.67E-01	1.00E+00	1.94E+00	1.96E+00
V62	1.31E+00	2.31E+00	0.00E+00	2.81E+00	7.90E-01
V63	1.80E+01	1.14E+00	9.00E-01	0.00E+00	1.89E+01
V64	3.82E+00	3.71E+00	1.70E+00	1.25E+00	4.59E+00
V65	2.80E+00	2.60E+00	2.16E+00	5.57E+00	5.62E+00
V66	1.88E+00	1.99E+00	2.43E+00	1.48E+00	1.11E+00
V67	8.40E+00	1.38E+00	3.22E+00	5.86E-01	8.99E+00
V68	1.42E+00	8.88E-01	1.64E+00	1.46E+00	1.02E+00
V69	1.90E+00	0.00E+00	1.51E+00	2.11E+00	1.19E+00
V70	5.94E+00	7.81E-01	3.19E+00	1.66E+01	1.28E+01
V71	2.87E+00	0.00E+00	1.02E+00	1.34E+00	1.90E+00
V72	0.00E+00	9.43E-01	1.47E+00	7.74E+00	8.38E+00
V73	2.99E+00	2.33E+00	4.42E-01	8.67E-01	2.40E+00
V74	1.50E+00	1.73E+00	1.02E+00	5.25E+00	5.34E+00
V75	6.86E+00	8.67E-01	2.36E+00	2.70E+00	4.86E+00
V76	9.01E+00	3.47E+00	1.10E+00	1.15E+00	8.00E+00
V77	3.57E+00	2.99E+00	2.10E+00	5.56E+00	2.78E+00
V78	1.25E+01	1.93E+00	2.28E+00	8.15E+00	4.17E+00
V79	3.44E+00	4.42E-01	7.92E-01	7.76E+00	7.33E+00
V80	4.14E+00	2.67E+00	2.43E+00	4.96E-01	1.28E+00
V81	2.48E+00	1.68E+00	7.92E-01	9.04E+00	7.60E+00
V82	4.16E-01	3.12E+00	3.20E+00	1.95E+00	5.78E-01
V83	3.94E+00	2.37E+00	7.49E-01	7.72E+01	8.00E+01
V84	7.10E+00	1.92E+00	1.51E+00	3.57E+00	5.20E+00
V85	3.55E+00	2.08E+00	1.15E+00	2.24E+00	8.31E-01
V86	0.00E+00	1.90E+00	1.26E+00	1.60E+00	6.84E-01
V87	2.70E+00	1.17E+00	7.86E-01	1.50E+00	2.70E+00
V88	2.65E+00	1.80E+00	3.41E+00	1.26E+00	1.27E+00
V89	6.31E+00	7.63E-01	0.00E+00	2.96E+00	6.19E+00
V90	8.29E+00	5.00E-01	4.01E-01	1.94E+00	8.38E+00
V91	2.05E+00	6.63E-01	2.65E+00	2.41E+00	1.18E+00
V92	1.67E+00	4.52E-01	1.34E+00	3.00E-01	8.00E-01
V93	1.08E+01	1.08E+00	8.62E-01	1.77E+00	1.01E+01
V94	0.00E+00	4.37E+00	1.22E+00	3.22E+01	3.32E+01
V95	7.78E-01	3.91E+00	3.25E+00	3.37E+00	5.16E+00
V96	4.78E+00	8.83E-01	1.71E+00	1.16E+00	4.06E+00
V97	1.79E+00	1.38E+00	2.38E+00	3.00E+00	3.69E+00
V98	1.22E+01	1.96E+00	1.48E+00	6.23E-01	1.37E+01
V99	1.31E+00	1.62E+00	1.06E+00	1.78E+00	2.91E-01
V100	1.87E+00	2.91E+00	1.46E+00	0.00E+00	9.00E-01
