Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	70	1	15	8	10
V2	50	18	192	63	3
V3	121	76	34	0	6
V4	125	0	37	11	4
V5	56	378	0	4	5
V6	17	3	0	120	0
V7	50	250	62	53	19
V8	62	57	29	11	5
V9	151	4	286	36	7
V10	0	105	41	141	5
V11	74	24	95	0	43
V12	4	128	14	248	0
V13	116	4	59	0	38
V14	181	54	18	0	56
V15	51	28	92	72	9
V16	0	36	64	122	7
V17	49	42	59	29	10
V18	83	30	10	12	24
V19	255	19	16	11	5
V20	93	3	41	3	4
V21	117	121	11	277	127
V22	19	160	10	43	49
V23	292	133	154	11	29
V24	458	388	120	96	9
V25	139	255	40	86	0
V26	103	26	567	1	15
V27	128	159	4	60	0
V28	180	52	9	30	9
V29	73	4	41	219	35
V30	89	0	32	190	29
V31	18	38	55	20	0
V32	169	13	92	15	43
V33	10	34	0	4	20
V34	8	65	1	4	21
V35	17	134	48	5	0
V36	103	37	0	19	0
V37	4	50	82	2	62
V38	4	16	228	17	3
V39	9	369	79	74	38
V40	127	85	95	0	160
V41	9	57	13	8	84
V42	87	32	91	5	6
V43	3	21	54	54	197
V44	179	123	36	9	50
V45	115	301	52	56	2
V46	54	8	74	245	0
V47	3	181	266	0	1
V48	104	1	21	34	46
V49	193	32	7	17	0
V50	56	421	2	3	10
V51	66	19	4	28	35
V52	9	80	1	0	15
V53	180	0	1	38	100
V54	61	105	0	3	1
V55	27	9	338	100	0
V56	289	35	24	6	58
V57	0	7	176	152	5
V58	290	18	42	41	20
V59	4	18	0	18	77
V60	18	87	34	38	3
V61	28	5	23	55	7
V62	12	253	0	61	3
V63	177	10	13	0	31
V64	148	73	66	9	0
V65	30	101	45	16	75
V66	16	30	104	33	18
V67	93	32	233	1	12
V68	15	8	65	35	13
V69	45	0	29	119	3
V70	75	6	356	9	193
V71	87	0	9	5	18
V72	0	12	39	2	78
V73	50	172	1	7	0
V74	4	62	38	67	60
V75	67	10	64	39	42
V76	78	131	11	8	0
V77	21	90	101	119	55
V78	191	53	61	11	158
V79	43	1	8	499	77
V80	274	134	181	4	10
V81	24	12	3	194	98
V82	7	87	215	46	0
V83	0	46	7	59	838
V84	113	198	12	133	21
V85	27	47	7	26	15
V86	0	103	12	99	0
V87	67	20	8	75	0
V88	46	70	248	12	3
V89	71	9	0	88	0
V90	200	2	2	32	4
V91	66	3	86	53	7
V92	8	2	123	1	9
V93	117	12	5	8	60
V94	0	273	17	9	348
V95	1	83	519	16	55
V96	53	9	43	13	1
V97	0	11	157	0	59
V98	289	28	19	5	53
V99	47	42	5	50	0
V100	13	294	15	0	0
