NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.419	25.686	14.877	15.763	0.145	0.983	40000.0
2	60.35	24.318	14.195	15.205	0.136	0.983	20000.0
3	62.355	25.596	14.567	15.693	0.147	0.983	40000.0
4	63.1	25.821	15.282	16.428	0.145	0.981	20000.0
5	60.756	24.796	14.4	15.386	0.143	0.984	20000.0
6	63.115	25.273	14.58	15.261	0.144	0.984	20000.0
7	62.063	25.333	14.776	15.953	0.143	0.982	20000.0
8	63.468	25.577	14.948	15.876	0.147	0.983	20000.0
9	61.204	24.787	14.211	15.193	0.139	0.983	30000.0
10	63.604	25.476	15.147	15.74	0.145	0.983	30000.0
